district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4
kanpur dehat,31.247087,8.5483418,15.283607,53.652279,155.37598,9.3105135,-302503.6261,5.8547645,59.415894,87.050797,81.740326,1.779355,62.30513415,28.951826,7.2540598,26.481825,131.6857,9.8805866,-61770.31438,5.9825368,0.59736359,70.010162,17.170353,26.071266,0.40154597,843.8824325,60.97953,1.377809,7.3430486,29.109638,9.5955505,5.9186506,-78321.992,906.18756,1.294282,23.690277
kanpur nagar,31.359163,9.2960434,11.624663,56.187355,162.02858,60.753483,403317.8243,5.2132707,57.826508,92.490059,84.400208,1.9844302,177.7370187,29.658026,9.6942024,15.780811,160.67551,71.621613,65091.19036,5.5352564,0.41128963,65.012291,10.573141,46.353615,0.88730085,2780.348398,46.136444,1.0971293,9.6702785,29.760239,66.187546,5.3742638,85413.586,2958.0854,-0.39815903,1.3530731
jalaun,31.310602,9.8949385,9.3908234,58.232327,160.68279,29.654642,-192376.3945,5.7811909,59.550285,88.265549,86.729279,1.8955179,70.66654763,29.086473,7.5816941,27.021452,135.41264,30.33765,-289.6323608,5.7241311,0.49531469,70.162643,12.79366,35.643253,0.72511494,770.3573646,52.622295,1.170403,7.776063,29.273355,29.996147,5.7526608,-16429.611,841.02393,2.3132443,25.270142
jhansi,33.270355,10.342341,9.3006229,54.995728,158.98343,38.878532,367638.9204,6.2105942,66.227699,97.157242,76.136154,2.0903945,93.39678296,29.472349,7.3169298,27.085899,132.30176,45.263622,28510.37091,5.8456016,0.57964414,72.407898,14.340903,41.393669,0.83203244,995.1616092,55.763573,1.2583621,7.5765057,29.798212,42.071075,6.0280981,57607.125,1088.5583,3.0254116,26.681671
lalitpur,31.048788,8.5564222,10.287809,60.616676,142.43903,17.012814,-511420.058,6.4321809,66.792892,92.272278,74.426369,1.7738003,61.33615616,28.504498,5.4487262,40.898678,103.67849,21.434391,-46510.93081,6.1515017,0.63353503,76.939758,16.496504,18.363152,0.48270556,617.2027503,73.909126,1.2910947,5.7296448,28.734488,19.223602,6.2918415,-88536.141,678.53888,3.1076961,38.760536
hamirpur,32.828453,8.9940128,10.939876,62.080296,150.05292,26.445869,-360777.353,6.3592391,61.742474,93.21006,88.247421,1.9121689,50.52100328,28.619997,6.6811872,30.447514,126.58537,22.263992,-22097.41405,5.5898271,0.53612739,69.415207,13.973936,41.418926,0.65944535,521.9296392,51.791134,1.2527235,6.885303,28.991409,24.354931,5.9745331,-51987.242,572.45062,2.3128257,23.467552
mahoba,31.204412,8.123991,16.614645,53.654312,140.56497,19.516008,-321406.0204,6.299612,58.36916,88.781944,86.87487,2.0404229,41.86594725,28.792482,6.0641203,33.804199,114.40939,23.765709,-24169.51054,6.4872127,0.65865868,72.577736,17.540257,40.09433,0.67974639,401.2209712,48.687614,1.3606765,6.2587514,29.020378,21.640858,6.3934126,-52254.492,443.08691,2.0598707,26.155586
banda,29.71368,7.3848133,21.515316,47.09642,127.00368,16.372574,-681017.1794,6.5627956,50.306122,88.276817,77.587601,1.9136971,74.78969589,29.181059,6.1079855,33.765102,116.87057,18.625523,-56053.88379,5.4838676,0.56175452,71.678284,15.734651,42.123917,0.49149895,708.2797578,46.152901,1.4221982,6.2299333,29.231928,17.499048,6.0233316,-115743.12,783.06946,1.2768278,10.133118
chitrakoot,30.11821,8.8428507,13.739864,55.460327,126.78488,6.9476924,-650393.4981,5.667449,57.413239,83.618011,84.943077,1.8197839,34.15798876,28.639246,5.2090716,41.815208,98.262024,15.727962,-79190.03794,6.436028,0.76171392,72.907433,22.217712,25.237625,0.40117472,510.639295,58.380386,1.4186091,5.4369044,28.731976,11.337828,6.0517387,-115003.66,544.7973,3.633779,28.522858
fatehpur,31.175138,8.6813269,12.73966,54.730385,151.40982,14.399862,-373462.3409,5.6069636,53.813026,89.420052,82.217407,1.8614314,100.8176393,28.79019,6.2429233,35.255234,118.04894,10.003653,-65193.55504,5.7315345,0.54074556,66.062134,14.945227,36.124031,0.38759261,1203.399989,53.296021,1.4738388,6.4314151,28.974548,12.201757,5.6692491,-89023.117,1304.2177,2.4384036,33.360878
pratapgarh,30.24074,10.131456,7.0123801,51.058609,170.2771,25.37846,172763.7005,7.1566229,58.614826,88.211151,86.570343,1.9788971,109.6301736,28.146357,6.5561814,34.849075,127.45012,6.3195124,-34067.18231,6.6590066,0.56129515,63.949818,12.292093,44.125072,0.60135496,1701.14532,44.086079,1.3775421,6.7726402,28.273157,15.848986,6.907815,-21544.975,1810.7755,3.5752749,42.826981
kaushambi,30.065186,9.3570499,11.932142,44.178986,150.00655,11.003353,-404243.128,7.044167,53.040798,87.852486,83.760017,1.8576293,55.44699377,28.469229,4.2609015,52.570499,96.170959,10.543875,-67473.04326,6.3060083,0.68827081,66.779968,16.955154,37.904781,0.4186112,757.4304361,49.947704,1.4390181,4.6085138,28.578091,10.773614,6.6750879,-90444.391,812.87744,5.0961485,53.835587
allahabad,29.922348,10.797319,8.5138464,43.915516,165.98454,27.28174,133000.4614,6.1794419,50.968044,87.615768,85.336929,1.9688662,208.8272896,28.691504,7.2270193,33.553982,126.62239,28.197405,8020.338786,7.5358324,0.77931178,66.615364,16.703104,51.257687,0.78117442,3138.29914,36.358082,1.1876918,7.4497705,28.768295,27.739573,6.8576374,15817.852,3347.1265,3.5703001,39.362152
bara banki,30.235003,8.0764503,15.353396,49.980713,131.82675,13.774294,-375041.4351,5.8456964,52.534969,82.642342,71.243576,1.6173733,128.4283074,28.190443,5.4613171,41.232555,103.17807,13.726814,-47375.65888,6.0642262,0.65051687,67.042328,17.880548,27.830564,0.46058983,1593.400806,54.811775,1.1567836,5.6563754,28.342943,13.750554,5.9549613,-71815.695,1721.8291,2.6151333,28.648682
faizabad,32.205181,9.8157988,7.3242321,56.763279,166.91942,19.348164,5631.465663,7.2082801,61.452206,89.461311,86.228455,1.911647,103.1481107,28.655611,6.7697148,31.633488,122.28864,13.604465,-31761.78036,6.7881103,0.7310217,64.004646,17.887474,39.019848,0.60299528,1252.848629,50.441463,1.3086517,7.0014248,28.925621,16.476315,6.9981952,-28917.348,1355.9967,3.0460839,44.630775
ambedkar nagar,30.56431,9.1991301,9.1457224,49.304821,155.12827,14.067086,-491977.2369,6.4408498,49.195663,86.670692,83.508148,1.8154049,82.07492498,28.321859,7.8594351,26.501694,137.10478,14.177625,-39110.86663,7.6749711,0.7040621,62.739445,15.94908,38.65984,0.48137882,1337.30848,48.010853,1.3340261,7.936902,28.451529,14.122355,7.0579104,-65297.57,1419.3834,1.339695,18.023483
bahraich,31.510847,5.1301737,38.901833,37.477993,86.292206,6.3627558,-679468.4091,5.6788473,61.60664,83.67733,82.201065,1.7169247,102.0631777,28.648886,3.393338,59.484493,63.966221,10.011679,-85874.36661,6.6707096,1.0103841,77.223259,30.441729,26.521772,0.37005648,1615.996107,57.155556,1.3468682,3.4965165,28.818903,8.1872177,6.1747785,-121137.47,1718.0593,1.7368357,22.325985
shrawasti,31.964752,6.5128102,30.415911,39.641563,129.40897,6.9202294,-509263.3404,5.705008,74.422112,89.284218,81.725128,1.7992563,37.40222579,28.646494,2.708951,64.976105,65.570648,5.0061831,-100124.9332,6.8242035,1.0503364,77.942467,33.612869,29.835644,0.24969769,520.3663628,59.448574,1.5495586,2.964026,28.869005,5.9632063,6.2646055,-127560.48,557.76862,3.8038592,63.838318
balrampur,31.813782,6.9359326,24.914465,43.340435,122.57414,11.477344,-474530.6863,6.2487378,61.381851,87.503685,82.036247,1.8807585,58.45591161,28.048923,3.2200603,58.745998,87.18631,9.1349106,-65995.85269,7.9690819,1.0897204,71.747696,23.763027,36.097294,0.39477915,1088.246807,51.406391,1.4859793,3.4094858,28.240847,10.306128,7.1089096,-86821.891,1146.7028,3.7158723,35.387833
gonda,29.735903,7.3018742,20.847221,49.620209,139.47566,6.9403439,-170528.6775,5.4598389,61.784546,87.339638,85.821381,1.8593607,97.56641674,28.680248,4.5061421,49.390324,90.976868,7.0125012,-59969.02402,7.6385231,1.045276,72.288551,23.771793,34.310097,0.48218629,1687.534635,53.029541,1.3771744,4.6589456,28.737946,6.9764223,6.549181,-66011.766,1785.1011,2.795732,48.498795
siddharthnagar,32.685963,6.1353192,29.808697,47.955742,130.31085,15.263627,-230947.425,6.5869288,66.366776,92.267517,76.464851,1.8039207,60.01845831,28.160717,4.3706989,47.159214,87.168907,6.5756345,-43841.09397,8.0734034,1.1768593,70.223083,25.524235,42.755276,0.4651216,1193.861469,49.512241,1.3387991,4.4551644,28.377323,10.919631,7.3301659,-52797.16,1253.8799,1.7646203,43.141945
basti,31.369312,8.8606462,16.924419,56.811897,147.99232,11.294394,14122.61657,5.9115629,59.848076,91.255455,91.8209,2.107476,71.16535345,28.390577,5.9221869,38.850456,114.59612,7.4779086,-39224.07363,6.9428034,0.86705643,67.882256,20.88073,40.186367,0.51553375,1312.683508,51.069088,1.5919423,6.0732989,28.54376,9.3861513,6.4271832,-36480.684,1383.8489,2.9384594,33.39621
sant kabir nagar,30.335318,8.6990538,11.933755,56.25465,150.04398,10.994672,-238667.7273,6.3689499,63.79224,93.682144,92.057991,1.9451752,43.06199464,28.062635,5.4614706,41.719456,105.63885,8.2650337,-46495.26191,7.3054671,0.8627398,65.06868,20.320778,49.544468,0.47966269,922.1788211,44.137676,1.4655125,5.6059079,28.164026,9.6298523,6.8372087,-55068.594,965.24084,3.2375832,44.405128
mahrajganj,29.021547,8.6298475,8.7918501,66.523178,162.95605,4.7061944,-121112.8239,6.163919,59.997749,91.800034,90.853752,1.9917836,72.17857617,28.608515,4.4111285,49.178764,95.981125,7.2776237,-42411.85987,6.9815454,0.94952184,71.531555,19.858017,46.360054,0.53511786,1570.326775,45.43998,1.4566658,4.5965166,28.626665,5.991909,6.572732,-45870.309,1642.5054,4.218719,66.97493
gorakhpur,30.659271,9.3496447,7.6270623,44.443874,159.80919,26.018879,106071.1419,6.4908805,51.019772,92.413246,84.479233,2.0053856,151.2542502,28.448254,7.0943608,28.780682,126.97951,21.613041,-1302.965133,6.6420922,0.76526481,67.097122,18.812754,48.67765,0.72153515,2291.123019,43.735596,1.2838504,7.2340283,28.58518,23.81596,6.5664864,5346.6177,2442.3772,2.2552838,32.829681
kushinagar,30.582039,9.8055687,9.3001108,57.128494,168.87781,11.045731,176766.9342,7.2251663,58.649784,94.291588,96.047279,2.2024944,106.6033053,28.635426,5.4128451,40.46769,107.95859,6.6694841,-41382.09317,7.1540322,0.8350181,67.889656,22.268951,41.68111,0.48829278,2038.500797,52.610477,1.7142016,5.6311464,28.732164,8.8576069,7.189599,-30540.938,2145.104,4.3927236,60.91922
deoria,30.475285,10.063745,8.0805864,52.671017,170.67448,17.859133,174698.9038,6.6196575,55.160999,94.443596,90.658958,2.1499207,102.4652923,28.520151,6.9089451,33.69743,126.03306,15.757243,-22125.195,6.4215012,0.70173138,65.112846,18.734316,43.994869,0.58727068,1696.440088,50.448727,1.56265,7.0886421,28.631516,16.808187,6.5205793,-10914.134,1798.9054,3.1548004,44.641426
azamgarh,29.244764,10.5189,5.3039856,47.878437,172.02383,6.4400225,-316116.0854,6.6643791,47.906208,85.027496,92.320992,1.9425091,148.3125219,28.262417,8.0154505,24.787622,137.74442,13.028944,-22475.56906,7.1581087,0.74167913,62.554562,17.138941,48.603359,0.65469569,2334.212285,36.424137,1.2878134,8.1650133,28.321104,9.7344837,6.9112439,-40018.422,2482.5249,2.5034494,34.279419
mau,29.363194,10.585859,5.0804162,59.313965,170.03911,32.162247,53574.51669,6.8160768,49.978382,90.428947,95.213425,2.1073,84.19082126,28.541788,7.0937572,31.419235,129.50807,24.382751,-28950.08613,7.5722804,0.81823337,64.935066,16.955385,43.129669,0.58698279,1200.803797,47.299278,1.5203173,7.3225541,28.595606,28.272499,7.1941786,-23543.205,1284.9946,3.4921021,40.531036
ballia,29.967655,9.6176739,15.253041,50.508446,156.32457,9.7133045,-70727.4865,5.9339919,48.187912,90.028999,90.178123,2.0215864,100.4349248,28.583534,6.5777006,34.412342,124.55911,10.601224,-35623.53137,7.4763231,0.84028828,68.197487,18.924444,46.538715,0.61053246,1742.811098,43.490284,1.4110539,6.7433429,28.658953,10.157265,6.7051573,-37536.277,1843.246,3.0399733,31.765457
jaunpur,31.127542,9.9385281,6.7375631,57.342434,172.76195,10.198279,-41146.86046,6.5853882,61.488838,92.155396,92.085945,2.178519,161.1078917,28.441116,6.9867539,30.961422,130.8643,7.9364271,-23926.33031,7.9616089,0.83980399,69.799385,17.330296,53.003658,0.71418905,2237.650864,39.151737,1.46433,7.1850042,28.621544,9.0673532,7.2734985,-25082.914,2398.7588,2.9517741,41.897644
ghazipur,30.061979,10.341383,10.078588,55.375786,167.01514,11.143459,-52213.38605,6.3817668,55.681442,92.050636,87.703308,2.0598569,134.3381909,28.979849,6.9722853,34.313663,130.48148,9.2040768,-44444.97702,6.8810344,0.70220006,67.824348,19.173733,34.920589,0.58040285,1775.637033,57.130047,1.479454,7.2092509,29.05596,10.173768,6.6314006,-44991.367,1909.9752,3.3690977,36.533661
chandauli,30.684643,9.5185366,14.716702,47.493443,163.54895,32.500439,-34762.34936,7.1763763,59.079681,84.323265,79.999451,1.8189192,85.25969341,29.078201,6.8393383,33.363159,124.18179,16.666439,-21421.54627,7.8652277,0.94931799,74.388382,20.051073,37.199806,0.68248361,1124.814621,47.123459,1.1364355,7.02811,29.191389,24.583439,7.520802,-22361.516,1210.0743,2.6791983,39.367165
varanasi,31.934292,10.032251,7.0823774,56.383186,150.28119,41.587772,351907.002,6.493711,63.238388,84.399727,86.513756,1.9151691,159.783838,28.566839,7.6135268,26.118942,135.98917,47.815525,24300.02023,7.3087778,0.68208319,68.379181,15.528339,39.705017,0.81611371,1909.473319,44.69471,1.0990554,7.8002958,28.826866,44.701649,6.9012442,49597.168,2069.2571,2.4187245,14.292023
sant ravidas nagar (bhadohi),31.483976,9.9023647,4.6791296,57.350113,164.52185,26.373911,17856.21974,10.843595,65.109344,86.367439,89.849731,1.8946158,57.67271364,28.201469,6.3470988,34.919609,122.59155,17.413315,-22343.62301,8.5466681,1.0001963,70.94014,19.736416,42.331104,0.64713955,825.4273451,44.036335,1.2474762,6.5792828,28.41584,21.893612,9.6951313,-19718.287,883.10004,3.5552659,41.930298
mirzapur,31.412176,9.7818499,8.297472,51.752617,166.69505,24.397411,-61116.5561,6.090342,63.012802,92.184647,92.579147,2.0234811,90.27428514,28.641455,6.339427,37.50948,117.35162,16.432718,-38650.47366,7.3155422,0.87379307,74.96656,21.900684,41.325905,0.69913203,1157.743192,50.858742,1.3243492,6.5884318,28.841873,20.415066,6.7029419,-40275.539,1248.0175,3.4424229,49.34343
sonbhadra,30.353655,7.9482503,17.426149,52.101475,127.30387,18.0144,-643073.4227,6.3918591,57.983387,81.655106,81.033745,1.723332,77.06171256,29.157581,5.7454309,41.313301,105.04256,16.769962,-48284.19656,6.7162919,0.80460358,75.241241,21.996933,27.30925,0.60653162,927.2168919,54.345856,1.1168004,5.9144607,29.249361,17.392181,6.5540752,-93924.398,1004.2786,2.2028193,22.261307
etah,31.066183,8.6257248,13.714981,61.020714,155.83264,20.00779,-42109.59059,6.1983566,58.511162,81.515762,83.491531,1.7513025,66.39971626,28.798059,6.5891342,30.151457,127.43044,17.693346,-18052.7724,6.6578703,0.78100246,71.405319,18.39896,33.477947,0.54797018,864.1007652,48.037815,1.2033323,6.7344637,28.959911,18.850567,6.4281135,-19769.447,930.50049,2.0365906,28.402206
kanshiram nagar,31.638304,8.4817553,16.152916,51.282478,147.67027,25.244215,-69771.5128,6.3127189,67.883011,87.341187,79.296097,1.8417034,47.08062938,28.409435,5.2037878,41.917416,97.596458,23.622404,-32619.80264,6.4895778,0.81386995,68.642662,21.067429,24.666456,0.39650145,682.3311681,62.674728,1.445202,5.4153676,28.617846,24.43331,6.4011483,-35017.797,729.4118,3.2779675,50.073814
pashchim champaran,30.5387,7.6601133,11.428007,54.134548,143.21095,17.855774,-530136.9041,5.9405036,64.415649,86.608009,87.199471,1.8514237,396.1271498,28.917208,3.7613258,53.232861,99.553162,15.745555,-82539.77045,6.3221784,0.91014206,82.187874,26.174036,36.090862,0.40979469,1894.97216,50.517147,1.4416291,4.4354196,29.197561,16.800665,6.131341,-159928.55,2291.0994,3.8987875,43.657791
purba champaran,31.631691,7.6375508,14.43322,48.027718,155.25536,6.1675038,-245569.4721,6.3718848,66.654175,88.207382,84.305222,1.7642663,474.429647,28.800434,3.2783608,58.346188,105.60644,8.7909012,-87682.95482,6.6292491,1.1450129,80.601486,29.337246,41.272713,0.34639722,2757.9393,46.934669,1.4178691,3.9181793,29.21599,7.4792023,6.500567,-110856.69,3232.3689,4.35919,49.648918
sheohar,30.523384,7.3433332,23.001522,45.707989,134.34267,7.577323,-670263.3394,4.6919227,63.498528,89.369354,81.45295,1.7825358,65.80904919,28.133244,3.4610994,54.990948,80.729347,4.1155686,-89425.18692,6.2591352,1.0886966,79.456573,32.501965,53.597061,0.42043951,380.3501816,35.772293,1.3620963,4.0337338,28.485792,5.846446,5.4755287,-175099.55,446.15924,3.8822339,53.613319
sitamarhi,29.94512,7.0554309,18.229521,49.598518,128.24983,5.9607563,-481669.0946,5.9832492,55.38456,89.215378,81.580444,1.7793027,400.8982692,28.5264,3.4176123,52.18103,72.692276,8.2187662,-97289.51082,6.5334449,0.9108268,77.829979,29.223961,42.543758,0.37649399,2073.420091,46.671619,1.4028087,4.0070252,28.756266,7.0897613,6.258347,-159568.13,2474.3184,3.6378186,55.557556
madhubani,31.558693,7.5788198,20.695654,42.915722,131.80817,5.0217843,-589509.4721,5.7235651,67.978462,86.111557,81.385513,1.4711584,318.0637,29.398148,3.6801691,57.851036,98.737213,3.9508748,-85971.27553,6.2871623,0.93178499,80.708221,27.013897,41.894508,0.38234866,2423.215866,44.217049,1.0888097,4.1325197,29.64883,4.4863296,6.0053635,-144395.53,2741.2795,3.8986506,33.070953
supaul,32.425568,5.923305,22.31484,38.351543,116.38501,8.3107014,-990193.661,5.7781754,68.107597,91.350006,75.109863,1.3326339,223.3452128,28.813847,3.0838959,61.767532,86.673149,4.0644336,-102611.665,6.1903205,1.1219144,83.003174,31.654989,43.013458,0.29138127,1283.110631,48.336548,1.0412526,3.504863,29.349316,6.1875677,5.9842482,-234203.44,1506.4558,2.8394091,29.711861
araria,30.648546,5.9462233,29.772118,45.582767,124.33664,14.611981,-796252.0031,6.5748291,70.618858,88.092194,70.647232,1.3457035,334.6190839,28.259783,3.3527119,52.170788,77.076523,7.4942751,-101707.8653,5.9740849,0.93096977,77.09642,28.547583,35.196518,0.29909989,1637.826755,52.895676,1.0466036,3.7926927,28.66503,11.053128,6.274457,-219535.05,1972.4458,2.5935113,47.260117
kishanganj,29.570229,4.8594427,33.111897,31.37915,108.53857,13.579357,-864524.6289,5.6864529,61.455303,90.906471,67.530228,1.4989691,172.8396318,28.046124,3.0083385,60.9254,66.400436,8.6894255,-95283.05064,5.8284826,0.87584448,69.409164,26.930145,23.361303,0.25773677,965.9425977,67.545166,1.2412323,3.2892914,28.277447,11.134392,5.7574677,-212035.34,1138.7822,1.8511043,42.13813
purnia,30.361559,5.5473137,30.417988,38.850899,112.88172,15.256196,-1056629.496,6.1031671,67.514725,84.20256,70.46212,1.2473444,362.9175879,28.226086,3.7670858,50.325291,91.189781,14.432448,-89514.92946,5.8527784,0.91796273,75.864807,27.519247,38.135345,0.41571233,1770.792386,46.067215,0.83163202,4.0698805,28.589304,14.844322,5.977973,-254009.11,2133.71,1.7802279,21.69194
katihar,31.104931,6.311028,18.367109,50.247772,120.35257,11.89006,-899344.2588,5.8072052,59.540855,85.781769,80.568474,1.3892561,280.7841847,28.931736,3.6922371,56.503754,80.955406,10.311947,-89736.98165,5.6249075,0.81677729,78.583565,27.346554,37.469738,0.32371387,1516.379505,48.312031,1.0655422,4.1013904,29.271271,11.101004,5.7160563,-216227.92,1797.1637,2.6187909,39.397163
madhepura,30.543894,7.3804927,15.705679,52.585159,143.80005,3.7014854,-1070289.949,6.2803683,70.426331,92.786072,82.187248,1.400084,193.6300023,29.239771,3.0139556,64.751289,61.781429,5.1953526,-99469.22572,5.893899,0.94205403,83.789116,31.051338,48.286179,0.28789452,1078.279816,44.499893,1.1121895,3.6786981,29.438305,4.4484191,6.0871334,-247262.73,1271.9098,4.3665371,82.018616
saharsa,29.015944,5.74019,38.191334,41.389854,120.19149,16.083372,-916236.0178,5.8003736,66.79406,94.77372,87.141068,1.5083015,212.2015399,28.485174,3.6355901,56.884499,76.684586,6.8947611,-92660.66803,6.3686275,1.0136821,77.480873,27.065853,27.663025,0.29226238,1000.639875,67.110695,1.2160392,4.0038157,28.578039,11.489067,6.0845003,-236755.31,1212.8414,2.1046,43.506905
darbhanga,32.405369,7.6154909,19.61466,45.952282,137.79044,19.574156,-524213.0152,5.9727273,62.648468,91.553711,70.935081,1.3082212,420.8864117,28.690954,4.0126829,54.466278,120.05853,7.9861445,-82783.81272,6.5089116,0.96137768,79.155006,25.406843,50.240009,0.36788073,2339.551984,41.313702,0.94034052,4.562006,29.257294,13.78015,6.2408195,-150088.91,2760.4385,3.602808,17.731911
muzaffarpur,29.795998,7.9419875,15.870124,36.948471,149.48265,19.401062,-531187.1542,5.5752301,63.159554,97.321281,81.396545,1.3413843,512.967145,28.736462,4.9684715,43.872608,103.33627,8.8704748,-60992.64704,6.107779,0.81748885,75.136253,22.111858,43.108334,0.46364588,2544.553425,54.212948,0.87773842,5.4673452,28.914223,14.135769,5.8415046,-139878.25,3057.5205,2.973516,46.146378
gopalganj,29.369562,6.9875822,23.624016,54.434776,137.87238,17.678387,-409837.6253,6.0252652,51.778908,92.887672,80.764565,1.8720087,231.5160948,28.287024,5.2177463,40.889027,141.64694,7.2551131,-61273.34536,6.8710933,0.8472206,71.313545,20.675812,47.12664,0.50408453,1496.35054,45.761032,1.3679242,5.454886,28.432072,12.46675,6.4481792,-107977.32,1727.8666,1.7698359,-3.7745667
siwan,31.807135,7.7997108,15.447514,55.016296,140.42039,8.6222601,-423110.4848,5.7830224,64.804832,88.805611,75.68676,1.7144966,259.0637248,28.106918,5.6654296,37.058933,134.11987,5.4681425,-51085.46973,7.3333902,0.90146911,70.687012,19.364721,46.011971,0.59806049,1871.960981,42.79364,1.1164361,5.9248891,28.556746,7.0452013,6.5582066,-96311.688,2131.0247,2.1342812,6.3005219
saran,29.923027,8.8070965,11.753397,63.218777,155.40085,16.868273,-302506.4544,6.1187029,52.112961,87.609543,70.364922,1.2958561,404.9731116,28.656881,5.2816548,40.872753,119.6658,11.164175,-58427.08119,7.0575318,0.9370324,74.623093,24.755531,45.013439,0.56866187,2032.845954,42.596104,0.72719425,5.8673048,28.867214,14.016224,6.5881176,-98973.805,2437.8191,3.5254416,35.735046
vaishali,30.396378,8.179018,19.156612,48.31971,145.58553,4.6641521,-415686.2496,5.4019084,61.254627,90.105751,72.106804,1.1779706,307.8896141,28.818073,5.1882377,42.328117,112.24117,12.42675,-52485.7481,6.7584553,0.91637748,79.252106,24.457315,47.984566,0.55712354,1908.76271,42.121185,0.62084711,5.6036525,29.037298,8.5454512,6.0801821,-102933.74,2216.6523,2.9907804,33.344353
samastipur,31.281389,7.1889615,21.102772,48.977798,136.52733,5.4491763,-574360.7626,6.0389733,64.811554,88.316971,78.462723,1.2962419,407.5274889,28.383368,4.5820136,47.397236,99.554321,4.7179937,-92341.36176,5.9108181,0.88308221,80.050697,25.975761,51.019852,0.35818136,2102.228903,37.297119,0.93806052,5.0053229,28.853941,5.0835848,5.9748955,-170610.38,2509.7563,2.6069479,36.973007
begusarai,28.840219,7.4090104,19.723103,48.683022,136.72656,36.539345,-534521.5699,6.6875072,52.492023,86.855301,77.600166,1.1960053,498.0956464,28.344715,4.6821103,47.1134,101.74265,19.649279,-68289.42474,6.5734797,0.94761521,80.334511,23.529036,43.601177,0.36417395,1746.882602,43.254124,0.8318314,5.2871304,28.454653,28.094311,6.6304932,-171732.83,2244.9783,2.7269001,34.983917
khagaria,30.280203,6.4103546,21.004353,49.571709,125.66405,10.564758,-710656.4211,6.5432472,66.822754,90.960938,79.691193,1.4705634,170.6544554,28.574989,4.1618433,52.7318,98.20359,5.3214931,-79333.16197,6.3052921,1.0054274,83.764648,29.185223,45.338989,0.34831962,866.339107,45.621948,1.1222438,4.5318732,28.85561,7.9431257,6.4242697,-183227.86,1036.9935,2.2485113,27.460457
bhagalpur,28.99412,9.5743303,12.164298,57.241249,153.93008,46.850224,123604.9188,6.5113673,49.695976,92.592239,86.407135,1.3904146,518.6582218,28.532782,5.3117175,42.315762,104.88875,25.86495,-47084.11831,6.5589714,0.93979335,76.146194,24.708395,41.076981,0.48173064,1822.809269,51.515259,0.90868396,6.2559285,28.634972,36.357586,6.5351696,-9274.8076,2341.4675,4.2626128,49.041336
banka,31.407753,8.2787409,12.725982,56.850754,150.54329,6.49156,-354560.5134,5.5381522,58.08881,90.923798,91.999542,1.3264453,195.5093174,29.546049,3.9411192,53.902637,82.603203,3.7335954,-90728.94597,6.1289315,0.84930742,81.806694,25.983746,34.624359,0.33274832,1142.825545,56.299438,0.99369705,4.5747762,29.818014,5.1125774,5.8335419,-129270.52,1338.3348,4.3376217,67.940086
munger,28.92223,8.2873821,18.694992,56.734623,149.02863,40.675217,-47475.6011,6.5587778,50.93045,92.360756,87.034706,1.3179281,174.2106609,29.263571,5.8750744,33.187851,121.29777,29.148516,-42760.2653,5.9975109,0.7828005,75.835686,22.684229,38.036369,0.59328049,688.7415254,54.324387,0.72464758,6.3620653,29.194662,34.911865,6.2781444,-43712.188,862.95221,2.4123077,27.730858
lakhisarai,31.252209,7.5722013,24.941296,44.546013,128.71402,34.460609,-267382.9801,6.8901143,64.606407,91.026535,85.254181,1.4546186,111.2694038,28.936449,4.8561773,45.063408,99.429886,16.314346,-49033.80704,6.8955607,0.97460026,78.110428,22.746277,34.173317,0.49991098,492.6886242,56.853218,0.95470762,5.3565602,29.363091,25.387478,6.8928375,-89261.078,603.95801,2.7160239,29.284134
sheikhpura,31.256554,8.7825651,18.974995,45.680012,135.45061,43.479218,-201264.8737,6.3910503,57.837296,90.203323,85.78138,2.0109975,68.43078116,28.939978,4.6072345,45.646721,99.049088,20.202585,-49963.56832,7.0096655,1.020341,79.119514,21.632566,34.244843,0.47620836,323.7146682,55.958481,1.5347892,5.3358445,29.344229,31.8409,6.7003579,-76366.188,392.14545,4.1753306,36.40152
nalanda,30.743528,6.7975955,33.533543,36.85482,125.35106,26.98868,-233702.5072,5.7987895,57.247353,89.490326,81.096603,1.6438988,336.901922,29.646978,4.7506204,49.421204,95.92688,20.301586,-45127.81509,6.0922756,0.77823675,78.228394,20.494579,33.280525,0.47556785,1310.897394,56.209801,1.168331,5.169136,29.871174,23.645134,5.9455328,-83682.984,1647.7993,2.0469751,29.424179
