district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4
kupwara,31.542894,10.250922,10.391953,53.084202,173.52165,20.507076,159393.9996,5.2685308,61.636364,98.37471,82.091064,2.0100293,78.64985743,28.662968,6.6210732,31.110081,130.4828,21.125315,-2168.593943,6.7143035,0.73097372,62.077122,18.623459,48.235424,1.1692158,332.1718073,50.139286,0.84081352,7.3159904,29.214315,20.816196,5.9914169,28761.797,410.82166,3.629849,43.038849
badgam,31.276089,9.2764006,20.100365,45.342873,152.98758,17.038624,329367.3415,5.6863065,51.730747,95.564011,87.010414,2.2400372,72.58085811,29.159628,5.9686136,41.16217,112.17596,19.009218,23553.57022,6.6038446,0.48897111,56.72961,14.647895,52.926109,1.5388643,339.3962226,42.637901,0.70117295,6.5513692,29.532499,18.023922,6.1450758,77430.898,411.97708,3.3077869,40.811623
leh(ladakh),31.813503,10.024511,13.85721,46.466606,168.00163,25.965551,333224.061,4.677712,59.440369,100,90.692413,1.6711318,12.20503993,31.815159,7.6842799,28.762167,139.03674,35.475487,19847.34367,4.6455369,0.46209615,66.59227,15.370057,87.2892,1.8536627,51.82928587,12.7108,-0.18253088,8.130332,31.814844,30.72052,4.6616244,79577.422,64.034325,2.3402314,28.96489
kargil,32.889427,11.076568,5.7306876,55.023567,176.26886,11.799123,-175132.8355,5.1949658,59.434353,98.051361,93.31337,1.7051378,12.112613,29.419535,7.0997138,31.64632,133.13185,20.347477,-30533.50111,6.297133,0.64082128,60.623741,14.880851,57.142658,1.6022016,55.27578587,40.908703,0.10293627,7.8145266,30.043224,16.073299,5.7460494,-56524.262,67.388397,3.9768538,43.137009
punch,30.606325,10.497737,8.7183132,53.009552,175.8761,8.2928686,193214.6347,5.2170382,56.386246,97.314247,83.627831,2.071599,61.08785996,28.280684,6.7343335,30.55752,129.869,6.4495182,6841.162016,6.3162985,0.77749676,63.41544,14.329359,44.905167,1.1084557,355.5150262,52.409081,0.96314335,7.2861738,28.6217,7.3711934,5.7666683,34169.723,416.60287,3.7634034,46.007095
rajouri,30.315643,10.181557,6.1504397,63.610565,174.99046,4.032577,215306.0408,5.3296642,61.755287,98.56321,76.470276,1.808889,91.59135604,28.927383,6.9545903,28.719633,134.80588,6.9249949,14150.92007,5.9026551,0.67047435,68.136818,15.337009,45.911476,1.1166208,416.6742439,52.651733,0.69226825,7.5361018,29.177553,5.478786,5.6161594,50399.824,508.26559,3.2269664,40.184586
kathua,30.185637,10.943253,2.414542,73.014168,185.39737,17.023388,591017.3376,4.894258,49.231049,98.74472,95.814323,1.0402389,75.40679973,30.372641,8.0880213,20.228128,152.78302,13.58847,60734.68853,5.854619,0.53638768,67.009605,14.851482,56.55933,1.1835266,346.9179982,42.18539,-0.14328778,8.5978279,30.339251,15.305929,5.3744383,155417.55,422.3248,2.8552313,32.614349
baramula,31.035151,9.8158817,12.748716,50.64053,167.29941,20.230333,304215.7277,5.9492321,51.089848,94.171333,83.077026,1.553077,135.4725585,29.156897,7.0901232,30.78326,132.68938,21.973068,34366.25074,5.9762826,0.43352428,55.10754,12.723949,55.046188,1.6479021,483.7030281,39.125145,-0.094825149,7.6865058,29.56785,21.1017,5.9627571,93407.984,619.1756,2.7257586,34.610031
bandipore,30.682674,8.1122389,21.338888,49.647766,138.60454,17.014547,17897.59894,5.6869369,48.669434,95.574997,84.354576,1.4817219,43.6491933,28.669611,6.3082199,34.344131,120.65957,24.934248,17237.07563,6.7537255,0.54583532,55.802376,16.23358,43.278709,1.453072,229.3500743,52.296288,0.028649926,6.5966601,28.991474,20.974398,6.2203312,17342.686,272.99927,1.804019,17.944969
srinagar,31.760138,10.70775,10.23725,47.669964,163.35895,100,882454.9476,4.5500245,52.686661,98.58831,85.97171,2.4197128,147.3934307,31.069004,8.1749668,25.795538,145.95378,98.74765,89480.32754,5.3715272,0.34227946,60.540104,9.982481,73.83403,1.8460999,796.2791132,24.75428,0.57361293,8.5705652,31.176952,99.373825,4.9607759,213336.06,943.67255,2.5327835,17.405167
ganderbal,32.114914,10.364247,9.6387672,51.322876,167.62755,17.939228,337285.2416,5.8469748,57.807053,97.706345,92.091988,1.7639966,32.08082169,29.313738,6.4448404,36.695675,120.04562,25.550953,35402.63795,6.4449644,0.58193898,60.537548,16.141623,49.903343,1.5744137,162.7199637,47.803001,0.18958294,7.0903091,29.775051,21.74509,6.1459694,85118.258,194.80078,3.9194069,47.581924
pulwama,32.564201,11.786759,3.2780805,54.424358,179.89941,4.8065825,547876.6713,4.9524355,57.46104,95.691765,92.360184,2.3418124,51.12064646,30.369041,7.4223795,28.496405,134.35242,5.6032205,49264.1501,5.9424129,0.42975563,60.204041,12.869522,51.706768,1.4920691,247.6236225,43.984997,0.84974325,8.1692057,30.744675,5.2049017,5.4474239,134585.94,298.74426,4.3643799,45.546997
shupiyan,30.927366,11.141948,8.0002785,55.533779,181.28055,5.6730933,543117.3383,5.1017284,62.957489,99.340874,90.06427,2.3679304,26.02178192,29.095163,6.968513,32.282417,128.43135,6.6325226,26408.74393,6.4297605,0.50165206,56.489891,14.184722,52.50753,1.5031718,150.6113214,46.833344,0.86475861,7.5833478,29.365086,6.1528082,5.7657442,102530.82,176.6331,4.1734347,52.849197
anantnag,31.032244,9.8209019,19.574156,38.584579,155.78256,30.424946,306403.9385,4.7189975,52.730644,97.986946,91.18605,2.5053129,103.6934484,29.620022,6.9414206,31.199432,128.65445,33.239029,22812.47297,5.9799957,0.47216558,56.621819,13.13027,46.249592,1.3769583,597.0996383,51.737354,1.1283547,7.3674855,29.828983,31.831987,5.3494968,64774.328,700.79309,2.8794813,27.128113
kulgam,30.422258,10.313273,12.222545,51.062099,167.52489,25.683975,45346.90749,5.3388014,55.532539,100,67.74353,2.1209102,52.5192664,29.168386,6.3276076,35.550491,121.50697,20.757822,5361.415439,6.2527509,0.49645233,56.42577,14.934453,46.170624,1.3967324,255.7053246,53.829376,0.72417772,7.0067368,29.382038,23.220898,5.7957764,12174.657,308.22458,3.9856658,46.017914
doda,29.411722,9.9997301,7.6515446,67.359207,166.6161,8.0323229,-134903.8387,5.1184721,53.98925,100,84.994171,1.4666842,50.18411684,29.351007,5.5781641,45.0961,110.12967,6.3417816,-29232.34496,5.8242111,0.67004067,68.631523,15.299357,45.110489,0.78971016,213.112642,54.889511,0.67697406,6.4209104,29.362579,7.1870522,5.4713416,-49373.234,263.29675,4.421566,56.486435
ramban,31.523802,9.6566429,10.050853,66.510544,163.31563,3.8492467,21186.14291,5.3345389,59.894188,99.387642,81.345245,1.7461351,38.65447113,28.839188,4.4579043,54.520668,88.863411,4.6694732,-33735.85549,5.8809099,0.7246874,67.842278,17.825838,46.403141,0.87704444,134.6908562,52.984501,0.86909068,5.617177,29.437832,4.2593598,5.6077242,-21488.736,173.34532,5.1987386,74.452217
kishtwar,32.307045,10.014453,15.194063,47.483154,157.66371,5.4484167,-4496.801003,4.9492774,60.113991,82.827278,79.430672,1.3414619,29.79463901,29.334351,5.509366,48.018272,101.39297,7.1389093,-9873.377795,5.7327828,0.67924041,69.144974,19.045929,54.925293,0.99547899,119.1582277,27.901985,0.34598291,6.4105062,29.92897,6.293663,5.3410301,-8797.916,148.95287,4.5050869,56.270737
udhampur,32.901482,10.059517,8.7346134,56.907837,169.74429,14.342017,557990.438,5.1915174,65.90303,98.322716,81.617447,1.6951662,69.36402023,29.873613,6.9321494,28.161339,134.45807,15.493238,17973.60283,6.2536306,0.6617583,71.543594,17.589149,55.535339,1.048026,300.700276,42.787376,0.64714026,7.5183363,30.441151,14.917627,5.7225742,119193.15,370.0643,3.1273675,35.286224
reasi,31.545387,9.6426792,13.990952,57.235748,156.37674,8.6764679,1491.303955,5.2264123,65.219955,97.454308,92.671295,1.8151559,36.49651022,29.035061,6.3805876,33.400364,124.96257,7.9691067,7198.582903,5.9991651,0.67892981,68.020073,15.747486,54.038334,1.1764112,203.5101888,43.415974,0.63874471,6.876636,29.416792,8.3227873,5.6127887,6330.708,240.0067,3.2620916,31.414169
jammu,33.466682,11.846392,4.3654561,46.12418,183.84441,52.725327,1195125.663,4.7068934,66.753372,97.664276,89.643585,2.4555867,173.9677838,31.041904,9.3273401,13.911798,166.87199,47.798927,113321.8339,5.2252631,0.46178144,69.167152,11.210781,59.013695,1.35062,853.9147273,38.650581,1.1049666,9.753686,31.452295,50.262127,4.9660783,296415.72,1027.8826,2.5190516,16.972412
samba,31.600874,11.208659,3.3465433,68.696129,189.66389,5.8509502,947615.0382,5.0192618,59.445065,99.129135,96.003273,1.7101963,38.7024992,30.902145,8.5335836,14.939831,159.02672,4.6311302,79047.61072,5.4891615,0.59839439,73.39679,14.66953,56.42141,1.1762377,169.6095844,42.707726,0.53395855,9.0305882,31.031963,5.2410402,5.2542114,240419.58,208.31209,2.6750755,30.637177
chamba,33.528923,9.6697531,5.4240122,53.1987,172.65329,6.8058066,87576.67644,5.144794,73.558014,98.904564,92.167953,1.6080387,44.4187783,30.317225,7.7422595,20.26313,143.78848,7.351316,45004.26221,5.4675775,0.54049081,70.251472,12.126133,63.816376,1.1364671,285.8888619,35.088188,0.47157156,8.0014629,30.749125,7.0785613,5.3061857,50729.273,330.30765,1.9274936,28.864807
kangra,32.605892,10.19284,2.0001903,59.047478,168.85997,6.382288,649017.3821,4.6405001,59.102325,95.694145,96.511147,1.3577604,172.7316631,32.690659,10.080895,4.2828226,186.02765,3.3441405,83145.38061,5.1519694,0.4218612,76.78804,11.2214,75.477249,1.346665,832.4875408,20.216896,0.011095405,10.100131,32.676094,4.8632145,4.8962345,180381.89,1005.2192,0.1119442,-17.167679
lahul & spiti,37.037498,10.038997,2.4983504,61.612572,179.76064,0,-59500.36139,4.2510748,77.460258,100,80.147728,1.580551,2.894390004,33.338741,8.4473181,16.825392,157.18539,0,2260.252882,5.0809417,0.42198923,72.845253,9.4668369,82.104179,1.2739825,11.46070205,17.895821,0.3065685,8.7682457,34.084515,0,4.666008,-10192.423,14.355092,1.5916786,22.575241
kullu,33.993855,9.4620237,4.6116428,58.381264,176.42766,9.6906319,214428.2364,4.322063,65.487083,97.211906,91.738617,1.7912648,55.40509668,31.079155,8.0649548,15.801738,158.45911,7.2240977,38858.39909,5.2852969,0.48149064,76.105705,9.1434374,73.672287,1.259346,238.903356,23.539619,0.53191876,8.32796,31.627863,8.457365,4.8036799,71910.336,294.30844,1.397069,17.968552
mandi,33.643486,11.828588,0.81440657,56.532169,190.04558,14.978391,500548.4754,4.2819753,59.204292,97.781403,87.447334,1.4890888,109.5436813,31.502924,9.3141823,11.472282,169.72485,7.6767793,51665.23405,5.3458052,0.5291788,80.470299,10.833271,74.43589,1.250613,569.8919825,23.345512,0.2384758,9.719574,31.848042,11.327585,4.8138905,124037.54,679.43567,2.5144062,20.320724
hamirpur,32.845829,11.203255,1.0118294,60.704868,196.96368,7.9458532,689418.6557,4.7697649,63.290428,98.678329,90.884239,1.6366615,41.52864268,32.004147,10.579138,1.8533219,193.31136,6.4922132,81851.39459,4.850656,0.42277795,76.001289,9.8851967,80.127777,1.4514103,267.3746169,18.550552,0.18525124,10.663043,32.117302,7.2190332,4.8102102,163532.13,308.90326,0.6241169,3.6523285
una,34.850407,9.8878098,8.5371504,61.621536,172.22569,13.940646,639841.9651,4.469852,63.49963,93.028023,84.690117,1.6604253,60.41711682,31.017994,9.6019726,4.6459942,181.87199,6.5106764,82932.14275,5.3130364,0.50072157,70.752037,12.610843,69.425201,1.2864881,320.80101,23.602821,0.37393725,9.6472731,31.625372,10.225661,4.8914442,171193.64,381.21814,0.28583717,-9.6463013
bilaspur,34.798092,10.915233,5.2851233,56.870728,179.48145,7.511682,641813.4129,4.331809,66.179489,100,79.63176,1.744411,39.809724,32.319466,9.8295679,5.4798765,180.26418,5.0365434,75583.80111,5.2463894,0.51994598,79.061546,12.771203,73.067749,1.2832769,209.4935308,26.932251,0.46113408,10.002932,32.715263,6.2741127,4.7890992,166001.58,249.30325,1.0856647,-0.7827301
solan,31.834078,10.939259,1.2634044,62.75465,181.81184,25.828154,780208.8586,4.7884307,57.589054,98.363075,77.453629,1.8854417,91.01677856,31.282267,8.7881813,10.269688,169.63707,18.963663,96349.33418,5.6786828,0.49748203,76.428589,9.4343433,71.491226,1.3944852,355.1538717,26.871849,0.49095643,9.2269917,31.394835,22.395908,5.2335567,235853.56,446.17065,2.1510773,12.174774
sirmaur,33.146351,9.7018948,5.809175,58.922081,169.78854,9.6220665,749000.1764,5.582746,63.096542,91.518333,82.187675,1.7655119,71.08067559,30.662107,8.4048424,14.777191,158.1347,15.619794,74148.7398,5.7083907,0.5237968,69.348701,10.295394,64.153625,1.1647123,272.6345233,27.364708,0.60079956,8.6730738,31.175852,12.62093,5.6455684,213708.75,343.71521,1.2970524,11.653839
shimla,34.457283,11.139555,5.1471353,53.483505,187.03273,33.611279,743861.9609,4.7141366,63.416164,97.687759,92.754951,2.0971944,100.5206747,32.343433,9.6433096,13.01879,168.05298,22.968445,66101.77605,5.2374382,0.43058917,71.82766,7.988883,84.8713,1.3824166,442.1916634,12.81646,0.71477783,9.9204426,32.734959,28.289862,4.9757872,191635.89,542.71234,1.4962454,18.979752
kinnaur,34.126644,9.1887054,6.9993243,59.091263,164.46255,0,125033.7341,4.2057819,69.458893,98.33728,87.879074,1.7520911,12.06390698,31.865402,9.232583,10.336164,169.86794,0,51908.75928,4.874332,0.41345537,73.320694,8.6005907,90.516121,1.361824,38.762282,7.8211594,0.39026701,9.222168,32.402122,0,4.5400572,69265.422,50.826187,-0.043877602,-5.4053802
kapurthala,32.441349,9.4422417,7.968329,63.666344,165.49425,36.525272,1240848.887,5.4948335,57.198006,97.721687,97.499954,2.3377974,33.29924226,31.687752,9.1883631,12.089643,169.71107,35.72192,134982.3746,5.2365036,0.36916724,67.490173,6.9590659,71.251007,1.1230251,417.0207708,26.47068,1.2147723,9.2071362,31.743477,36.123596,5.3656683,216756.48,450.32001,0.25387859,-4.2168274
jalandhar,31.42757,9.1426668,5.2653494,69.848991,162.28339,58.889614,1254026.195,5.1821709,46.639626,91.9645,90.152649,2.1143575,95.82691193,31.397352,10.212259,9.1008806,174.36794,53.846275,153557.3328,5.3538651,0.38265008,65.515846,10.625113,72.224159,1.2452836,1324.627774,19.740341,0.86907387,10.140102,31.399391,56.367943,5.2680178,227797.31,1420.4547,-1.0695925,-12.084549
hoshiarpur,33.88105,10.472384,3.7506621,68.204102,173.36305,25.032499,1304851.178,5.1848636,60.125114,96.639725,96.821846,2.4558649,63.83553219,31.073101,9.7787209,8.5502748,176.70258,21.103849,116960.4991,5.0782905,0.38695082,71.330818,11.231189,57.917194,1.128556,885.3232749,38.72253,1.3273089,9.8253727,31.26195,23.068174,5.131577,196851.91,949.15881,0.6936636,-3.3395233
shahid bhagat singh nagar,32.619289,9.9613466,4.7760668,76.764954,171.05913,20.266859,1110993.889,4.9470625,56.502079,95.115089,95.205208,2.419225,22.65977599,31.318174,9.2894392,10.786599,168.38948,19.84243,120949.5156,5.4216743,0.43638006,64.813713,10.010289,58.823311,1.2240233,322.2227578,36.291779,1.1952016,9.3335857,31.403662,20.054646,5.1843681,185998.28,344.88254,0.67190742,2.6696472
fatehgarh sahib,32.599609,9.0147419,6.6401744,66.363449,158.79243,30.692905,1231728.632,5.8526602,56.29723,94.325378,87.199341,2.0564165,29.07260971,31.218636,9.4507837,9.7836666,170.87418,30.236492,138628.6681,5.6688218,0.43414941,69.985016,11.633088,57.460129,1.1051625,319.6330349,36.86525,0.95125401,9.4144297,31.333771,30.464699,5.7607412,229763.61,348.70566,-0.43604183,-12.081741
ludhiana,30.980423,9.3990383,8.376811,63.722973,164.98004,62.78643,1173850.546,5.0424919,52.387192,94.103584,84.849388,2.0916455,163.0859838,31.441254,9.6250544,13.588555,166.05922,61.141491,135245.165,5.1585445,0.4483963,72.722198,9.8117256,59.798473,1.1350442,1844.738338,34.305111,0.95660126,9.6066961,31.403822,61.963959,5.1005182,219606.13,2007.8243,-0.22601604,-1.0791779
moga,31.644081,8.380024,13.892928,64.190903,167.6512,20.332067,1035654.413,5.045836,59.881115,94.734879,95.893784,2.1211081,46.28516831,30.340452,7.995141,20.978876,148.75877,24.142803,113116.9703,5.6217303,0.43817598,68.867294,11.898003,53.409622,1.1461323,520.0779682,41.325256,0.97497571,8.0265951,30.446989,22.237434,5.3337831,188509.94,566.36316,0.38488293,18.892426
muktsar,32.946686,8.2556963,14.208274,58.613865,151.81612,32.598747,1062401.733,5.3763633,65.269417,90.086494,93.805382,2.0412796,40.38471013,30.80176,8.0863152,21.572842,146.405,36.079071,116780.0034,5.2663293,0.41637015,71.216461,11.381608,64.038147,1.1414995,502.3398603,26.048347,0.89978004,8.0989189,30.961367,34.338909,5.3213463,187144.72,542.72455,0.16938114,5.4111176
faridkot,32.96772,7.8385577,16.527016,59.53371,141.30841,49.12925,1066511.339,6.6775112,64.0952,89.683792,90.076775,2.0467844,23.9685597,30.846519,7.7777562,23.250288,148.09538,26.519096,115134.4431,5.6031189,0.47508889,74.0896,10.175291,39.079086,1.0758131,558.0564507,50.604706,0.97097135,7.7802601,30.933874,37.824173,6.1403151,154313.41,582.02502,0.060801506,-6.786972
bathinda,30.627443,7.2439284,18.966284,49.081036,135.06084,45.938377,962795.8941,5.6627316,53.951805,92.777931,87.624619,1.97673,76.98986837,30.929716,8.2967033,21.600397,146.87607,44.758583,123581.0636,5.3891654,0.36683038,70.823921,11.18807,63.292622,1.1514812,750.7309204,29.48531,0.82524884,8.1987801,30.9016,45.34848,5.5259485,201640.05,827.72076,-1.0527749,-11.815231
mansa,31.242453,8.0185242,20.645145,54.629951,139.05331,19.824381,850843.8156,5.4744091,63.558777,90.193161,86.943657,1.8575413,30.60158996,30.417906,6.9661188,28.304768,130.47888,23.635502,92018.78933,5.6047001,0.44228876,72.298119,13.121212,43.348335,1.0157453,417.0638928,46.844826,0.84179604,7.0380592,30.47427,21.729942,5.5395546,143890.67,447.6655,1.0524054,8.5744324
patiala,29.655861,9.5800753,5.2299161,65.781624,154.91138,45.856983,1195531.785,5.3010054,53.418159,96.845833,90.096458,2.2678862,110.3400302,30.812695,9.295434,14.008014,164.41789,47.500973,128035.2343,5.7889562,0.5115,71.932991,12.010386,53.884785,1.188463,1152.888163,42.961048,1.0794232,9.3202963,30.711647,46.678978,5.544981,221278.56,1263.2281,0.28464127,-9.5065155
amritsar,31.892399,9.5684423,8.0131407,61.951645,165.26115,49.766819,1332063.949,5.1332574,57.184292,90.543518,91.329391,2.2720981,115.7076405,30.652275,8.3781462,19.641315,151.91653,53.296703,120523.7893,5.4718652,0.47830898,70.207626,11.022643,58.015209,1.0961732,1311.545,32.528309,1.1759249,8.4746437,30.752811,51.531761,5.3025613,218743.58,1427.2527,1.1902962,13.34462
tarn taran,31.707645,8.2448368,16.52853,63.555019,141.85544,16.338821,770004.2704,5.2113638,56.554043,85.623207,84.901695,1.9527658,37.51128498,30.471272,7.5767374,23.374792,144.75378,17.586535,113633.7928,5.6196585,0.49347728,70.441872,9.5653553,56.970303,1.1077331,604.8813359,28.652905,0.84503269,7.6157498,30.543467,16.962677,5.4155111,151961.28,642.39264,0.6680994,-2.8983459
rupnagar,30.933252,10.447265,7.4022837,64.261894,164.99094,28.661839,1191279.242,5.7466435,51.214314,96.62484,89.008438,2.2293358,27.32129717,31.517389,9.5774031,9.6053448,171.86418,30.281185,134285.7352,5.5493531,0.4716118,70.879311,11.99547,66.981796,1.1435105,375.3494778,29.643044,1.0858253,9.6364231,31.477755,29.471512,5.6479983,206002.97,402.67078,0.8698616,-6.8732452
sahibzada ajit singh nagar,32.14204,10.476866,3.9117806,52.34008,167.44199,49.34137,1350302.925,5.2755861,57.877041,95.400894,92.117065,2.2699025,42.67895317,31.475121,9.6237154,12.551825,165.21451,55.769932,137341.9324,5.7229815,0.52376032,74.880287,12.818682,65.671227,1.1157869,514.6137189,29.729668,1.1541156,9.6890516,31.526196,52.555649,5.4992838,230233.7,557.29266,0.85315037,2.227478
sangrur,31.809813,9.0867472,9.6571159,64.790977,147.07439,34.136387,1098101.464,5.5392861,60.9991,91.601799,90.870605,2.0115318,77.72542098,30.056581,7.9394498,23.662752,145.08748,34.262051,107511.4977,5.7302675,0.48369917,69.262558,12.853251,46.728882,1.0785474,915.5593133,44.872917,0.93298447,8.0292273,30.193773,34.199219,5.6347771,185026.05,993.28473,1.1472974,1.986908
barnala,32.266712,9.0642977,9.7701817,59.649338,164.70039,38.420254,1275987.114,5.5770268,57.729912,93.238571,93.147972,2.1447582,30.58706684,30.653046,7.8342123,20.443188,147.66457,33.552273,114434.6451,5.6307845,0.41114473,72.307938,11.716812,58.210709,1.1260669,311.9347324,35.027863,1.0186913,7.9440584,30.797146,35.986263,5.6039057,218160.84,342.52179,1.2300854,17.035828
chandigarh,30.519115,10.279598,5.2199483,60.772675,172.48473,100,1480479.717,5.0526457,52.508892,92.53022,95.612679,2.3707037,49.27297741,30.806782,9.841013,13.672153,166.35918,96.287193,150656.9222,5.2531376,0.43787205,67.57196,11.002216,74.156372,1.1828609,573.3047478,18.373848,1.1878428,9.8757238,30.784016,98.1436,5.1528916,255903.75,622.5777,0.43858528,6.1255493
uttarkashi,30.218985,10.791601,2.021343,69.153702,191.69756,10.891385,154745.9684,4.9388075,56.569672,89.310547,84.280113,2.0209358,12.19238813,29.676632,7.430757,27.803776,137.73695,7.5559735,8556.629945,5.1381259,0.43849647,74.104614,14.684558,49.177464,0.77142757,185.8561536,40.133083,1.2495081,7.6376595,29.71002,9.2236795,5.0384665,17556.43,198.04854,3.3608441,53.960602
chamoli,32.202175,11.55613,1.0149169,67.274445,198.98509,12.455879,271753.548,4.542634,59.141361,91.789948,93.567924,2.1622589,11.96708796,29.866228,8.9821491,13.026927,177.26578,16.402407,18592.56088,4.8782625,0.52700287,70.806931,16.439524,67.165321,0.92441189,195.6255593,24.624626,1.237847,9.1305313,30.000889,14.429143,4.7104483,33186.527,207.59265,2.5739813,21.719315
rudraprayag,33.660069,11.475443,2.3152146,61.354523,182.23764,14.094269,263165.4652,4.8091388,59.286751,91.871986,91.696312,2.0797977,6.785849996,29.408813,8.8189173,14.524812,172.88374,6.1383371,19915.98249,5.1556487,0.44275153,69.731369,14.654522,60.942852,0.91912925,131.4963006,30.929134,1.1606685,8.9492798,29.617434,10.116302,4.9823937,31852.842,138.28215,2.6565256,9.3538971
tehri garhwal,33.286549,10.106646,1.7413402,58.696873,169.79135,16.078629,268385.9711,4.3823953,61.921722,88.405853,84.280197,1.9241391,15.40382583,29.453413,8.3697138,21.560118,150.69827,18.732397,37223.72278,5.1423454,0.5407927,71.809425,16.771904,72.204071,0.98447645,356.7694916,16.201782,0.93966269,8.4416037,29.612062,17.405514,4.7623701,46791.262,372.17331,1.7369318,19.093079
dehradun,30.861259,11.140262,3.0463862,48.637928,188.37315,43.359749,1133601.806,5.329423,55.518211,98.668228,87.170746,2.2862585,57.70893371,29.97724,9.706708,15.572092,166.76801,64.575035,118163.5248,5.4315524,0.44060147,66.221115,11.485588,60.843456,1.084075,1188.594446,37.824772,1.2021835,9.7730875,30.018173,53.967392,5.3804874,165182.47,1246.3033,1.4335537,21.605148
garhwal,32.4627,10.779364,1.132517,64.373276,187.86334,23.158274,407590.0048,4.8684187,56.521923,88.417732,86.810898,1.9355977,15.1140331,30.253283,9.2508316,11.186047,168.91385,16.850424,36465.67296,4.8615341,0.40887028,68.51194,12.224111,60.985573,1.0297749,401.0591742,27.432159,0.90582275,9.3063431,30.333521,20.004349,4.8649764,49943.68,416.17322,1.528532,18.949493
pithoragarh,32.341175,11.222039,1.3587886,66.233315,182.54562,12.091501,339290.8114,5.138597,56.653046,91.066055,88.148117,2.0692296,20.78483904,31.090273,7.8804927,16.825668,149.03732,19.643883,14139.33419,4.8673115,0.4541454,74.821526,15.729052,56.979477,0.93770826,249.6490996,34.086578,1.1315213,8.1373148,31.186415,15.867692,5.0029545,39129.617,270.43393,3.3415465,33.508301
bageshwar,32.021919,11.800457,1.6138172,62.651546,188.71294,10.89075,122584.4028,5.008595,57.69326,85.756104,85.019669,1.9715056,8.100608028,30.128744,8.0578461,15.988457,151.79681,3.9474263,7885.066703,5.204113,0.48142424,72.445961,18.716726,63.328232,0.84201199,157.9509578,22.427872,1.1294937,8.2404242,30.2211,7.4190884,5.1063538,13480.523,166.05156,3.7426109,36.916122
almora,32.180264,11.222262,1.0894033,53.669052,194.54221,12.476347,171042.5003,4.5731034,54.964066,88.981476,93.261299,2.0462372,13.61745496,29.592659,8.0302248,16.609583,174.39406,7.7276921,-9298.942453,5.0967021,0.56499451,69.244804,19.59627,68.093758,0.88117981,313.6250253,20.887718,1.1650574,8.1630545,29.700336,10.102019,4.8349028,-1794.4417,327.24249,3.1920376,20.148148
champawat,32.287258,11.12956,1.9064283,54.303772,190.6613,20.632311,323049.6484,5.3205938,54.456444,91.435677,96.655205,2.2027104,8.721282005,30.019215,7.6996293,21.183916,141.06929,15.630963,8441.955947,5.3061705,0.51471972,69.654793,17.817549,49.302135,0.87658536,136.02387,42.133541,1.326125,7.906292,30.15587,18.131638,5.3133821,27397.91,144.74515,3.4299312,49.59201
nainital,31.776217,10.683312,4.1967335,60.688488,178.61313,41.00312,837829.1274,5.6011906,57.100517,88.533302,89.690636,2.0048826,38.91467206,29.65192,9.2839851,12.717068,174.9949,42.786198,74230.84817,5.6590991,0.53748101,66.420311,15.522959,57.778114,0.99370909,507.6158907,30.755188,1.0111735,9.3836212,29.803177,41.894661,5.6301451,128601.41,546.53058,1.3993273,3.6182251
udham singh nagar,30.264532,9.4907379,11.575727,51.964897,151.97058,35.8619,448302.4336,4.7677202,63.512074,89.733658,91.990685,2.1456385,77.61130926,28.680202,6.8205967,30.515829,128.31812,39.398342,44986.81114,6.1490307,0.65861571,68.467781,15.656217,45.133202,0.94678307,974.8084579,44.600456,1.1988554,7.017508,28.797039,37.630119,5.4583755,74729.555,1052.4198,2.6701412,23.652466
hardwar,30.623871,8.4784317,10.68162,61.948128,154.37497,35.594807,769242.3352,6.1718645,59.546543,79.299377,81.541107,1.8046453,75.95998007,28.433014,6.4766555,30.37137,127.33302,44.387783,53749.29087,6.4204116,0.74377733,64.782593,15.810553,39.795856,0.87553698,1134.560028,39.503521,0.92910832,6.6022668,28.57049,39.991295,6.2961378,98646.391,1210.52,2.0017762,27.041946
panchkula,31.920658,10.573446,1.396046,78.108177,191.27803,43.602051,1316635.686,5.3273726,61.36824,92.51078,96.496651,2.2984293,21.66597486,31.189428,10.185811,12.311528,168.22516,61.754642,146333.1771,4.991961,0.37915847,75.800095,11.91086,63.688885,1.231017,328.3354698,28.821896,1.0674123,10.209806,31.234694,52.678345,5.159667,218777.86,350.00143,0.38763523,23.052872
