district,m_pct_any_dv_4,f_pct_any_beat_4,gap_any_dv_4,avg_any_dv_4,m_mean_dv_count_4,f_mean_beat_count_4,gap_dv_count_4,m_pct_beat_goout_4,m_pct_beat_neglect_4,m_pct_beat_argue_4,m_pct_beat_refusesex_4,m_pct_beat_burnfood_4,m_pct_dv_unfaithful_4,m_pct_dv_disrespect_4,m_pct_father_beat_mother_4,m_pct_force_sex_right_4,m_pct_any_dv_4,m_mean_dv_count_4,f_pct_beat_goout_4,f_pct_beat_neglect_4,f_pct_beat_argue_4,f_pct_beat_refusesex_4,f_pct_beat_burnfood_4,f_pct_any_beat_4,f_mean_beat_count_4,f_n_dv_4,gap_father_beat_mother_4,female_pct_breastfeeding_4
lalitpur,59.299637,26.728556,32.571083,43.014095,1.7878172,0.76069552,1.0271218,20.869564,20.434782,23.913044,13.913043,17.391304,26.086956,24.347826,11.059908,29.130436,60.434784,1.8652174,22.137405,20.610687,19.083969,4.580153,16.793894,31.29771,0.83206105,60.29011893,-6.8187819,16.496504
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936
mahoba,57.902943,29.756483,28.14646,43.829712,1.1403443,0.68562698,0.45471728,11.111112,7.1111112,12.888889,6.6964283,7.5892859,9.7777777,20.535715,33.333336,6.25,57.522125,1.1460177,26.119402,19.402985,19.402985,3.7313433,12.686567,31.343285,0.81343281,41.23008513,5.4547253,17.540257
banda,59.381779,46.997406,12.384373,53.18959,1.3715467,1.1271833,0.24436343,12.698414,10,16.931217,12.234042,11.640212,13.68421,23.316061,28.72928,12.765958,58.585857,1.3484849,20.547945,24.657534,31.506847,12.413793,30.136988,50,1.1917808,83.02139735,16.939262,15.734651
chitrakoot,71.924522,24.840488,47.084034,48.382507,1.9060128,0.71087414,1.1951387,27.906979,26.589596,25.433525,12.209302,12.209302,12.716763,20.231215,16.568047,32.369942,71.098267,1.8554913,17.837837,15.675676,20,14.054054,18.918919,25.945946,0.86486489,60.56345969,5.4712515,22.217712
fatehpur,65.426476,43.288651,22.137825,54.357563,2.1329427,0.72169256,1.4112501,29.239765,24.418604,32.55814,16.374269,22.222223,21.052631,41.520466,21.511627,15.476191,66.091957,2.2068965,12.230216,15.107913,21.73913,1.4492754,13.669065,37.410072,0.64028776,129.2972012,5.0026398,14.945227
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093
kaushambi,25.534592,42.920582,-17.38599,34.227585,0.79038292,1.5190613,-0.72867841,7.9136691,8.6330938,10.948905,8.7591238,5.7971015,8.7591238,7.9136691,5.0359712,7.9136691,23.571428,0.70714283,38,40.39735,39.7351,20.5298,35.761589,47.682117,1.7417219,83.3209641,-11.710884,16.955154
allahabad,27.055374,61.94915,-34.893776,44.502262,0.45462507,1.9990323,-1.5444071,7.3170729,6.5040646,6.5040646,1.6393442,2.4390242,2.4390242,3.2786884,15.315315,4.8780484,28.455284,0.48780489,35.227272,44.31818,45.454548,14.942529,31.25,55.932205,1.700565,332.6843808,-7.6020184,16.703104
bara banki,69.340096,33.313858,36.026237,51.326977,2.1241548,0.69899571,1.4251591,26.704546,26.553673,31.073444,11.864407,19.662922,26.404493,39.325844,19.512194,19.318182,69.78022,2.1318681,18.633539,19.875776,20,7.6433125,16.875,35.403725,0.82608694,175.498728,8.119276,17.880548
faizabad,30.819372,60.688393,-29.86902,45.753883,0.62516212,1.6454989,-1.0203367,8.1481476,3.7037036,4.4444447,2.238806,2.9850745,15.671642,6.7164183,18.248175,0.76923078,31.386862,0.62043798,40.540539,42.162163,45.945946,14.754099,28.108109,62.702705,1.7135135,132.6550754,-1.2189198,17.887474
ambedkar nagar,59.850155,56.695427,3.1547279,58.272789,1.3998073,1.8929911,-0.49318373,13.178295,15.625,23.4375,3.90625,6.9767447,22.65625,40.625,15.447155,0.80000001,60.465115,1.4108527,34.375,39.0625,48.4375,20.318726,31.640625,53.90625,1.734375,168.5238987,1.7349815,15.94908
179,,47.708885,,,,1.43914,,,,,,,,,,,,,28.125,31.875,32.5,13.124999,25,43.75,1.30625,170.3346578,,
bahraich,85.495193,76.209381,9.2858124,80.852287,3.1851265,2.2797427,0.90538383,36.71875,44.186047,58.914726,13.178295,34.108528,40.310078,65.891472,21.84874,4.6511626,86.046509,3.1782947,53.703701,56.441719,60.975613,27.329191,39.8773,77.439026,2.3658535,163.2537909,-7.9733009,30.441729
shrawasti,86.869713,75.754791,11.114922,81.312256,3.2354209,2.2620797,0.97334123,42.763157,34.210526,48.026314,15.131579,27.631578,43.421055,52.63158,42.207794,25.974026,87.012985,3.2857144,44.943821,52.808987,62.359547,20,38.418079,75.280899,2.1797752,54.99551293,12.502974,33.612869
balrampur,82.709793,72.533188,10.176605,77.62149,2.7755847,2.4583361,0.31724858,27.857143,27.659575,46.099289,16.312057,24.113474,34.751774,61.870502,28.467155,7.0921988,81.560287,2.7234042,40.36697,55.504585,52.054794,27.064219,43.57798,68.03653,2.1780822,125.1095216,15.153598,23.763027
gonda,86.971809,55.197567,31.774242,71.084686,3.4871845,1.8433077,1.6438768,54.666668,50.65789,52.317883,21.333334,33.552631,41.333332,50.331127,48.29932,11.842106,89.473686,3.6052632,41.520466,48.837208,47.674416,20.348837,35.465115,59.88372,1.9360465,166.4705297,20.549543,23.771793
siddharthnagar,77.54023,74.469482,3.0707474,76.004852,2.651257,2.4564123,0.19484472,27.559053,33.858265,43.307087,11.811024,24.409449,25.984251,55.118107,40.157478,7.8740158,77.952751,2.7007873,55.050503,58.585857,57.575756,25.888325,43.939392,73.737373,2.409091,132.3072124,9.5787086,25.524235
basti,85.117363,57.760811,27.356552,71.439087,3.000345,1.8157622,1.1845828,34.693878,35.374149,40.816326,13.605443,28.767124,39.726028,51.020409,46.206898,7.5342469,85.714287,2.9659865,41.111111,43.333332,40,15.642458,31.111113,56.666668,1.7111111,134.9521788,37.516483,20.88073
sant kabir nagar,74.601547,55.027359,19.574188,64.814453,2.7089839,1.6428554,1.0661285,38.655464,30.833334,44.166668,10,26.666668,42.5,45,22.608696,14.166667,74.166664,2.7333333,31.14035,40.789474,45.614033,19.736843,29.82456,53.50877,1.6710526,103.7162159,-1.5750332,20.320778
mahrajganj,59.885406,63.099861,-3.2144547,61.492634,1.3854144,2.2523761,-0.86696172,12.605042,13.445379,12.605042,3.3613448,7.5630255,26.890759,36.134453,20.512821,1.7699115,57.5,1.3333334,48.598133,49.532711,52.803738,25.700935,35.981308,64.485977,2.1261683,171.2765347,-14.81064,19.858017
gorakhpur,38.203594,58.69223,-20.488636,48.447914,0.97429818,1.6649739,-0.69067568,11.111112,8.1481476,13.333334,5.970149,2.9629629,8.1481476,21.481482,10.077519,9.6296291,37.777779,0.90370369,37.440758,47.619049,46.889954,21.393036,39.336494,64.454979,1.9099526,251.7578705,-28.80011,18.812754
kushinagar,63.069099,61.908077,1.1610222,62.488586,1.8130584,1.8577338,-0.044675469,21.73913,20.289854,24.637682,6.521739,13.768116,26.811594,36.231884,28.244274,2.173913,60.144924,1.7898551,44.748859,46.118721,50.22831,20.547945,35.159817,63.926941,1.9680365,213.5803787,-7.3473091,22.268951
deoria,68.841949,61.743839,7.0981102,65.292892,2.025337,2.0146272,0.010709763,25.477707,18.471338,31.847134,6.4102569,13.375796,32.484074,47.133759,33.116882,5.1282053,70.700638,2.1273885,41.666664,48.4375,45.833336,17.801048,40.104164,59.895832,1.9375,162.7723329,8.4551563,18.734316
azamgarh,55.108418,54.503834,0.60458374,54.806126,1.3501093,1.4432895,-0.09318018,15.277778,12.587413,28.472221,3.4722223,2.0833335,27.777779,34.482758,10.56338,4.1379309,56.849312,1.369863,36.238533,37.899544,45.412846,16.055046,22.831049,60.730595,1.5799087,284.6326094,-23.817108,17.138941
mau,68.617172,59.861202,8.75597,64.239189,2.5356021,1.7871205,0.74848163,28.191488,26.063829,40.957447,6.9518714,26.595745,41.711227,57.978725,18.60465,1.0752689,67.021271,2.4627659,38.864628,44.104801,49.781658,15.350877,27.947599,57.205242,1.7598253,139.6518095,4.7582645,16.955385
ballia,64.494324,49.932514,14.56181,57.213417,1.7941734,1.3994905,0.39468288,24.305555,17.361111,25.694445,5.5944057,6.9930067,36.805553,34.027779,29.927006,2.0979021,65.277779,1.8125,29.951691,36.231884,44.444447,13.526569,25.603863,50.724636,1.4975846,185.8931715,18.220032,18.924444
jaunpur,62.457478,33.790668,28.666809,48.124073,1.4361414,0.99921709,0.43692428,12.716763,8.0924854,18.497108,3.4682081,10.982658,15.517241,29.885057,42.285713,4.5977011,63.636364,1.4431819,24.752476,25.742575,29.20792,15.346535,18.811882,37.623764,1.1386138,242.5365533,22.45417,17.330296
ghazipur,62.592907,46.002338,16.590569,54.297623,1.5812078,1.4379097,0.14329803,24.257425,11.33005,17.73399,4.4554458,9.3596058,42.857143,29.064039,30.5,3,64.532021,1.7192118,23.557693,29.326921,31.100479,16.99029,30.143541,43.540668,1.3062201,199.0579666,17.98716,19.173733
chandauli,54.066624,53.147614,0.91901016,53.607117,1.3270251,1.6027466,-0.27572155,7.8571429,7.8571429,21.428572,5,13.571429,30.000002,44.285713,12.403101,0,58.156025,1.4042553,41.743122,41.743122,42.201836,14.678899,33.486237,57.798164,1.7385321,124.845751,-12.184102,20.051073
varanasi,53.582382,37.400005,16.182377,45.491196,1.1029882,0.96577072,0.13721752,5.2356019,5.7591624,16.753927,3.6649215,4.1884818,16.230368,37.172775,19.354837,3.1578946,50.515461,1.0927835,23.218996,24.802111,30.079157,11.111112,17.724867,41.424801,1.0686016,205.0707849,-2.0782356,15.528339
sant ravidas nagar (bhadohi),51.695953,46.025284,5.6706696,48.860619,0.77802306,1.1167777,-0.33875459,9.3220339,3.3898306,8.474577,1.6949153,1.6949153,11.965812,5.9322033,31.896553,0,49.152542,0.73728812,21.333334,24.444445,32.444443,10.714286,14.666666,41.333332,1.0355556,95.92315367,13.112219,19.736416
mirzapur,45.968109,58.549576,-12.581467,52.258842,1.1218832,1.6321428,-0.51025963,10.273973,7.5342469,19.178082,3.4482758,8.2191782,16.438356,28.767124,20.547945,2.7972028,47.619049,1.1632653,44.148937,42.021278,56.914894,11.702127,28.191488,66.489365,1.8297873,130.8339157,-5.1615162,21.900684
sonbhadra,67.182884,57.121044,10.06184,62.151962,1.4753834,1.9746354,-0.49925196,6.5476193,5.9523811,23.809525,3.5714288,10.119048,28.57143,43.452381,33.333336,1.7857144,68.452385,1.5416666,43.930634,47.398846,41.618496,16.763006,34.682079,53.757225,1.8439306,106.5800141,11.123463,21.996933
etah,61.665871,45.830338,15.835533,53.748104,1.3417243,1.2134,0.12832427,14.942529,10.91954,14.367816,5.1428571,8,18.285713,28.977272,20.731707,21.511627,63.276833,1.3954803,30.319149,33.689838,30.481285,7.0270271,16.489361,45.212765,1.1755319,100.8756509,-5.2032032,18.39896
kanshiram nagar,38.784607,58.462185,-19.677578,48.623398,1.1249505,1.8526348,-0.72768426,7.5949364,16.149067,14.375,6.9182386,6.9182386,16.875,18.518518,21.192053,11.320755,39.8773,1.1656442,37.016575,40,46.961327,25.555557,31.491713,58.563538,1.8066298,74.47002807,5.2035322,21.067429
pashchim champaran,45.601063,53.697144,-8.0960808,49.649101,1.1419113,1.8137301,-0.67181885,11,14.423077,12.5,5.825243,9.4339628,18.867926,15.094339,17.647058,7.6190481,43.119267,1.0733945,33.333336,34.523808,35.928146,21.084337,29.761904,47.928993,1.5325444,246.0098091,11.470987,26.174036
purba champaran,38.050762,62.889725,-24.838963,50.470245,0.84482557,1.9077809,-1.0629554,8.139535,5.8139539,18.60465,3.4883723,5.8139539,9.3023252,20.930233,9.2105265,1.1764706,35.632183,0.80459768,36.416183,48.27586,47.126434,22.807016,36.416183,64.367821,1.9022988,306.9278488,-19.436211,29.337246
sheohar,42.695133,61.091496,-18.396362,51.893314,1.1731299,1.8580335,-0.68490362,7.6923079,9.6153851,14.423077,9.8039217,8.6538467,13.461539,14.423077,26.262627,5.9405942,40.384613,1.0865384,40.414509,48.704662,51.282055,21.875,40.512821,64.615387,2.0153847,48.25342387,7.7728519,32.501965
sitamarhi,31.868797,64.542252,-32.673454,48.205524,1.0639461,2.0807493,-1.0168031,15.929204,10.526316,13.157895,3.5714288,7.0796461,16.666668,11.403508,22.018349,10,32.758621,1.0689656,38.235294,48.53801,58.47953,31.578945,40.11628,66.279068,2.1569767,242.2039325,-3.6736126,29.223961
madhubani,52.780945,35.58857,17.192375,44.184757,1.7431737,1.0432069,0.69996679,20.731707,19.512194,18.292683,15.853659,21.95122,26.829269,28.04878,17.948719,8.5365858,53.012051,1.7469879,30.107529,36.021507,37.634407,22.950819,29.411766,43.850266,1.5508021,287.0432948,-2.5610123,27.013897
supaul,48.326736,43.825306,4.5014305,46.076019,1.6601239,1.2002212,0.45990276,19.642857,22.321428,24.107143,10.909091,16.216215,24.107143,21.621622,26.470589,4.4642859,48.214287,1.6696428,22.826088,28.415302,31.693989,12.021858,28.961748,45.108696,1.2336956,142.2570341,6.2582722,31.654989
araria,69.401909,48.398609,21.0033,58.900261,2.8349359,1.3953481,1.4395878,37.096775,38.709675,41.935482,26.829269,31.451612,37.398373,40.322582,25.409836,13.008129,70.967743,2.9112904,25.294119,30.769232,36.904762,16.26506,26.470589,48.823528,1.3470588,172.8870718,-8.7811146,28.547583
kishanganj,69.565887,43.980316,25.585571,56.773102,1.5996158,1.4227631,0.1768527,10.810811,20.72072,27.027025,13.636364,5.4054055,30.000002,37.272728,7.6190481,11.926605,69.36937,1.6306306,28.431374,28.078819,35.467979,18.316832,25.980392,44.607841,1.3578432,120.9340833,-17.315516,26.930145
purnia,45.865284,46.146141,-0.28085709,46.005714,1.4023017,1.3561569,0.046144724,13.953489,16.923077,22.307692,10.077519,12.307693,15.503876,24.031008,17.829456,3.125,44.360905,1.3233082,28.901735,31.213873,29.479769,14.035088,25.433525,42.774567,1.2890173,197.0971565,9.3523235,27.519247
katihar,69.377495,51.033127,18.344368,60.205311,2.2469459,1.7612354,0.4857105,24.299067,28.971962,39.252338,2.8301888,33.018867,19.811321,51.401871,27.000002,0.95238101,68.224297,2.2523365,30.674849,34.355827,29.447853,21.472393,30.487806,45.731709,1.4573171,178.2963327,5.5630131,27.346554
madhepura,47.738651,62.443192,-14.70454,55.090919,1.5566136,1.9333438,-0.3767302,12.698414,16.799999,20.800001,4.0650406,18.897638,13.709678,22.834644,36.885246,5.6451612,47.244095,1.496063,30.601093,48.633881,38.586956,24.022346,34.239132,58.152176,1.75,126.6860359,-1.1057358,31.051338
saharsa,55.588268,48.530045,7.0582237,52.059158,1.3694996,1.6889089,-0.31940937,15.454546,12.727272,21.100918,12.037037,6.363636,24.770643,26.363636,14.953271,7.272727,56.363636,1.4,34.196892,37.305702,36.979164,25.906736,39.378239,48.186527,1.7357513,120.0648221,-0.70168781,27.065853
darbhanga,43.908085,50.933052,-7.0249672,47.42057,0.97631186,1.2512895,-0.27497762,13.131313,9,15.151516,12.121212,4.0404038,12.121212,15.000001,5.5555558,16.32653,47,1.01,22.950819,29.569891,30.481285,14.207651,28.877005,51.336895,1.2513369,300.0172733,-10.580709,25.406843
muzaffarpur,25.693724,37.234444,-11.54072,31.464085,0.61045057,0.92785251,-0.31740195,3.1914895,6.3829789,10.638298,6.3829789,4.2553191,10.752688,17.021276,3.6144576,6.4516125,28.723404,0.68085104,18.235294,27.64706,19.298244,10.843374,23.391813,38.596489,0.98830408,281.9752488,-16.238443,22.111858
gopalganj,34.670715,52.070881,-17.400166,43.370796,0.51336271,1.2394227,-0.72605997,4.166667,2.0833335,3.125,1.0416667,3.125,2.0833335,20.833332,4.2105265,8.333334,33.333336,0.48958334,23.243242,32.795696,30.645163,16.93989,30.319149,53.439152,1.3174603,158.9959888,-5.8980451,20.675812
siwan,25.622541,39.734016,-14.111475,32.67828,0.66794509,1.0940671,-0.42612201,7.5268822,6.3157892,7.3684206,5.2631578,3.1578946,7.3684206,10.526316,15.217391,2.1052632,24.210526,0.64210528,23.287672,23.744293,29.680365,17.889908,21.004566,39.269405,1.1552511,205.922723,7.247261,19.364721
saran,51.395458,50.590889,0.80456924,50.993172,1.8208051,1.4637427,0.35706234,19.852942,24.264706,26.470589,13.333334,21.323528,20.588236,31.617647,23.255816,6.666667,51.824821,1.8467153,33.846153,33.505154,36.269428,21.164021,28.865978,51.020409,1.5153061,229.900458,7.8485584,24.755531
vaishali,33.722397,42.123001,-8.4006042,37.922699,0.70024705,0.96168119,-0.26143414,4.3103447,5.1282053,11.965812,12.068965,6.0344825,8.0357141,10.434782,11.711712,2.5862069,33.613445,0.69747901,21.538462,21.538462,27.179489,8.762886,12.820514,36.923077,0.91794872,197.3918961,-6.0283794,24.457315
samastipur,56.449032,55.915661,0.53337097,56.182346,1.6277475,1.7153093,-0.087561727,14.159292,21.052631,21.929825,14.035088,11.206897,21.367521,32.478634,11.009174,18.421053,55.084747,1.6101695,28.804346,38.918919,38.918919,21.621622,34.054054,51.891891,1.6216216,266.3235788,1.8357887,25.975761
begusarai,40.151966,50.388462,-10.236496,45.270214,1.3381246,1.552301,-0.21417642,11.656442,14.723927,15.95092,11.042945,12.883435,11.656442,14.723927,16.666668,14.814815,37.195122,1.2317073,36.815922,38.613861,35.148518,16.336634,36.453201,49.753696,1.6256157,229.3033576,1.3109283,23.529036
khagaria,52.899551,49.89933,3.0002213,51.399441,1.3116478,1.5431135,-0.2314657,7.2580643,12.096774,19.512194,5.7377048,8.9430895,22.950819,31.967215,10.909091,9.0163927,51.200001,1.248,31.382978,39.572189,34.759357,12.972973,35.828876,46.80851,1.5372341,104.3395974,-12.692767,29.185223
bhagalpur,37.779736,40.989441,-3.2097054,39.38459,0.89592755,1.3705415,-0.4746139,7.865169,6.7415729,13.483146,4.4943819,5.6179776,12.35955,19.662922,22.285715,15.254237,44.692738,1.0670391,29.842932,30.366493,35.078533,26.701569,26.701569,41.361256,1.4869109,190.6525335,-8.3416615,24.708395
banka,39.337315,34.29924,5.0380745,36.818275,1.0667473,1.3791587,-0.31241143,8.1632652,8.8435373,14.285715,6.8493152,8.1632652,13.605443,17.006802,19.178082,6.1224489,37.414967,1.0204082,26.499998,28,31.5,24.5,29,37,1.395,138.1788622,-0.56500244,25.983746
munger,41.443142,37.349041,4.094101,39.396091,1.0031947,1.1093794,-0.10618472,7.7419357,8.333334,10.256411,2.5806451,5.7692308,9.6153851,14.102565,20.261438,13.815789,39.490448,0.91082805,23.312883,27.607361,28.22086,8.5889568,20.245399,41.104298,1.0797546,74.96955153,7.1621428,22.684229
lakhisarai,50.862236,49.01582,1.8464165,49.939026,1.2907559,1.4174441,-0.12668824,4.7945204,7.5342469,14.383562,7.5342469,8.2191782,15.068494,14.383562,27.210886,13.888889,45.578232,1.1224489,32.55814,35.83815,30.635838,15.028901,24.277456,47.976879,1.3815029,45.33855692,3.1428719,22.746277
sheikhpura,18.353357,39.095585,-20.742228,28.724472,0.53608614,0.94725907,-0.41117293,6.818182,6.818182,7.575758,6.060606,5.3030305,6.818182,9.848485,11.111112,4.5454545,21.969696,0.64393938,19.553072,28.491619,31.666666,10,17.777779,43.888889,1.0722222,36.0486083,-9.8086309,21.632566
nalanda,32.893871,48.19101,-15.297138,40.542442,0.870013,1.3700335,-0.5000205,8.2191782,6.1643834,10.273973,8.2191782,4.1095891,7.5342469,12.328767,20.454546,4.7945204,32.876713,0.80136985,28.089888,35.393257,32.768364,16.292135,33.707867,50.561798,1.4606742,151.0028872,-14.511787,20.494579
patna,63.897156,42.398308,21.498848,53.147732,1.8980111,1.1952488,0.70276225,22.535212,21.830986,27.659575,10.218978,17.021276,26.241135,34.965034,22.400002,25.874126,65.734268,2.0419581,21.95122,30.623304,27.989132,11.413044,28.184282,42.276424,1.200542,356.5179826,-2.151823,18.468966
bhojpur,37.495758,31.56189,5.9338684,34.528824,0.99653918,0.84180599,0.15473318,12.154696,7.734807,19.889502,11.666667,5.5248618,17.777779,24.309393,12.068965,1.1111112,39.779003,1.1160221,20.264317,20.704845,25.663715,13.333334,17.621145,35.682819,0.97356826,172.1014979,-10.765746,20.886221
buxar,43.977581,39.917366,4.060215,41.947472,0.92995518,0.9574843,-0.02752912,12.738853,8.8607597,10.126582,2.5477707,5.0955415,13.375796,15.822784,17.197453,5.0632911,43.670887,0.90506327,24.170616,28.909952,31.279621,9.5238094,16.113745,42.65403,1.099526,110.0084267,1.965498,21.623224
kaimur (bhabua),40.714352,54.447002,-13.732651,47.580677,0.86815375,1.6094971,-0.74134332,8.2191782,8.2191782,7.5862074,7.5862074,6.8493152,12.413793,11.643836,24.06015,3.4482758,42.465752,0.87671232,37.696335,48.691101,46.073299,15.789473,39.790577,62.827225,1.8795811,95.74840146,-5.4701328,23.409977
rohtas,41.804337,35.522861,6.2814751,38.663597,1.1032655,1.0880332,0.015232325,14.18919,10.135135,16.216215,6.7567563,6.8027215,24.827585,22.297297,11.363637,4.0540538,43.243244,1.1486486,21.097046,26.694914,19.915255,13.247864,25.423729,37.130802,1.0590718,194.2807497,-8.0707998,19.759102
aurangabad,34.962894,57.904083,-22.941189,46.433487,0.82218707,1.6802323,-0.85804522,7.4534163,6.8322978,9.9378881,4.347826,3.7267082,15.52795,13.124999,15.646258,4.347826,34.161491,0.79503107,32.307693,49.743591,39.487179,17.525772,35.384617,61.025642,1.7435898,131.5534148,-13.006554,19.104164
gaya,38.432453,48.863346,-10.430893,43.6479,1.0799775,1.5978572,-0.51787972,10.204082,8.1632652,16.32653,5.4421768,10.884354,14.285715,19.727892,18.320612,7.4829926,38.095238,1.0884354,35.887096,42.338711,37.903225,18.442623,34.677418,53.225811,1.6895162,310.8935766,5.834857,22.770475
nawada,40.871983,42.071552,-1.1995697,41.471767,0.98330277,1.0193647,-0.036061943,9.090909,7.4380169,16.528925,7.4380169,5.7851238,19.008265,11.570248,23.966942,12.5,40.495865,1.1322314,23.589745,25,29.23077,6.666667,22.959183,43.367348,1.0714285,123.7021869,0.91207504,18.170126
jamui,41.234543,54.108315,-12.873772,47.671429,1.1675304,1.6050947,-0.43756425,5.042017,7.5630255,18.487396,7.5630255,6.7226896,17.647058,22.689075,21.008404,11.764706,42.016808,1.1848739,31.47208,35.025383,38.578682,18.87755,32.653061,54.822338,1.5634518,103.3695023,3.8891506,26.027906
jehanabad,56.974346,37.386448,19.587898,47.180397,1.7225087,0.95244807,0.7700606,27.272728,18.709677,20.645161,8.3870974,12.903225,36.42384,25.490198,18.243242,10.32258,58.333332,1.75,13.173654,21.301775,26.627218,8.9285717,17.75148,34.911243,0.87573963,59.18174735,1.6652641,20.459499
arwal,47.110806,37.890633,9.2201729,42.500717,1.0260804,1.1644269,-0.13834655,10.526316,6.7669177,15.789473,9.774436,3.7593982,21.052631,18.796993,21.259842,5.2631578,48.872181,1.1203008,24.644548,27.962086,29.383886,14.21801,26.540285,39.810429,1.2274882,41.06078906,-0.66339493,22.923834
north  district,37.406601,4.452745,32.953857,20.929672,0.83825064,0.14295048,0.69530016,4.0816326,13,10,7.9207921,6.9306931,9.9009905,11.764706,9,13.725491,34.545456,0.79090911,2.3041475,2.3041475,2.764977,1.843318,1.843318,3.686636,0.11059908,2.672464005,-1.4963207,11.823015
west district,82.421974,6.5472865,75.874687,44.484631,2.6768579,0.077317759,2.5995402,10.810811,35.135136,14.7651,22.818792,29.054054,34.89933,56.375839,9.3959732,25.503355,78.666672,2.3666666,1.25,3.3195024,0.82987559,0,1.2396694,5.3719006,0.0661157,11.05386495,3.8760018,9.1987858
south district,31.600115,13.693501,17.906612,22.646809,0.6377368,0.13693501,0.5008018,3.5714288,8.0357141,6.25,2.6785715,1.7699115,7.1428576,7.1428576,3.0927835,16.363636,28.947369,0.54385966,1.8518518,5.5555558,1.8518518,0,0,9.2592592,0.09259259,3.570357993,3.4850132,8.5528517
east district,42.509182,4.3038688,38.205315,23.406525,0.79478395,0.080768734,0.71401525,9.3023252,9.3023252,10.588236,4.7619047,5.8823528,7.2289152,14.634146,11.111112,16.455696,38.04348,0.80434781,2.1634617,2.6570048,2.4213076,0.72289157,1.2048192,4.8076925,0.091346152,22.96904304,5.1639228,10.97446
tawang,35.214691,38.10133,-2.8866386,36.658012,1.2790612,0.73440778,0.54465342,13.868613,24.087591,13.138686,5.109489,7.2992697,18.518518,26.119402,2.9411764,8.7591238,33.576645,1.1897811,10.204082,47.115387,14.705883,7.865169,21.782177,50.467289,0.9626168,1.563912009,-16.882679,13.408054
west kameng,47.3186,55.041672,-7.7230721,51.180138,1.3336645,1.3102263,0.023438215,5.9880238,19.760479,8.383234,3.6144576,2.3952098,17.469879,29.090908,11.180124,17.365269,44.910179,1.1437125,18.867926,41.176472,22.330097,8.7378645,24.528303,51.376144,1.1009175,3.164873023,-1.1455536,18.270947
east kameng,79.37294,58.076328,21.296612,68.724632,2.537076,1.4770175,1.0600585,27.559053,22.047243,20.472441,8.661418,8.661418,19.68504,40.157478,41.732285,14.285715,71.317825,2,7.1942449,37.037037,28.676472,11.678832,31.851852,47.586205,1.0896552,3.005301017,1.8523178,22.503187
papum pare,74.324326,55.474205,18.850121,64.899261,1.5857692,1.1354538,0.45031536,15.328466,34.558823,13.333334,7.971015,8.0291967,23.308271,27.272728,38.167938,16.296295,72.85714,1.7642857,17.938931,43.609024,15.019762,10.245901,21.538462,50.184502,1.0405904,9.878962936,-4.1851234,14.441586
upper subansiri,72.686409,49.835072,22.851337,61.260742,1.6906836,0.8672455,0.82343811,10,47.142857,14.814815,4.2857146,7.746479,16.428572,33.093525,41.40625,16.788322,75.510201,1.7823129,19.745224,35.849056,15.753424,8,14.838709,45.625,0.91250002,3.516056001,-5.593586,15.155787
250,,56.568398,,,,1.2055695,,,,,,,,,,,,,16.535433,50,17.6,14.728682,19.53125,54.263569,1.1550387,3.846470986,,
251,,40.265606,,,,0.92820102,,,,,,,,,,,,,15.436241,36.774193,12.903225,12.751678,21.935484,45.512817,0.98076922,3.764456039,,
upper siang,67.255379,31.211296,36.044083,49.233337,1.7157769,0.47680005,1.2389768,10,48.031498,24.806202,5.3435111,4.580153,14.516129,42.96875,20.472441,14.728682,68.181816,1.7954545,11.904762,31.007751,17.460318,14.173229,17.1875,41.08527,0.90697676,0.841941995,1.754528,8.7120466
changlang,55.550922,30.44092,25.110003,42.995922,1.2048156,0.61048687,0.59432876,17.021276,7.978723,7.4866309,9.0425529,8.6021509,10.160427,23.11828,27.419355,8.6021509,54.787235,1.1861702,8.2352943,19.075146,10.429448,4.3209877,1.7543859,24.571428,0.42285714,7.905358944,3.778389,15.560719
254,,21.827499,,,,0.36937377,,,,,,,,,,,,,13.294798,18.390804,7.0588241,3.0674846,6.8571424,26.704546,0.47727272,5.859352021,,
lower subansiri,65.032944,49.715584,15.31736,57.374264,1.4544019,1.0505621,0.40383971,9.8159504,19.871796,15.286625,1.8867924,5,15.032681,33.552631,43.506493,4.347826,61.585365,1.402439,9.090909,40.983604,18.333334,7.6271186,21.73913,45.901638,0.95901638,3.537994975,7.4063797,10.708421
256,,57.487343,,,,1.0883158,,,,,,,,,,,,,10.416666,51.408451,13.194445,7.6388888,25.352112,55.414017,0.9808917,3.590408944,,
