district,m_pct_any_dv_4,f_pct_any_beat_4,gap_any_dv_4,avg_any_dv_4,m_mean_dv_count_4,f_mean_beat_count_4,gap_dv_count_4,m_pct_beat_goout_4,m_pct_beat_neglect_4,m_pct_beat_argue_4,m_pct_beat_refusesex_4,m_pct_beat_burnfood_4,m_pct_dv_unfaithful_4,m_pct_dv_disrespect_4,m_pct_father_beat_mother_4,m_pct_force_sex_right_4,m_pct_any_dv_4,m_mean_dv_count_4,f_pct_beat_goout_4,f_pct_beat_neglect_4,f_pct_beat_argue_4,f_pct_beat_refusesex_4,f_pct_beat_burnfood_4,f_pct_any_beat_4,f_mean_beat_count_4,f_n_dv_4,gap_father_beat_mother_4,female_pct_breastfeeding_4
hazaribagh,66.054764,25.131485,40.923279,45.593124,1.7088641,0.64425969,1.0646044,15.789473,16.842106,17.894737,9.6774187,10.526316,30.526316,29.473682,32.142857,19.148937,64.210526,1.7789474,16.666668,13.861386,13.861386,11.675127,11.82266,25,0.67156863,118.4591873,22.459627,20.220959
ramgarh,38.238762,22.844112,15.39465,30.541437,0.90048057,0.69861615,0.20186442,4.5454545,5.1136365,14.204545,5.1136365,4.5454545,16.477274,21.59091,18.343195,4.5454545,39.325844,0.92696631,11.47541,15.409836,15.460527,7.6158943,14.052288,21.895426,0.63725489,51.79261106,-11.518097,17.329723
dumka,43.152637,16.731585,26.421053,29.942112,0.69501233,0.35739985,0.33761248,4.9180326,3.2786884,4.0983605,2.4590163,1.6393442,4.0983605,9.0163927,34.426231,0.81967211,41.80328,0.64754099,7.8014188,6.2937064,14.583333,2.0979021,6.9444447,18.055555,0.375,72.86948255,15.858471,23.356407
jamtara,42.971703,28.816647,14.155056,35.894173,1.0328988,0.57832372,0.45457506,8.333334,9.090909,11.267606,11.111112,6.9444447,13.194445,13.286713,21.64179,13.286713,44.444447,1.0625,15.882354,18.343195,15.384616,7.8313255,12.352942,28.82353,0.69411767,49.12781578,2.3209133,29.446442
ranchi,27.371376,18.092373,9.2790031,22.731874,0.45936897,0.46279925,-0.003430277,2.5641026,1.923077,3.2051284,3.8709679,1.923077,8.3870974,9.6153851,12.418301,1.2820513,27.564102,0.44871795,8.3032494,7.9422383,7.9422383,5.0541515,7.9422383,15.523465,0.37184116,154.6007352,-7.1317291,17.720486
khunti,49.965656,23.608599,26.357058,36.787128,1.7017623,0.59226483,1.1094975,20.714287,21.276596,23.404255,15.000001,17.021276,24.460432,17.142859,18.897638,19.285715,51.408451,1.7323943,9.8265896,12.352942,14.035088,7.6023393,9.3023252,21.387283,0.52601159,29.7333519,7.3606768,22.000515
gumla,42.171265,16.375,25.796265,29.273132,0.74651146,0.44591266,0.3005988,2.2727273,2.2727273,8.522727,2.8409092,3.409091,15.340909,9.090909,29.166666,3.4285712,41.477272,0.75,9.3567257,11.695907,12.941177,2.9239767,8.8235292,18.128654,0.45614034,52.45231107,14.186877,21.388308
simdega,45.984573,28.430817,17.553757,37.207695,1.2964389,0.62472624,0.6717127,13.548388,16.560511,10.828026,11.038961,10.191083,16.666668,24.203821,14.18919,18.181818,46.835442,1.329114,13.157895,16.447369,16.447369,4.6357617,13.157895,29.605263,0.6381579,30.06917593,-12.880906,23.735979
pashchimi singhbhum,70.521942,26.189837,44.332108,48.355888,2.5897253,0.8115887,1.7781365,30.069929,33.333336,32.638889,26.573425,27.777779,29.655174,41.379311,29.906542,31.914892,71.034485,2.7310345,19.333332,19.86755,23.841059,16.107382,18.543047,30.463577,0.97350991,80.66877586,7.4967575,24.26725
saraikela-kharsawan,34.760746,19.117184,15.643562,26.938965,0.88876259,0.3050088,0.58375382,8.7431688,8.7431688,14.207651,3.2786884,6.0109291,15.846994,19.672131,11.494253,9.3406591,37.15847,0.96721309,5.3030305,5.3030305,11.363637,5.3435111,9.090909,15.909091,0.36363637,67.90173173,-11.115877,24.95709
bargarh,50.656868,36.971313,13.685555,43.814091,1.0948787,0.77776772,0.31711096,7.5862074,11.034483,14.482759,5.5172415,4.1379309,9.6551723,37.241379,14.583333,3.4482758,50.344826,1.0758621,18.589745,26.282051,21.794872,1.2987013,9.6153851,35.256409,0.77564102,100.4429458,-11.43247,18.635767
jharsuguda,33.223915,35.899239,-2.6753235,34.561577,0.92384189,0.81515503,0.10868686,12.878788,8.333334,13.636364,7.575758,8.333334,9.090909,25.563911,9.774436,1.5151515,33.834587,0.96240604,17.283951,20.807453,20.496895,6.521739,11.764706,34.876545,0.76543212,38.18076698,-15.420808,14.273299
sambalpur,62.187679,46.13187,16.055809,54.159775,2.0834005,0.81549472,1.2679057,21.212122,29.545454,30.075186,4.5454545,15.789473,30.075186,50,23.622047,1.5037594,61.654133,2.0451128,15.686275,30.718956,23.529411,7.1895428,7.1895428,44.444447,0.84313726,69.74388289,4.3945484,19.944241
debagarh,57.817589,40.285446,17.532143,49.051517,1.9283545,0.97145796,0.95689654,25.663715,28.070175,29.82456,5.2631578,17.543859,21.238937,41.228069,24.770643,0.87719297,58.771931,1.9298246,20.422535,29.787233,29.787233,6.4748197,16.783216,40.972221,1.0138888,18.81131185,-1.6747551,24.464928
sundargarh,34.03392,39.853466,-5.8195457,36.943695,0.64127475,0.93667477,-0.29540002,10.92437,8.4033613,4.2016807,0.8403362,2.5210085,0.8403362,18.487396,14.285715,2.5862069,33.613445,0.63025212,18.208956,20,22.985073,10.810811,15.868263,35.522388,0.87761194,146.646555,-9.6432543,16.909111
kendujhar,46.829811,56.051369,-9.2215576,51.44059,0.81410372,1.4687738,-0.65467012,10.23622,7.03125,12.5,0,1.5625,0.78740156,25.78125,23.140495,0.80000001,46.09375,0.8046875,29.55975,43.396225,43.670887,21.875,25.625,56.521736,1.6211181,131.3576373,3.0852337,21.478062
mayurbhanj,43.464504,52.665459,-9.2009544,48.06498,1.0021447,1.5542495,-0.55210483,7.3770494,15.57377,10.655738,6.6115699,3.2786884,3.2520323,20.491802,29.661018,5.7851238,43.902439,1.0081301,25.974026,38.961037,35.064934,15.789473,21.428572,46.753246,1.3701298,147.2159079,8.6364384,20.181269
baleshwar,52.532776,74.0718,-21.539024,63.302288,1.3596063,1.7171911,-0.35758483,17.525772,16.494844,18.5567,9.2783499,11.224489,8.1632652,37.7551,15.151516,6.1855669,52,1.37,33.92857,55.35714,44.047619,9.5238094,17.261904,69.047615,1.6011904,156.3123593,-12.646964,16.943655
bhadrak,51.773964,61.05925,-9.2852859,56.416607,1.6505618,1.819488,-0.16892624,23.584906,24.528303,21.698112,9.4339628,10.377358,19.811321,42.452831,16.666668,7.5471697,54.71698,1.754717,37.254902,49.350651,42.857143,17.880795,34.19355,64.516129,1.8,92.83878505,-4.9266872,17.776751
kendrapara,39.362358,46.155785,-6.7934265,42.759071,0.86217135,1.1902795,-0.32810813,7.2072072,8.1081076,13.636364,4.6728973,6.3063064,9.2592592,22.018349,12.727272,5.4054055,38.738739,0.88288289,24.475523,35.664333,33.566433,10.714286,16.901407,46.853146,1.2097902,81.15432653,-8.7975655,20.706539
jagatsinghapur,44.975662,37.654423,7.3212395,41.315041,1.1746753,0.97221166,0.20246369,8.7378645,13.592233,18.446602,3.9215689,6.7961164,13.592233,33.009708,13.725491,3.9215689,44.660194,1.1553398,17.318436,27.932961,28.089888,9.3023252,15.730338,35.754189,0.97765362,79.7538121,7.3381577,15.414813
cuttack,48.198097,53.65451,-5.4564133,50.926304,1.2888031,1.4158152,-0.12701213,12.307693,13.846154,15.384616,6.9230771,8.4615383,15.384616,33.076923,25.384617,0.76923078,48.46154,1.3153846,16.216215,30.201344,32.236843,9.2715235,22.875816,46.405228,1.0915033,171.5893956,3.9907093,15.645846
jajapur,50.398273,44.189899,6.208374,47.294086,1.0997566,1.1922234,-0.092466831,8.6330938,15.107913,15.827338,2.173913,5.7553959,10.791367,28.776979,23.357664,1.438849,50.714283,1.1071428,28.888889,31.491713,31.111113,17.777779,22.099447,44.505493,1.3021978,124.0422975,-5.2894287,17.547752
dhenkanal,45.29805,42.857094,2.4409561,44.077572,1.1731243,1.2784575,-0.10533321,11.340206,18.367348,16.32653,1.0416667,8.1632652,11.340206,36.734695,13.265306,1.0416667,44.897957,1.1734694,27.48538,33.333336,34.302326,14.201183,17.44186,41.860466,1.2616279,85.11349094,-28.152843,20.147554
anugul,40.454491,47.316826,-6.8623352,43.885658,1.0122261,1.1947595,-0.18253338,12.837837,12.837837,12.837837,4.7297297,4.7297297,10.810811,21.621622,12.837837,3.3783782,38.513515,0.96621621,26.086956,33.516483,34.254143,13.333334,15.934067,46.739132,1.2173913,92.95868662,-26.229673,18.953411
nayagarh,26.806808,40.034298,-13.227489,33.420555,0.64044607,1.0792631,-0.43881702,9.090909,7.575758,11.363637,2.3255813,4.5454545,6.9230771,9.848485,10.15625,0.76335877,26.51515,0.62121212,27.167629,28.901735,30.635838,11.627908,19.075146,43.930634,1.1734104,65.28822809,-12.913681,17.919321
khordha,28.021416,47.050781,-19.029366,37.536098,0.41320774,1.0532371,-0.64002931,4.3103447,6.0344825,5.217391,0,0.86206895,0,11.206897,16.814159,0,29.310345,0.43965518,15.72327,27.444796,30.503145,10.256411,26.415094,44.827587,1.0971787,153.7178909,-7.4529238,16.326302
puri,25.099304,27.652517,-2.5532131,26.375912,0.44779631,0.85105389,-0.40325758,7.5000005,6.666667,3.3333335,0,1.6666667,1.7094018,14.285715,8.474577,1.6666667,25,0.44999999,15.217391,21.195652,19.78022,5.4945054,12.5,29.891304,0.73913044,118.3471416,-14.668326,16.647284
ganjam,33.594341,50.091999,-16.497658,41.84317,0.62477183,1.3133851,-0.6886133,5.4054055,8.1081076,8.1081076,2.8846154,1.8018018,3.7735848,20.72072,10.784314,1.8867924,33.333336,0.62162161,27.215189,39.873417,36.075951,10.32258,15.189873,47.468357,1.2848102,210.7335789,-25.424692,16.483446
gajapati,38.518913,41.442654,-2.9237404,39.980782,0.87425196,1.0865604,-0.21230841,7.3394494,13.888889,7.3394494,3.6697247,3.6697247,7.3394494,27.777779,12.844036,0.92592591,37.614677,0.8440367,25.882355,32.941177,30.000002,8.383234,9.5238094,42.941177,1.0647058,40.37761086,-17.226048,18.220352
kandhamal,27.094353,53.924816,-26.830463,40.509583,0.68940842,1.402624,-0.71321559,6.5789475,7.2368422,9.8684216,3.9473681,3.2894738,6.5789475,17.105263,17.218544,1.9736841,28.289473,0.7368421,33.333336,39.766083,38.011696,13.609468,21.176472,52.63158,1.4561404,48.18015318,-16.750032,20.877983
baudh,45.885162,38.77549,7.1096725,42.330326,1.0598511,1.2004796,-0.14062858,7.8571429,11.428572,12.230216,3.6231883,7.1428576,9.2857141,25.714287,19.285715,6.4285717,45,1.0285715,24.528303,28.930819,34.591194,14.649682,16.25,43.125,1.18125,28.45224509,-20.291805,21.776464
subarnapur,49.395622,47.378616,2.0170059,48.387119,1.5203108,1.4098543,0.11045647,15.277778,22.916668,25,8.3916082,9.0277777,17.361111,40.972221,12.676056,1.3986014,50,1.5277778,34.730537,41.07143,42.857143,27.439026,31.952662,52.662724,1.7633137,44.51787864,-0.61391449,20.492346
balangir,46.475849,40.322289,6.1535606,43.399071,1.4173666,0.99378532,0.4235813,14.685315,23.776224,18.181818,3.4965034,8.3916082,16.083916,34.265736,18.439716,2.0979021,46.153847,1.3916084,20.245399,23.92638,32.515339,5.625,9.8159504,37.423313,0.92024541,122.3876642,-15.023163,21.189695
nuapada,42.86824,25.733467,17.134773,34.300854,0.75704199,0.64808381,0.10895818,5.7553959,8.6330938,5.0359712,1.438849,0.71942449,5.7553959,28.776979,12.5,2.1582735,39.568348,0.70503598,15.517241,16.184971,21.839081,5.7803469,6.8965516,26.436783,0.66091955,41.59543104,-12.08215,24.169096
kalahandi,27.323908,59.883255,-32.559349,43.60358,0.87553453,1.4689844,-0.59344983,11.180124,11.25,15.000001,6.329114,6.2111802,11.949685,14.375,18.064516,3.7267082,29.192547,0.96894407,26.31579,40.601505,35.338345,18.045113,21.052631,57.14286,1.4135338,92.77945566,-11.787821,21.140469
rayagada,32.921913,43.186604,-10.26469,38.05426,0.94753098,1.4349179,-0.48738694,11.940298,14.925373,17.910448,6.7164183,2.9850745,7.4074073,15.555556,21.705427,0.74074072,33.333336,0.98518521,29.714287,36.206894,34.682079,19.526628,25.142857,44,1.4400001,65.86093792,-0.75037956,20.356537
nabarangapur,41.585972,38.208008,3.377964,39.896988,0.96320903,1.0190893,-0.055880308,10.32258,12.258064,9.032258,1.9480519,3.2258062,16.129032,27.096775,16.447369,1.9480519,42.580647,0.98064518,24.75728,28.640778,28.640778,9.3137255,22.92683,39.320389,1.1407768,86.83036312,-14.816698,24.93276
koraput,30.496004,50.767464,-20.27146,40.631733,0.69066983,1.3855743,-0.69490451,8.5714293,11.428572,10.714286,2.8571429,2.1428573,3.5714288,16.428572,11.594203,0,30.000002,0.67142856,23.809525,39.64497,36.094673,15.568863,21.556885,51.479294,1.3609468,91.13360436,-24.250732,23.463921
malkangiri,38.77602,38.546722,0.22929764,38.661369,1.2448969,1.3127482,-0.067851305,17.518248,17.518248,20.437956,9.774436,6.5693431,15.037593,18.978102,19.379845,3.6764708,39.416061,1.2700729,25.903616,33.333336,27.976191,17.073172,25.59524,39.880951,1.2916666,37.04734395,-5.3668156,24.802567
koriya,33.361385,32.813286,0.54809952,33.087334,0.6831553,0.59507322,0.088082075,5.2631578,6.0150375,8.4615383,5.3030305,4.5112782,9.774436,8.333334,10.400001,13.636364,33.834587,0.7067669,9.565217,12.173913,18.950438,9.4395275,7.2674417,31.014494,0.57101446,44.63418982,-30.308851,21.221052
401,,31.307274,,,,0.84893894,,,,,,,,,,,,,16.86747,20.481928,23.636364,14.906833,15.060242,33.73494,0.90361446,147.971188,,
jashpur,41.680016,50.90226,-9.2222443,46.291138,1.0955576,1.5507891,-0.45523155,5.147059,8.0882359,16.911764,5.8823528,8.0882359,15.441176,19.117647,11.278195,8.8235292,38.970589,0.9852941,35.087719,39.766083,36.842106,24.550898,26.627218,51.744186,1.6104652,59.05397677,-15.643991,23.789619
raigarh,43.491192,45.57571,-2.0845184,44.533451,1.0314212,1.1472617,-0.11584055,5.8441558,9.090909,19.480518,5.1948051,5.8441558,16.233767,25.974026,12.587413,9.090909,43.506493,1.0844156,16.477274,25.423729,25.568182,16.384182,17.977528,39.887638,1.011236,112.3348796,-13.66422,19.506685
korba,51.80846,23.429441,28.379019,37.61895,1.6872972,0.46166158,1.2256356,13.855421,16.363636,19.879519,17.575758,6.0975609,23.170732,29.012346,19.205297,11.585366,48.52071,1.5088757,8.746356,11.594203,12.5,3.2069969,7.826087,21.73913,0.43768117,86.91833222,-2.8130245,19.992657
janjgir - champa,60.249561,39.58482,20.664742,49.917191,1.3404393,0.87130815,0.46913117,8.1632652,10.204082,26.027397,9.090909,1.3513514,20.547945,42.068966,17.391304,8.3916082,62.162163,1.3986486,19.339622,18.957346,25.943396,12.560387,12.264152,38.967136,0.8826291,138.7357913,-10.483032,17.156584
406,,20.509518,,,,0.30982402,,,,,,,,,,,,,4.477612,1.9900497,11.442785,4.0404038,3.9800994,16.915422,0.25870648,218.8172019,,
kabeerdham,45.327263,48.627628,-3.3003654,46.977448,0.99705166,1.0181156,-0.021063983,3.97351,9.9337749,21.854305,1.3245033,2.6490066,15.89404,33.112583,13.953489,3.3112581,47.682117,1.0397351,19.54023,29.310345,29.479769,14.035088,18.965517,48.850574,1.1091954,51.1824809,1.157608,22.246767
rajnandgaon,38.422413,16.352255,22.070158,27.387333,0.86797822,0.25331029,0.61466789,4.6511626,2.9069769,17.543859,6.4705887,2.3391814,13.953489,18.235294,18.934912,5.2325583,38.953487,0.89534885,1.4423077,8.6538467,9.1787443,6.3106799,4.8076925,17.788462,0.30288461,113.9916915,-8.3128643,23.004063
409,,16.522308,,,,0.31978482,,,,,,,,,,,,,7.9268293,4.5731707,7.6219516,2.4767802,6.4024391,16.158537,0.28963414,209.6777796,,
410,,35.957066,,,,0.69930768,,,,,,,,,,,,,9.0090084,16.816816,17.220543,5.7057056,10.810811,29.729731,0.5945946,281.6118494,,
mahasamund,51.00605,38.355824,12.650227,44.680939,1.6212764,0.94255263,0.67872375,19.631901,19.018404,32.098763,12.962963,11.728395,21.604939,38.036808,18.354431,7.9754601,54.601227,1.803681,21.538462,17.525772,23.834198,12.565444,11.917099,34.358974,0.86666667,91.15094489,-17.163134,19.42914
dhamtari,44.945953,33.428326,11.517628,39.187141,0.91263074,0.73403645,0.17859429,6.7114091,10.666667,10.666667,2.6845639,3.3783782,8.1081076,11.486486,30.136988,4.7297297,44.370861,0.86754966,13.744076,14.622643,18.957346,9.7560968,10.849056,31.924883,0.67136151,62.92458053,0.35053444,14.279312
uttar bastar kanker,67.731163,22.195501,45.53566,44.963333,1.8591121,0.5075404,1.3515718,14.74359,14.102565,29.220778,6.4516125,9.032258,32.467533,48.344372,24.324326,2.5641026,66.025635,1.7756411,8.1081076,13.513513,14.054054,3.8251367,8.1081076,21.621622,0.47567567,52.40259676,7.3565617,15.791234
414,,38.682877,,,,0.75086635,,,,,,,,,,,,,19.270832,16.489361,22.751322,8.4210529,15.104167,39.378239,0.80829018,102.4579268,,
narayanpur,53.024857,21.431551,31.593306,37.228203,1.493469,0.40612867,1.0873404,17.79141,21.472393,20.496895,4.4025159,13.75,24.203821,19.375,31.875,3.164557,56.097561,1.5304878,10.460251,9.2050209,10.833333,6.2240663,5.3941908,23.553719,0.41735536,11.70403398,-17.025759,22.328709
416,,35.337795,,,,0.95817637,,,,,,,,,,,,,16.384182,19.774012,21.910112,9.4972067,12.154696,30.769232,0.78021979,39.67057285,,
bijapur,55.111305,15.056364,40.054939,35.083836,1.3546824,0.21060662,1.1440759,13.414635,19.753086,22.5,6.9620252,4.9689441,17.391304,14.197532,37.583893,4.375,56.024097,1.3433735,7.5000005,3.4825869,5.970149,3.125,5.5,17.412935,0.25373134,19.07345598,-10.485966,24.502571
sheopur,44.682865,41.092033,3.5908318,42.887451,0.9630264,1.2228767,-0.25985026,11.864407,9.3220339,14.655172,3.3898306,5.0847454,15.652174,25.21739,9.6491222,4.2016807,44.537815,0.96638656,28.333334,32.222221,28.491619,11.797753,21.111111,42.777779,1.2166667,41.9422475,-6.111124,21.019442
morena,14.544417,27.431589,-12.887172,20.988003,0.30612469,0.81321836,-0.50709367,4.5454545,3.7593982,5.3030305,0.76335877,2.2727273,2.2900765,5.2631578,2.5862069,5.3030305,14.705883,0.30882353,14.054054,17.837837,17.837837,8.6486492,13.513513,24.864864,0.71891892,109.5623959,-16.059631,18.770344
bhind,21.441324,36.547775,-15.106451,28.994549,0.49702054,0.98350459,-0.48648405,9.9236641,9.160306,8.3969469,4.6511626,3.0769231,2.3255813,6.8702288,3.9682541,5.3435111,22.556391,0.52631581,33.128834,19.135803,34.567902,6.8322978,14.814815,42.331287,1.0797546,89.29583186,-1.068831,18.795807
gwalior,25.525204,38.948135,-13.422932,32.236671,0.58620262,0.85834801,-0.27214539,8.1300812,6.6115699,6.666667,5.8333335,5.8333335,8.4033613,7.5000005,2.8571429,7.3770494,25.203251,0.57723576,26.182964,17.981073,29.022083,8.5173502,15.094339,42.767296,0.9654088,120.1754835,-12.082685,13.164784
datia,20.870344,45.385674,-24.515329,33.12801,0.30840614,1.5492952,-1.2408891,3.4482758,2.0689654,3.4482758,1.388889,0.68965518,7.1428576,7.746479,4.1958041,1.3793104,20.689655,0.31034482,33.92857,31.547619,42.261906,22.560974,25.1497,47.33728,1.5384616,47.15844941,-15.854756,16.886074
shivpuri,18.245903,35.660873,-17.41497,26.953388,0.41574004,0.97216737,-0.55642736,7.1428576,8.0357141,8.9285717,4.5045042,1.7857144,5.3571429,8.0357141,8.695652,2.6548672,22.608696,0.53913045,22.162161,17.741936,24.731182,12.903225,11.290322,32.795696,0.88709676,114.3034192,-7.4065828,19.988209
tikamgarh,18.27446,62.260593,-43.986134,40.267525,0.5974806,1.7945443,-1.1970637,7.3170729,8.5365858,9.7560968,3.6585364,3.6585364,7.3170729,4.8780484,4.8780484,1.2345679,18.292683,0.51219511,33.139534,39.884396,35.882355,23.030304,28.402367,54.335258,1.5780346,82.33235449,-9.587429,17.300619
chhatarpur,44.463043,58.462959,-13.999916,51.463001,1.2093891,1.5075178,-0.29812872,13.75,13.207547,20.625,8.8050318,13.043478,17.5,19.25466,12.987013,6.9182386,45.962734,1.2484472,30.000002,35.971226,38.848923,20.143885,19.424461,52.14286,1.4357142,83.58701998,-1.7944288,20.067896
panna,56.693142,45.462914,11.230228,51.078026,1.9622213,1.1777412,0.78448009,18.421053,17.763157,23.026316,13.157895,21.052631,37.5,38.815792,15.217391,8.5526314,55.263157,1.9210526,21.621622,28,28,16.107382,27.516779,42.666668,1.2066667,54.0233117,5.0543661,18.650467
sagar,54.735607,41.524487,13.211121,48.130047,1.8154072,1.0461715,0.76923561,19.54023,18.965517,24.855492,16.666668,17.241379,24.13793,24.13793,10.404624,12.643679,51.724136,1.6839081,21.582733,31.205675,32.857143,12.857143,25,47.887325,1.2183099,115.7178109,5.1664429,20.231958
damoh,55.60363,40.376022,15.227608,47.989826,1.5737468,0.99310815,0.58063865,12.658228,20.253164,22.784809,10.759494,19.620253,30.57325,35.031845,20.394737,7.6433125,58.86076,1.7848102,21.084337,24.390244,33.950619,17.532467,21.818182,42.261906,1.1488096,93.9863646,2.4330139,16.356186
satna,32.181759,41.95079,-9.7690315,37.066277,0.8842535,1.0895848,-0.20533133,3.7974682,12.658228,17.721519,7.5949364,5.0632911,13.92405,17.721519,8,10.126582,35.443039,0.96202534,21.019108,21.656052,25.641027,9.6153851,16.025642,38.21656,0.93630576,113.2912853,-0.43229198,18.747454
rewa,51.916855,34.690281,17.226574,43.303566,1.3798338,0.9955309,0.38430291,8.5365858,12.195122,15.853659,4.8780484,15.853659,31.707317,28.04878,29.411766,4.8192768,53.012051,1.4457831,21.354168,27.979275,25.773195,9.375,20.942408,39.175259,1.0463917,159.3489255,8.8672924,18.738205
umaria,37.256737,54.613293,-17.356556,45.935013,0.88430488,1.4408257,-0.55652082,5.2631578,5.8479533,16.959064,3.5087719,4.0935674,19.883041,23.976608,18.934912,2.9411764,42.44186,1.005814,32.278481,31.847134,24.203821,18.543047,25.477707,48.734177,1.3101265,39.27946407,0.075279236,20.861118
neemuch,27.189672,60.305523,-33.115852,43.747597,0.78812122,1.5201441,-0.73202288,9.9447508,7.734807,11.111112,6.6298342,6.0773482,9.4444447,16.111111,6.2146893,6.0773482,27.071825,0.79005527,33.678757,33.678757,43.00518,21.761658,19.791668,59.585495,1.5181347,60.21266091,-14.612609,13.626387
mandsaur,14.414899,57.31979,-42.904892,35.867344,0.25081369,1.7522327,-1.5014189,2.3255813,1.7441862,2.8901734,0,1.1627907,5.8823528,5.3254437,4.7904196,2.3255813,14.450868,0.26011559,31.372551,36.453201,41.176472,20.895523,29.268291,57.560974,1.5804878,109.5496936,-3.2915325,16.588795
ratlam,38.874382,49.933815,-11.059433,44.404099,1.2830008,1.0162843,0.26671648,14.012739,13.461539,15.483871,10.256411,13.461539,22.929937,21.518988,7.7519379,7.7419357,41.13924,1.2405063,16.477274,24.431818,29.714287,5.2631578,10.857142,42.613636,0.86363637,84.09738708,-26.065052,14.544681
ujjain,38.304447,41.983768,-3.6793213,40.144108,0.77486318,1.1032524,-0.32838923,5.729167,3.1088083,10.880829,5.699482,2.5773196,10.471204,18.229168,8.4337349,14.507772,38.144329,0.77835053,19.283747,24.725275,27.197802,15.659341,17.307693,41.483517,1.0412087,117.0968202,-4.6251707,14.292579
436,,26.021099,,,,0.79854101,,,,,,,,,,,,,13.953489,12.716763,20.231215,14.117648,10.982658,24.277456,0.71676302,84.78336528,,
dewas,46.104767,50.898712,-4.7939453,48.50174,1.3097848,1.2681483,0.041636467,16.129032,11.764706,19.148937,11.229946,6.3829789,27.272728,29.411766,13.513513,3.7433155,47.340427,1.3510638,24.418604,29.069767,40.935673,28.235296,20.930233,51.744186,1.4302325,95.77826038,-9.9585142,15.292793
dhar,64.600182,57.393276,7.2069054,60.996727,2.0418942,1.6474477,0.39444649,24,22.772278,24.752476,23.762377,16.831682,29.702971,32.673267,21,10,64.356438,2.049505,30.331755,38.207546,44.339622,22.169811,26.415094,59.43396,1.6132076,165.0351747,-0.49035454,14.987307
indore,35.893867,25.454723,10.439144,30.674295,0.95305359,0.47701845,0.47603515,5.8823528,6.4171119,11.764706,8.0213909,3.2085559,17.486338,21.081081,17.877094,1.604278,36.170212,0.91489363,6.5934072,5.7692308,12.396694,9.6418734,7.4175825,20.879122,0.41758242,203.9556615,8.8061342,12.383862
khargone (west nimar),43.461521,36.347599,7.1139221,39.90456,0.98871809,0.70990175,0.27881634,9.5505619,10.674157,11.797753,7.3033705,1.6853932,9.5505619,27.118645,18.562874,6.7415729,44.444447,1.0055555,18.502203,18.061674,22.807016,4.8672566,9.2105265,35.526314,0.73245615,135.8141141,-9.032917,14.220853
barwani,66.736046,47.676933,19.059113,57.20649,2.0335937,1.2298537,0.80373991,30.158731,21.276596,24.338623,20.63492,16.402117,27.513227,36.507938,16.393442,14.285715,66.666672,2.068783,29.047621,27.35849,34.123222,7.6923079,14.622643,44.339622,1.1226416,96.07854548,-5.9471741,20.797119
rajgarh,75.246902,44.805962,30.440941,60.026432,2.7107322,1.1830429,1.5276893,22.916668,34.265736,42.657341,22.142857,22.222223,44.525547,51.748253,15.217391,3.4722223,73.611107,2.5486112,35.483871,30.967743,31.612904,12.903225,19.871796,48.076923,1.301282,98.98704848,6.1779175,20.267616
vidisha,27.815973,46.379528,-18.563555,37.097752,0.93074894,1.25686,-0.32611108,10.240964,9.0361443,15.662651,9.6385536,7.2289152,14.545454,12.650603,6.060606,4.2168674,27.108435,0.89156628,30.463577,33.333336,33.112583,21.088434,22,50,1.375,87.01419455,-16.968983,17.887081
bhopal,19.664106,29.153856,-9.4897499,24.408981,0.37395996,0.79398412,-0.42002416,0,2.6315789,2.6315789,2.6315789,5.2631578,5.2631578,5.2631578,5.4054055,0,15.789473,0.28947368,14.893617,16.489361,17.021276,13.297873,10.638298,26.063829,0.72340423,173.2460517,2.6673651,11.873919
sehore,58.986122,46.542576,12.443546,52.764351,1.6208668,1.4651359,0.15573084,14.545454,21.084337,26.946106,11.801242,8.383234,20.125786,33.73494,15.094339,12.269938,58.928574,1.6011904,29.761904,34.523808,38.095238,22.289158,21.428572,48.214287,1.4583334,78.41694659,1.7199173,15.718577
raisen,30.410221,21.169762,9.2404594,25.789991,0.63693058,0.44314066,0.19378993,11.538462,11.538462,15.384616,5.7692308,3.846154,3.846154,15.384616,1.923077,0,32.692307,0.69230771,11.764706,10.588236,15.882354,2.366864,10.059172,24.705883,0.50588238,78.39623043,-11.091952,17.078894
betul,19.523474,37.024609,-17.501135,28.27404,0.34962741,1.0382771,-0.68864977,2.1276596,1.4184396,4.9645391,2.1276596,3.5460994,3.5460994,4.2553191,8.0882359,4.2553191,19.858156,0.34042552,23.837208,20.231215,25.146198,15.882354,18.497108,34.482758,1.0229886,95.14283052,-12.863238,14.318064
harda,39.373795,52.500893,-13.127098,45.937344,1.0305622,1.3141093,-0.28354716,14.925373,9.3137255,14.215687,7.8431377,7.3529415,15.686275,16.176472,11.299435,8.8235292,39.705883,1.0392157,27.513227,24.867725,32.105263,15.873016,21.578947,50,1.2157894,35.51481819,0.80117035,14.175015
hoshangabad,50.463455,37.089455,13.374001,43.776455,1.5108109,0.96453309,0.54627776,16.875,20.625,21.73913,14.102565,12.962963,20.253164,26.086956,15.126051,9.5541401,50,1.5123457,20.491802,18.032785,22.131147,10.164835,15.027322,33.87978,0.85792351,80.33655934,0.41290855,13.514895
