state,district,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5
rajasthan,tonk,37.314095,29.437765,1.2074564,5.6490045,59.804745,2.8124719,34911.98957,23.235849,76.764145,6.4112782,71.905685,24.823448,3.270869,54.277443,11.870984,59.768665,17.011053,43.254234,43.307465,866.7559608,31.815102,9.5111799,10.054981,87.716507,28.137886,136033,5.6838069,65.076935,65.076935,98.233704,91.591537,87.521103,67.187347,7.4339828,10.174915,12.998592,5.9196134,4.933712,15.213479,29.022861,35.940342,43.502678,30.177197,1.6291516,19.621567,31.255692,16.142546,7.8260021,7.9697533,10.909251,57.19111818
rajasthan,bundi,54.403431,29.415379,1.2411911,5.8607488,61.366154,2.8187945,15751.04539,22.034895,77.965103,6.0447173,71.224449,23.782469,4.9930778,38.686207,6.1457977,66.617249,18.338224,36.125145,43.416985,718.6491958,30.341162,7.8144798,17.187838,80.052498,19.337927,-121979.47,6.0822654,66.408852,66.408852,96.937447,93.089638,83.815979,78.269745,5.9190502,7.7249026,13.41337,1.7882336,2.6541877,13.498014,25.008308,32.455185,33.740826,30.780993,0,16.778917,30.855244,8.470871,5.8650723,8.2665358,16.677706,48.19342329
rajasthan,bhilwara,35.759644,29.930475,1.1869687,5.5173106,60.687592,3.0227916,201217.5759,19.061146,80.93885,6.2816596,74.49894,21.088318,4.4127402,54.544479,23.719122,65.609291,18.183386,34.651894,44.227306,952.1171846,31.247332,8.5890617,13.874565,83.443924,17.725378,257089.72,5.7841525,66.328835,66.328835,97.900558,90.304123,87.881233,75.931847,12.70518,9.0351343,13.777163,6.8982015,8.0124903,13.592299,16.952477,25.304581,36.62191,34.008102,0.4202601,16.688229,20.717005,6.1757884,3.8460641,11.703953,5.6645308,58.67390259
rajasthan,rajsamand,39.179447,29.151728,1.4431361,6.8017621,73.58062,3.2425811,328094.9735,17.732237,82.267761,5.886497,70.240196,26.232634,3.5271759,55.55209,36.769455,61.949596,16.691521,40.353031,46.267532,795.9725314,30.841766,9.7393265,7.284914,88.710556,17.380466,410633.44,6.0601172,62.326611,62.326611,100,94.731537,89.632515,72.318878,6.763886,8.1067066,8.6471119,7.2815766,8.0735159,6.4789624,17.667461,24.595619,44.0895,40.626698,2.7374024,14.856519,33.5844,10.583115,4.7604446,19.373293,14.081362,51.53407314
rajasthan,dungarpur,36.37067,29.761641,1.3755316,6.5396695,71.060364,2.4156077,-258349.9807,5.3101048,94.689896,5.5127602,70.611801,26.858646,2.529552,51.515675,19.816589,66.1922,18.081043,36.452511,48.012344,1026.683782,31.570095,9.5692968,8.3063793,90.732765,5.8027716,-147115.34,5.5415621,65.403648,65.403648,99.34201,87.886345,94.752602,73.055275,3.6699216,4.6789508,8.538269,2.0056353,5.2889934,11.414444,22.160963,33.688805,45.687595,46.98468,1.0240185,9.1821785,22.679844,8.234067,3.1706958,12.498787,16.980375,76.35301799
rajasthan,banswara,55.27351,29.193764,1.1732174,5.6002226,57.501781,2.0648692,-598334.8981,6.9028788,93.097122,5.642076,70.743385,26.689621,2.5669928,30.571514,23.403067,61.356323,16.449192,41.963291,56.62117,1148.993113,30.590899,8.2170668,18.530386,80.896843,5.9339404,-614555.19,5.828783,65.638557,65.638557,100,85.845024,88.67382,75.606812,5.9441023,1.2063707,8.8789988,2.3355289,2.980144,5.9226041,12.921539,19.315811,44.163532,44.580025,1.305672,5.7639723,16.557014,16.265856,9.6904736,6.3185377,20.617992,72.97781757
rajasthan,chittaurgarh,39.803596,30.664934,1.1792885,5.4885283,61.765266,3.0355051,156209.4603,16.83931,83.16069,5.6583619,77.136536,17.204191,5.6592751,51.776779,8.8568726,63.452778,18.777485,39.906918,53.847248,941.19609,31.355709,8.4544468,10.286852,84.540176,21.477468,179426.36,5.2938852,67.427811,67.427811,93.609863,91.580376,88.787674,87.90596,4.5021505,5.7349858,7.6621137,2.8836675,0.70378029,12.25473,13.432002,19.834368,44.561665,44.960766,2.2833514,12.012252,24.75622,6.0742683,1.5950911,6.152873,9.5689468,56.60999298
rajasthan,kota,33.778301,30.040808,1.763938,8.4996538,81.53933,3.9319215,807619.7135,62.320293,37.679707,5.9421487,68.541801,27.885305,3.5728946,62.223988,40.828663,63.894669,16.978735,38.580868,51.442371,1339.217558,32.703529,10.345839,9.2354755,87.093773,64.680168,894616.81,4.8242607,67.702003,67.702003,99.240303,96.002289,89.958908,81.165466,2.913342,5.9688711,7.1664586,4.0648065,0.54617524,12.571907,18.252783,24.275772,43.240372,27.526131,2.9563799,12.179724,17.502373,13.20692,8.9149208,2.9282303,12.972857,75.42890367
rajasthan,baran,49.741676,29.520918,1.2714603,5.82411,64.656639,2.8627846,43059.45239,19.892076,80.107925,5.9344459,72.385025,24.032845,3.5821285,38.404411,11.321458,70.629913,18.933365,29.527294,63.342579,828.4089839,30.284269,8.6163607,12.801388,83.265022,22.151014,-16604.254,6.1114159,60.117443,60.117443,100,88.146088,82.047035,75.305687,6.5665188,5.2536416,6.9306388,5.0591493,3.3026555,10.083328,17.075499,22.314644,41.918846,35.280602,0.89834231,14.929136,24.964268,16.211126,11.780995,12.280761,13.871148,64.14447752
rajasthan,jhalawar,55.797665,29.472498,1.153604,5.2894478,62.262875,2.6563771,-88617.73005,16.625191,83.374809,5.738606,74.65551,21.554199,3.7902951,33.782749,23.126657,62.880676,17.541105,40.278824,59.676128,909.8464205,31.036217,7.9939795,9.8068838,78.548264,11.80851,-207406.59,5.9240637,65.351013,65.351013,95.821175,89.580414,78.347084,83.41275,4.5935979,4.3837419,7.0742316,3.945128,6.0888987,11.689571,17.46804,22.210808,38.211567,34.366489,3.3789554,12.36832,20.501068,18.708073,12.25176,11.835752,21.080173,60.88654414
rajasthan,udaipur,44.325123,30.115957,1.3177106,6.1677089,68.485947,2.9081047,75401.16292,20.971577,79.028419,5.6920767,71.670464,25.356834,2.9726973,47.147396,25.201658,69.80471,18.140715,32.329002,47.391781,2062.471985,31.503231,8.4698362,11.027859,89.89743,26.959702,98141.531,5.5479341,67.817749,67.817749,97.809654,91.472519,96.717232,73.755661,2.5925276,2.5237396,4.6153708,1.0297382,7.6231027,6.1361575,19.234608,20.287245,48.596783,34.639221,1.0297382,13.476271,25.779837,12.359417,5.2766953,11.305871,11.145597,138.3263165
rajasthan,pratapgarh,50.298996,29.076256,1.1432275,5.2726345,58.504032,2.05651,-593684.9868,8.1051302,91.894875,5.8514481,73.181938,23.928724,2.8893356,31.01886,22.776564,64.268799,18.687119,37.726341,58.112507,568.0769815,30.778622,6.9464192,19.922211,77.826302,8.5844402,-642418.31,5.3602152,65.681496,65.681496,94.926926,81.317856,84.699753,73.286064,11.170662,11.19171,14.010485,6.2544279,6.7425222,14.07839,24.691208,31.937981,48.944221,48.080051,0.59662074,12.05456,21.176414,17.025787,9.5336447,22.742804,13.204962,37.31180806
uttar pradesh,saharanpur,47.169868,29.177208,1.5229465,7.3947845,75.742035,3.7009974,637901.2294,40.371906,59.628094,6.0522499,65.123016,31.796747,3.0802372,40.51622,23.341221,66.208382,21.096069,34.75478,25.413698,2210.658286,30.252655,7.546988,20.658533,74.407661,38.680794,498074.91,5.9390526,53.73304,53.73304,100,87.686089,77.917877,68.641296,5.3505573,4.0507121,6.8608336,0,0.53964841,12.849598,15.413271,16.492567,25.497955,17.827988,2.1607251,13.102537,21.958109,11.119701,5.7801461,10.162079,4.9972305,137.2738294
uttar pradesh,bijnor,44.80397,28.906395,1.5690809,7.6042953,75.034882,3.4524636,467043.3519,25.946608,74.053398,6.0366173,61.035282,35.853897,3.110826,40.369102,20.326141,59.997356,19.917263,41.323383,29.453934,2546.412474,30.681578,8.7936878,12.908422,81.561142,17.297094,408984.06,5.808773,54.598957,54.598957,99.009949,85.173073,88.134232,69.102821,5.1038103,6.8173885,10.310563,5.5331478,6.0378985,24.365345,25.649733,35.815914,58.706696,56.333363,4.0050263,19.141119,32.577003,22.621874,10.059562,19.963482,5.6855612,140.9607707
uttar pradesh,rampur,55.532578,27.682026,1.1498877,5.488574,59.428764,3.2331667,336400.9976,21.382561,78.617439,6.2524247,59.753998,38.138504,2.1074965,35.57766,6.6015472,64.315071,19.698381,35.97644,41.079815,1324.90441,29.859877,6.822803,26.571413,73.575844,21.068588,267905.84,7.1349678,54.19051,54.19051,96.807518,91.110237,80.370209,80.985382,6.6915708,7.5814834,8.4621315,6.3491263,5.3410125,7.7555499,10.059632,13.113603,24.453716,19.308296,0.6206941,11.558361,24.601059,11.430659,5.4414353,11.455974,10.089164,80.63183093
uttar pradesh,jyotiba phule nagar,52.538334,28.311359,1.3515271,6.5407014,65.4543,3.3868301,425930.8496,27.359735,72.640266,6.237731,63.340389,34.125278,2.5343311,42.244724,21.968851,62.090473,17.653246,38.857304,34.019173,1182.421827,31.032682,8.9862051,10.541619,82.132446,27.313534,589553.81,5.72469,63.524925,63.524925,99.136787,94.783058,89.46891,81.193893,10.113553,7.9662414,16.171976,14.687359,13.625416,28.292486,36.623798,53.73497,61.484348,56.016655,5.2494755,7.5125122,32.004784,17.75782,14.062397,39.343391,9.1980848,64.56031889
uttar pradesh,meerut,34.158875,29.647102,1.70617,8.4837503,79.059891,4.1139126,919457.1659,57.141132,42.858868,6.4365983,66.769196,29.677004,3.5538056,55.511528,28.622404,61.762676,19.86282,39.296635,28.597651,2269.753718,29.740385,9.7988873,12.379512,82.667625,54.431873,994213.75,6.2554889,54.710316,54.710316,98.315742,89.670403,78.583435,60.981304,10.69507,7.4750075,11.654767,11.200171,8.4742365,15.485343,21.798464,36.289963,38.163128,35.484188,6.0018625,12.943114,22.316185,25.282314,19.607985,19.058447,6.3001046,143.2492972
uttar pradesh,baghpat,41.572025,29.798084,1.6362089,8.0790186,79.074913,3.8048787,704088.2156,21.32214,78.677856,6.9497018,67.666473,29.808718,2.5248067,46.686794,17.364073,64.08049,20.198868,36.561543,18.634958,754.2565447,31.690741,10.096937,6.4807272,90.9039,17.876301,748641.56,6.7746282,57.961376,57.961376,100,88.25882,91.228523,76.813675,2.2027559,2.4528089,3.4174428,1.7604791,2.0294151,10.396331,8.8160801,15.364091,38.388802,27.339851,2.4218175,17.275229,25.598419,15.172739,8.3727083,16.035664,2.4294524,56.76443161
uttar pradesh,gautam buddha nagar,34.783764,29.694986,1.7781271,8.8756342,82.085846,4.2382197,1043918.139,55.423893,44.576111,6.1190224,69.268524,27.695662,3.035814,61.691113,27.864986,52.554001,18.800085,52.258896,32.454674,1027.524763,31.526018,10.040722,7.7052841,83.054314,63.332008,866613.38,5.0985641,59.920334,59.920334,92.088127,96.474876,83.523849,73.172897,8.4785604,6.4152994,8.1919203,9.5230675,4.0384674,16.740616,28.121483,38.665409,46.021961,42.308445,5.849421,14.337757,26.384157,18.778543,13.591567,20.345915,19.183735,73.52424937
uttar pradesh,bulandshahr,40.246735,29.387119,1.4843757,7.2746062,72.564728,3.5898499,548286.1475,23.004934,76.995064,6.2306395,73.035706,24.623436,2.3408611,49.465942,20.892399,61.53355,19.380901,39.936298,20.039854,1886.108175,29.822186,9.6274767,6.8821177,88.192383,21.110781,567292.19,5.5549493,51.649551,51.649551,100,89.712677,80.227646,68.177071,3.224853,2.6216328,2.6216328,0.82515329,0.65904361,1.9625893,3.2017715,5.9482327,23.226255,16.370792,3.6842988,11.247594,25.216818,15.644425,7.4294262,8.450798,16.485352,116.6645068
uttar pradesh,aligarh,47.432156,29.21187,1.4431889,7.0264025,72.836426,3.4192889,436101.4508,34.734016,65.265984,6.1125064,70.816963,25.948801,3.2342355,42.557949,10.112819,64.452438,19.776533,35.187561,43.307774,2041.512156,30.181339,9.5186338,11.416865,82.018028,35.748196,394396.5,6.329123,61.385391,61.385391,100,89.990105,82.903931,74.946686,9.4411325,11.538665,17.657907,14.036088,10.694294,16.197046,23.230522,38.292458,50.445641,40.374119,7.1487556,12.597148,32.510452,22.84688,13.493575,20.017143,2.8736405,134.6263062
uttar pradesh,mahamaya nagar,39.97805,28.973658,1.4696192,7.1688671,70.49852,2.9537544,117164.473,22.454012,77.54599,6.0903931,69.559326,27.010309,3.430362,43.232407,21.583113,63.391373,21.104387,34.33831,32.867691,904.1226322,30.386209,9.1985264,12.519032,77.316025,20.987654,278577.53,5.7651935,57.878922,57.878922,98.86544,83.210457,76.59124,67.469116,10.562163,10.079762,12.106829,9.9979553,8.2408638,9.2021646,15.43591,27.892775,25.871048,22.815685,5.9746575,9.673173,23.30368,11.762928,2.4092672,17.196562,5.6067786,51.67106235
uttar pradesh,mathura,51.671654,29.002476,1.4522017,6.914906,73.137093,3.34866,390631.4223,32.219078,67.780922,6.6834998,72.214752,23.704763,4.0804853,32.48671,2.7158544,65.923737,17.605883,34.232994,24.549923,1446.695655,30.516148,9.8848801,7.2358146,86.774063,36.454189,296594.03,6.8638258,55.41637,55.41637,97.341621,84.158363,81.805267,66.094681,10.63498,11.605042,13.592558,6.0327539,8.5264397,14.346279,21.053701,31.512012,45.158134,35.763367,4.9736023,14.747339,29.674391,19.651686,8.6919661,12.557845,6.2821207,114.7955058
uttar pradesh,agra,47.109463,29.445339,1.453236,7.0034637,71.480148,3.7223408,646733.3734,60.984074,39.015923,6.4110012,68.531441,27.810265,3.6582935,39.867786,8.600543,64.289711,18.624458,37.12693,21.300385,3120.939262,30.471294,8.7931261,14.619911,75.65699,54.694824,500557.25,6.4731264,63.489891,63.489891,95.498428,86.977249,87.758247,66.620262,3.1258721,6.7774377,8.4982882,2.4167073,2.199446,13.250129,11.893198,20.411402,35.87101,24.598494,4.552074,15.633756,33.150337,23.305655,15.854094,25.214172,5.449996,153.2311005
uttar pradesh,firozabad,40.705444,28.560841,1.5881121,7.7340126,78.363525,3.1769056,286956.7935,35.61018,64.389816,6.1737437,70.980995,26.583239,2.4357655,42.536263,6.4342489,67.60112,20.489735,32.82254,30.872047,1407.53153,30.433773,8.9648209,8.8255177,88.118904,36.659969,364359.16,6.7303667,64.679596,64.679596,97.91935,83.241707,78.607704,72.655579,11.680197,12.246413,15.843386,5.344203,5.978466,19.874996,23.143044,34.577576,41.314793,33.412106,3.862699,8.7342958,31.098396,22.997511,10.131868,20.166712,17.780682,105.5538117
uttar pradesh,mainpuri,28.400822,28.658194,1.713021,8.3683949,81.144554,2.7660098,-8689.934857,19.564629,80.435371,6.1216598,65.839005,30.144171,4.0168266,51.735073,20.058617,66.360573,20.702118,33.224464,29.749697,1039.489301,30.299839,9.5356827,11.847252,83.140305,20.569178,97821.727,5.4837818,59.233387,59.233387,98.970291,80.135895,80.766968,65.944252,9.0619001,3.3110194,7.3552713,6.7691469,6.1315699,9.6222973,14.962268,21.462755,28.96397,24.015982,7.5195608,9.7819071,34.520702,18.049349,7.6429582,17.365023,8.8414831,62.4310775
uttar pradesh,bareilly,51.490646,28.357943,1.0632708,4.9880095,55.986191,3.3632636,393015.3743,41.7887,58.211304,6.0302062,62.546791,34.143063,3.3101447,36.839371,15.637706,67.226082,20.439903,33.456715,40.26321,2626.804766,31.894888,8.4326868,16.945765,63.995243,45.426792,377361.69,5.154213,59.656776,59.656776,100,88.330017,86.03476,78.785805,18.215561,9.393692,20.568293,10.380701,13.950533,20.336464,28.395441,42.015602,42.613689,39.454082,3.6095552,12.597032,24.766979,30.002653,22.799562,26.487804,11.280211,165.5997174
uttar pradesh,pilibhit,43.431629,28.960821,1.2313551,5.922379,61.605961,2.7610085,-7039.520983,19.619368,80.38063,5.6767735,68.472404,29.501825,2.0257704,38.38876,27.165485,71.019859,20.73023,29.237989,33.620548,1109.099367,30.304041,7.4273252,15.453005,74.560402,14.32556,-146351.66,5.8112922,57.397831,57.397831,98.831062,81.820389,83.397827,79.855789,9.8253489,8.8663712,9.4976282,8.0678434,7.440877,11.738424,13.47043,19.161768,28.049492,24.599649,2.6347971,12.166413,27.478832,12.131665,5.8131361,18.226837,16.61092,70.45605162
uttar pradesh,shahjahanpur,57.648796,28.817327,1.2229357,5.8490572,62.214355,2.8118842,27326.18143,20.124752,79.875252,6.4251041,70.938988,26.689232,2.3717852,29.09379,14.512322,67.256691,19.725395,31.335045,29.691589,1844.833496,32.126965,8.2276611,20.034241,66.819786,20.272228,-32997.617,6.5486851,60.689331,60.689331,96.89872,86.742584,91.365974,75.82341,19.859657,13.951015,25.419769,12.119124,11.636779,29.488405,33.513626,46.251686,33.715248,32.122913,5.7056828,13.155694,43.833233,30.724754,18.917068,25.717392,1.458362,137.2362435
uttar pradesh,kheri,59.555191,28.551252,1.3374426,6.3160071,68.667969,2.0820277,-570822.1573,13.635174,86.36483,6.3265395,68.567566,29.152271,2.2801597,29.817078,18.907145,77.96711,23.271166,21.79911,26.817131,2713.185437,31.219648,8.2226582,14.44135,74.51432,14.7438,-428170.5,5.5465765,69.226891,69.226891,99.143379,89.372269,81.079605,82.033005,6.8726006,8.6130753,12.211906,4.1941457,5.271256,12.308647,10.540834,23.834017,41.964417,36.133831,4.9119344,10.335156,31.744846,19.122156,11.20013,4.281477,6.2429481,161.6144609
uttar pradesh,sitapur,67.575851,28.643848,1.2691009,5.874455,68.040482,1.9615686,-664715.0593,12.403419,87.596581,6.59725,70.447182,26.930553,2.6222656,23.317108,4.0246701,71.251839,21.107565,26.421291,26.954226,2714.5959,31.904709,7.5106249,13.965925,75.861946,15.818542,-810871.63,5.7692385,68.801331,68.801331,97.27179,90.89296,89.18486,84.88311,10.765734,16.890902,11.603041,8.6821842,9.1678467,6.6146717,12.732374,29.319099,42.815609,41.415245,2.3197668,24.044046,42.338379,19.809866,8.0744324,10.73905,10.375617,175.8770797
uttar pradesh,hardoi,56.792511,28.571413,1.2445273,5.851027,64.845367,1.9837209,-599385.5395,14.920984,85.079018,6.3651776,66.872864,29.811117,3.3160203,31.581911,13.70262,72.151871,24.480261,26.347944,24.302229,2383.092261,30.54521,7.5295444,15.918417,74.752525,14.27282,-546023.75,6.659327,58.983219,58.983219,98.224579,88.37442,79.154091,72.129784,17.206734,13.662973,18.421417,14.072066,19.279442,35.501518,39.634716,50.314693,49.586395,49.810097,3.1245925,15.097907,36.214027,20.769688,13.546677,13.066268,6.0493469,173.1815171
uttar pradesh,unnao,43.878075,29.472572,1.4955019,7.2245183,73.016182,2.4297276,-308325.2703,21.073017,78.926979,5.3597293,65.012558,31.525023,3.4624212,45.870605,19.499731,65.797592,23.090195,33.255901,13.686554,1775.478887,30.8983,8.0612955,14.975348,78.924622,24.175148,-152543.2,5.0807056,56.628967,56.628967,93.956551,89.74868,81.360733,63.592117,28.229374,28.655243,32.587589,17.719183,20.615366,30.512232,47.199326,65.502861,44.961277,45.117264,2.8658488,8.4702616,26.007303,12.919267,6.0467725,23.437992,8.860055,111.5905718
uttar pradesh,lucknow,30.457939,30.662622,1.8578972,9.1976671,83.474335,3.6505446,575796.9778,65.438461,34.561543,5.9113436,66.494865,29.984709,3.5204244,57.658638,32.470097,64.301918,22.226477,37.776409,21.81048,2742.027962,32.268631,9.0307636,9.1939497,87.436256,64.656769,451186.59,6.256464,58.150112,58.150112,98.794205,88.116577,85.896126,74.029335,7.3023238,11.419168,7.4258895,7.4235797,7.3680544,8.4101563,11.41976,22.964968,29.698627,23.410698,4.8086767,10.116191,28.042805,14.805643,9.5202799,9.966671,12.733245,198.5233143
uttar pradesh,farrukhabad,47.40649,28.912607,1.3750408,6.5656681,68.26252,2.8788059,79579.13887,22.442064,77.55793,6.0196929,65.683258,31.621815,2.6949298,40.515141,9.2423582,68.562248,18.66419,29.503,34.248619,1125.342379,32.277206,7.5050802,21.619497,68.275597,23.600048,24971.877,6.0343518,56.212402,56.212402,97.787567,87.921631,78.890915,76.00901,19.887486,12.086637,26.887691,8.9030361,12.798825,36.936775,40.120731,51.145996,46.578449,26.93449,3.8097594,13.875053,34.592896,22.102846,16.434536,24.529675,4.1808195,71.10987544
uttar pradesh,kannauj,51.975693,28.69009,1.4846652,7.14224,72.611,2.4135458,-270049.3782,19.572485,80.427513,6.2232232,66.106766,30.642786,3.2504447,41.000992,18.437717,72.408867,20.089355,25.11706,13.019628,965.5047388,29.714844,7.8382983,19.989944,69.224739,14.710915,-388314,6.6906133,52.647335,52.647335,100,92.976685,90.006821,70.169296,19.797354,18.893776,24.288515,14.344804,16.971167,34.833504,46.108223,70.368332,36.053928,38.446911,4.5055995,10.508245,37.852592,14.15399,9.3812695,14.757454,6.3409472,63.80833653
uttar pradesh,etawah,41.138668,29.27758,1.7527294,8.5068445,82.148209,3.2209485,304662.6295,26.906178,73.093819,5.9237366,69.953621,27.157923,2.8884566,52.285175,13.058143,66.299316,20.451567,34.465584,32.825996,958.9262449,31.74976,10.0067,8.8970909,87.6017,31.213825,412442.19,5.4758315,61.116879,61.116879,93.995262,93.423843,88.690224,75.097565,5.9392061,7.7690082,15.611969,9.1321621,2.6778276,21.349283,24.878044,35.89032,45.185291,37.569492,9.6620741,8.9912195,33.304176,26.3867,16.114388,25.048536,9.5790405,64.08967772
uttar pradesh,auraiya,47.567287,29.539743,1.7177899,8.4464312,81.127701,2.428489,-250936.8666,18.747849,81.252151,6.2723556,70.789444,25.659784,3.5507727,42.821346,31.722494,70.385574,21.372087,28.396242,21.089558,798.4353274,30.362204,9.413579,10.838394,83.292831,14.374727,-354473.66,5.7958698,57.088135,57.088135,100,90.388634,85.162415,67.395172,8.9646664,6.9766731,7.0496268,7.8390265,8.5053034,6.3993511,14.972426,25.203169,35.405655,37.102734,2.9851012,8.7672157,26.273277,13.775952,9.6330547,21.569689,4.1443143,44.96266356
uttar pradesh,kanpur dehat,46.299255,28.963873,1.6824243,8.1767159,79.552536,2.3176715,-371343.758,10.363735,89.636269,6.0268192,68.834373,29.19009,1.9755384,40.751541,18.133604,72.748116,22.772346,26.876644,29.297501,1082.003466,31.247087,8.5483418,15.283607,81.063446,9.3105135,-302503.63,5.8547645,59.415894,59.415894,100,87.050797,81.740326,75.404121,9.8636131,8.762228,12.631589,5.8536444,8.0734825,13.656457,19.285757,32.897995,29.111055,25.316286,4.7161379,10.180096,35.163136,25.118647,15.431428,20.433304,1.534622,62.30513415
uttar pradesh,kanpur nagar,29.388786,30.211552,1.9295841,9.7509928,85.167908,3.5410106,500624.5046,64.911179,35.088829,5.4285107,66.864166,30.521536,2.6142976,63.101273,21.731043,58.143238,18.710264,43.460541,35.394688,2437.449799,31.359163,9.2960434,11.624663,89.31443,60.753483,403317.81,5.2132707,57.826508,57.826508,99.151886,92.490059,84.400208,63.467133,31.554504,28.710857,31.505432,13.858589,22.98431,23.294201,42.552509,58.894718,50.344936,42.317043,8.7011786,6.9894648,28.943521,16.791954,11.557652,16.626837,12.084336,177.7370187
uttar pradesh,jalaun,49.795033,30.137449,1.5755547,7.6568489,77.783195,2.6250455,-126424.4562,31.550404,68.4496,6.4815159,72.067177,26.021566,1.9112533,38.470516,23.031454,72.681839,21.893654,28.69342,36.14772,1077.701796,31.310602,9.8949385,9.3908234,86.132553,29.654642,-192376.39,5.7811909,59.550285,59.550285,96.230019,88.265549,86.729279,73.196655,8.6564093,10.234067,10.915915,8.4621782,10.209003,13.431619,17.54493,25.737991,33.031933,30.006527,3.0609646,12.327587,25.592724,13.510452,7.7878251,8.3799973,8.1651831,70.66654763
uttar pradesh,jhansi,40.986736,30.192436,1.6346115,8.024415,76.66571,3.1194272,214702.509,47.784588,52.215416,5.9230075,72.333595,25.406063,2.2603431,56.170506,49.769962,64.664368,22.64464,35.526775,19.060438,1319.624093,33.270355,10.342341,9.3006229,83.900154,38.878532,367638.91,6.2105942,66.227699,66.227699,100,97.157242,76.136154,70.733139,14.111626,18.585535,17.632656,8.7455254,10.545443,9.6883698,25.322121,36.678608,30.974648,31.114534,3.1177423,10.434006,22.941231,8.2661314,5.7425728,24.366356,6.5246401,93.39678296
uttar pradesh,lalitpur,63.382645,29.051199,1.300422,6.0185065,66.902214,2.1571903,-472368.4717,15.946089,84.053909,6.9198427,75.940643,21.56599,2.4933674,28.889635,14.172658,68.636627,21.555029,32.084301,29.15596,872.2065387,31.048788,8.5564222,10.287809,78.585777,17.012814,-511420.06,6.4321809,66.792892,66.792892,99.417526,92.272278,74.426369,68.676239,19.974737,19.347404,22.655989,13.373713,16.462046,24.556967,22.907124,38.006268,41.756462,43.331032,4.2124715,20.881262,35.949505,12.41714,9.158246,9.9475422,8.3212385,61.33615616
uttar pradesh,hamirpur,51.48048,28.997585,1.5393803,7.394135,75.975731,2.4081059,-271961.2611,19.602297,80.397705,6.2648215,67.049637,30.011345,2.9390244,41.72958,27.1213,69.3414,21.734566,30.015671,22.791729,752.4744824,32.828453,8.9940128,10.939876,78.887421,26.445869,-360777.34,6.3592391,61.742474,61.742474,98.520393,93.21006,88.247421,70.883667,14.387974,9.763423,15.473882,9.0426788,9.9551945,9.4650459,26.087982,40.044582,38.227947,33.147575,1.1431246,7.9079447,22.392303,7.5964527,2.9649372,17.372776,9.596406,50.52100328
uttar pradesh,mahoba,52.972347,28.968023,1.4337344,6.8018041,71.507797,2.4620104,-238237.3215,21.674292,78.325706,6.5777817,66.256798,30.931082,2.8121185,35.809597,28.743547,73.139801,20.180901,25.478298,20.924753,556.0840179,31.204412,8.123991,16.614645,70.749725,19.516008,-321406.03,6.299612,58.36916,58.36916,97.110954,88.781944,86.87487,76.542824,10.845531,7.4067926,12.669307,6.618885,7.5322962,9.4669399,19.277145,29.416656,30.767551,31.300814,2.2324898,9.5116367,32.316814,13.095297,7.2011151,33.509968,5.3928456,41.86594725
uttar pradesh,banda,58.440422,29.676834,1.2342541,5.8817573,62.65691,2.0035307,-636626.3687,17.02453,82.975471,6.0658002,68.554497,28.229084,3.2164211,29.836395,21.830801,70.125183,21.659658,29.020926,17.99785,1027.275058,29.71368,7.3848133,21.515316,71.94883,16.372574,-681017.19,6.5627956,50.306122,50.306122,98.134003,88.276817,77.587601,57.593506,11.744631,9.26194,15.897112,11.112505,10.866387,12.687798,22.758411,40.215485,41.021778,39.06522,0.47018245,12.480434,26.594046,10.445547,5.2385254,27.579746,12.359812,74.78969589
uttar pradesh,chitrakoot,45.000954,28.960285,1.3513856,6.3954582,66.699585,2.0146518,-580549.4554,9.6332722,90.36673,6.024785,69.388947,28.63763,1.973426,38.617058,21.654589,72.970413,25.363892,25.081959,28.372871,537.0186345,30.11821,8.8428507,13.739864,70.599434,6.9476924,-650393.5,5.667449,57.413239,57.413239,91.311569,83.618011,84.943077,70.560158,29.067526,27.995825,26.788658,12.309051,12.357136,12.607844,20.225395,42.44376,48.440521,43.816929,5.0094752,5.8295207,28.835409,8.4183998,5.6332006,16.338852,15.679397,34.15798876
