district,Beating justified: wife goes out, Beating justified: wife neglects children,Beating justified: wife argues with husband,Beating justified: wife refuses sex,Beating justified: wife burns food,Justifies DV: wife unfaithful,Justifies DV: wife disrespect,Respondent's father ever beat mother,men_mobile_own,men_mobile_financial,men_mobile_own2,men_mobile_financial2,mv171a,mv171b,sm129,sm332b,sm630a,sm630b,sm630c,sm630d,sm630e,sm630f,sm630g,sm630h,sm630i,n_obs_men,Beating justified: wife goes out_f,Beating justified: neglects children_f,Beating justified: argues with husband_f,Beating justified: refuses sex_f,Beating justified: burns food_f, Justifies DV: wife unfaithful_f,Justifies DV: wife disrespect_f,Father ever beat mother,m34_1,m34_2,m34_3,m34_4,m34_5,m34_6,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m38_1,m38_2,m38_3,m38_4,m38_5,m38_6,m39a_1,m39a_2,m39a_3,m39a_4,m39a_5,m39a_6,women_mobile_own,women_mobile_financial,v410,v410a,v411,v411a,v412,v412a,v412b,v412c,v413,v414a,v414b,v414c,v414d,v414e,v414f,v414g,v414h,v414i,v414j,v414k,v414l,v414m,v414n,v414o,v414p,v414q,v414r,v414s,v414t,v414u,v414v,v414w,s726a,s726b,s726c,s726d,s726e,s726f,s726g,s726h,s726i,n_obs_women,_merge,digital_gap_ownership,digital_gap_financial,digital_gap_ownership2,digital_gap_financial2
north twenty four parganas,0.41086724,0.38810244,0.44847116,0.42407888,0.25645554,0.47742894,0.51976901,1.445456,0.95073014,0.16470142,0.95073014,0.16470142,1.7867687,,0.59558958,1,2.1370914,1.6030611,1.2457194,2.1735847,2.0075068,1.9624407,2.3346512,2.2389715,2.2991269,1452.050222,0.1922002,0.27883834,0.37394181,0.16584441,0.050900295,0.22858398,0.30380556,0.28189978,87.504547,,,,,,69.268463,94,,,,,0.20664977,0.16041678,0,,,,0.58861327,,,,,,0.73184085,,0.13497154,,0.45069969,0.1284152,,0.18907648,,0.078476459,0.15178293,0.089530632,,,,0.47945681,0.31013453,0.1958617,,0.19171296,0.30045748,0.093478575,0.27668422,0.042972516,0.10830498,0.08947096,0.022844596,,,0.1703995,0.037037089,,0.058388356,,1.8746616,1.6627131,1.3852845,2.1380339,1.9394716,1.6398826,2.3594823,1.7268221,2.3112495,836.786695,Matched (3),0.2188893,,0.2188893,
sundargarh,0.1112604,0.089422069,0.040881176,0.008036676,0.02912708,0.007987688,0.18734133,0.14365725,0.89505488,0.21569759,0.89505488,0.21569759,1.1980621,,0.39935404,1,2.0307658,1.2980642,1.167478,2.6155753,2.0765336,2.0342994,2.2142084,2.2426903,2.5333567,77.14171648,0.20852299,0.23206854,0.26667795,0.17338471,0.19290182,0.2127929,0.41139141,0.46370131,21.091417,,,,,,79.00959,94,94,,,,0.090141363,0.094663531,0,0,,,0.63702565,,,,,,0.67668998,,0.14281297,,0.17895296,0.11193483,,0.15877312,,0.086645097,0.16112033,0.041968789,,,,0.59119505,0.39270884,0.085233591,,0.35278118,0.44876266,0.26407734,0.24391073,0.032328214,0.019500516,0.049093381,0.032253135,,,0.15281384,0.022204448,,0.003986981,,2.0519288,1.4169695,1.2057858,2.6676877,2.1612518,2.2802846,2.4555199,1.4427544,1.9787917,207.4257756,Matched (3),0.21836489,,0.21836489,
madhepura,0.19943288,0.30531359,0.34676614,0.29696423,0.19621277,0.3325645,0.23985006,0.66538972,0.92786074,0.077560693,0.92786074,0.077560693,1.3520447,,0.45068157,0,1.6165284,1.3941084,1.6376692,2.4246023,1.9358699,1.7568618,1.763626,2.0877614,2.3191981,193.6300023,0.34880969,0.5288924,0.38778442,0.44882119,0.3447454,0.25698042,0.45786032,0.42858616,69.86219,,,,,,75.138481,94,94,94,,,0.072301075,0.099132746,0.048838444,0,,,0.51324362,1,,,,,0.70966345,,0.089130357,,0.36057323,0.036179904,,0.0314482,,0.13035794,0.10686745,0.008125986,,,,0.47187364,0.1622331,0.015968731,,0.12380089,0.2298758,0.088802792,0.12292045,0.031175897,0.003722912,0.049143534,0.027196841,,,0.063640319,0.008125016,,0.019094668,,1.9063581,1.5676563,1.3956903,2.6152427,1.735393,1.9565837,1.8745853,2.495105,1.6393186,176.6599265,Matched (3),0.21819729,,0.21819729,
pudukkottai,0.47379595,0.66269976,0.48903435,0.23598491,0.28493822,0.3792173,0.61007959,0.54874259,0.94326156,0.16810288,0.94326156,0.16810288,1.538311,,0.51277035,,1.2319362,1.4740461,1.747736,2.0763328,1.8964349,2.1069326,2.2585933,1.9982182,1.6584928,52.39803047,0.465547,0.588081,0.51088959,0.24073768,0.41785544,0.2986604,0.47068974,0.63880956,71.742958,,,,,,49.492687,94,,,,,0.23776516,0.17994753,0,,,,0.6924206,,,,,,0.72546345,,0.36507308,,0.28818154,0.37602758,,0.4335959,,0.41117445,0.1599358,0.18525492,,,,0.56295395,0.44768962,0.45253438,,0.42913282,0.44431755,0.30543694,0.48848525,0.2081476,0.2772584,0.33836591,0.23025236,,,0.34636304,0.12895399,,0.20558196,,1.1332506,1.7936454,1.4608362,2.1737907,1.9219668,2.1064703,2.1246321,2.3844934,2.2694187,221.9756666,Matched (3),0.21779811,,0.21779811,
ramanagara,0.19641112,0.33430585,0.34352985,0.25324738,0.1267118,0.27152744,0.60592788,0.72287726,0.90650982,0.56785333,0.90650982,0.56785333,2.0684531,,0.68948436,,1.2146734,1.2319421,1.2132134,1.7840559,1.9429682,2.3827391,2.1184688,2.3322382,1.9211378,125.7075241,0.40223214,0.48541531,0.52004123,0.59023136,0.42456841,0.53730172,0.57199907,0.3809453,48.833038,,,,,,50.03606,94,,,,,0.15059,0.099306718,,,,,0.66402721,,,,,,0.68905747,,0.4210248,,0.41643789,0.11542332,,0.20305173,,0.35822657,0.31691748,0.12535378,,,,0.42660788,0.25941494,0.17540164,,0.25233799,0.25520095,0.21575788,0.32231495,0.085341446,0.051144939,0.13867813,0.19035472,,,0.27369055,0.094318964,,0.10017444,,1.1917757,1.196991,1.2621011,1.9249057,1.9607608,2.0320904,2.1345844,2.3483651,2.1911263,97.12400514,Matched (3),0.21745235,,0.21745235,
sawai madhopur,0.24763037,0.2207232,0.27556968,0.18227348,0.17381494,0.38100922,0.42225781,0.60687137,0.89432746,0.11802958,0.89432746,0.11802958,1.5909269,,0.53030896,0,1.3586259,1.9415293,1.9857579,2.3259199,0.74680138,0.59650236,0.58381504,1.9681121,2.2048604,56.93947208,0.28552932,0.24081355,0.32051048,0.19481154,0.222857,0.22776149,0.39091688,0.58692431,73.46122,,,,,,67.401405,94,94,,,,0.1868453,0.13977751,0.045760415,,,,0.56511104,1,,,,,0.67742717,,0.047024675,,0.4760704,0.015430748,,0.10112299,,0.040638737,0.12170529,0.003580034,,,,0.53561121,0.09584225,0.029840814,,0.13213541,0.2054387,0.088862896,0.10757401,0.004467644,0,0.069934569,0.092912041,,,0.18199776,0.00579825,,0.13462429,,1.5550413,1.9325523,1.9534072,2.4958458,0.64163888,0.61289579,0.63379747,2.4393063,2.386065,120.5068853,Matched (3),0.21690029,,0.21690029,
washim,0.29731125,0.34345531,0.32550383,0.19852665,0.25826439,0.20715658,0.43090808,0.34714583,0.95975524,0.19464073,0.95975524,0.19464073,1.0437796,,0.34792656,,1.6320077,1.5751275,1.5877601,2.1077678,1.5563465,1.4782262,1.540995,2.3438315,2.3840377,185.4966877,0.26484594,0.33905378,0.3439784,0.22034521,0.28033531,0.34884319,0.48501706,0.46700317,44.875996,,,,,,60.872238,94,94,,,,0.12062671,0.27586558,0.14619349,,,,0.59577775,,,,,,0.74345857,,0.25341606,,0.35310814,0.069056056,,0.079840235,,0.17909926,0.35424164,0,,,,0.55712688,0.097190462,0.075151116,,0.14137115,0.24719374,0.19522084,0.22190237,0.018008508,0.010522217,0.049235877,0.087744877,,,0.25664085,0.018008508,,0.026848612,,1.5925066,1.3929696,1.4605048,2.4588923,1.2652816,1.1332648,1.1933938,2.5594015,2.0493953,116.1194565,Matched (3),0.21629667,,0.21629667,
bangalore,0.39231363,0.47781873,0.3604582,0.25218001,0.29592356,0.42425704,0.74415809,1.1585743,0.97440022,0.60467619,0.97440022,0.60467619,2.2750714,,0.75835711,,1.1752117,1.3462937,1.3503499,1.7936876,1.9946613,2.1790903,1.9702218,1.7301071,1.9488819,1420.583193,0.83489382,0.89356965,0.83864188,0.61626786,0.65897948,0.91162437,0.88454401,0.41093573,49.901543,,,,,,59.093372,94,,,,,0.22087796,0.11706043,,,,,0.66820735,,,,,,0.75899208,,0.32705992,,0.46868598,0.084713995,,0.1372046,,0.22856446,0.26976278,0.072366908,,,,0.49308297,0.26694793,0.26863396,,0.30446836,0.32945609,0.29925293,0.29861221,0.09891402,0.05398687,0.10555225,0.20303595,,,0.23568594,0.14205697,,0.197505,,1.136373,1.1467041,1.1530011,1.5257689,1.7599491,1.7836958,1.8476232,2.2158909,2.0041413,1142.870684,Matched (3),0.21540815,,0.21540815,
amreli,0.014184312,0.015056106,0.00741013,0.00741013,0.00741013,0.02325752,0.16466063,0,0.95291072,0.007878168,0.95291072,0.007878168,1.323194,,0.44106469,,1.198215,1.2085274,1.3777907,2.8475828,0.59828359,0.6107567,0.67836553,2.829561,2.8689818,188.1992559,0.17311522,0.17999762,0.22947524,0.15294866,0.16165148,0.25629008,0.29314288,0.30826634,58.622158,,,,,,62.144539,94,94,,,,0.077093408,0.092684396,0.14229839,,,,0.51788306,,,,,,0.73778021,,0.17430927,,0.2524547,0.056239877,,0.048520949,,0.11718751,0.067100957,0.010526878,,,,0.44531292,0.17573537,0,,0.16229965,0.26449767,0.19046892,0.23301445,0,0.011194481,0.009039206,0.060247306,,,0.11298838,0,,0.083687223,,1.137583,1.4600883,1.2835687,2.2495964,0.40884995,0.36671728,0.4159236,2.3979917,2.4655957,191.9199696,Matched (3),0.21513051,,0.21513051,
sikar,0.10812449,0.0688795,0.11461359,0.040144514,0.055071998,0.16502662,0.2799432,0.21355569,0.91074347,0.39986038,0.91074347,0.39986038,2.1965432,,0.73218107,,1.2638917,1.6779479,1.8040233,2.4332089,1.3132741,0.44265485,1.0203643,1.8987377,1.7826111,111.3737204,0.08113575,0.11124814,0.11384903,0.054842312,0.10531126,0.098412924,0.25100359,0.66826063,83.179413,,,,,,63.731071,94,94,,,,0.19494838,0.14686902,0,0,,,0.56337303,1,,,,,0.6962592,,0.1032929,,0.52484643,0.085657105,,0.10997722,,0.093121141,0.14212538,0.005752095,,,,0.48415735,0.10671459,0.018436246,,0.089789204,0.20124857,0.055965565,0.11774245,0.020429578,0,0.053379323,0.05285218,,,0.071763113,0.005752095,,0.19974862,,1.3049561,1.849062,1.8509002,2.5081062,0.83884048,0.66701031,0.73634499,2.5056641,2.3010256,298.5306236,Matched (3),0.21448427,,0.21448427,
chittoor,0.24996909,0.36955473,0.15772128,0.57789248,0.013637081,0.70506585,0.687455,0.96850967,0.95761991,0.34928176,0.95761991,0.34928176,1.4807398,,0.49357995,0,1.2162762,1.5672505,1.7174199,2.323756,1.9041253,2.2269959,2.0795286,2.2496469,2.2530448,483.5669627,0.51747042,0.87576741,0.63251758,0.54395878,0.36790875,0.56148434,0.87291318,0.52555972,62.843811,,,,,,62.995743,94,,,,,0.30350757,0.45591226,0.38983887,,,,0.67438591,,,,,,0.7434299,,0.19308075,,0.20977221,0.071605422,,0.21517393,,0.091289721,0.099043548,0.034310713,,,,0.58888918,0,0.15743129,,0.014871278,0.086017236,0.13046513,0.092488587,0.025089579,0.021357939,0.04548268,0.034483176,,,0.13573195,0.020436602,,0.25123852,,1.3310245,1.6954199,1.9907701,2.4254134,2.0530286,2.1923606,2.1003284,2.351428,2.4423063,417.6150351,Matched (3),0.21419001,,0.21419001,
changlang,0.26635066,0.13354518,0.16279854,0.13359317,0.22734334,0.20932531,0.40766513,0.39881319,0.91453511,0.38218653,0.91453511,0.38218653,2.1913054,,0.73043519,1,1.9681848,1.3284655,1.308365,2.0621202,2.0323756,2.0059764,2.0195425,2.3573279,1.9294837,4.478904042,0.39446747,0.34973454,0.7190032,0.70772022,0.278615,0.67434776,0.47227445,0.62817419,35.686573,,,,,,67.996803,94,,,,,0.085654601,0.088235624,0,,,,0.65745759,,,,,,0.70116347,,0.073662311,,0.21297309,0.02835945,,0.1414566,,0.053694472,0.13399446,0.030397268,,,,0.60818177,0.40523887,0.066637829,,0.11510111,0.24524224,0.02149424,0.19442521,0,0.066512167,0.080164522,0.028954292,,,0.05053588,0,,0,,2.3981364,1.8716662,1.1553212,2.7131505,2.4773881,2.38744,2.4892094,2.3247962,2.6156573,13.62320385,Matched (3),0.21337163,,0.21337163,
dakshina kannada,0.27704585,0.5181371,0.45346269,0.30946964,0.26855764,0.59495473,0.68071902,0.47909433,0.96953642,0.39980143,0.96953642,0.39980143,1.9835575,,0.66118586,,1.0794848,1.5714426,1.5200043,1.7685808,1.8101665,1.7371715,1.9878764,2.301146,2.3656657,285.5801517,1.0198069,1.2122008,1.1001663,1.1175202,0.99669564,0.94259965,1.0701382,0.33583051,60.263458,,,,,,62.625355,94,,,,,0.16988492,0.19425321,0,,,,0.64228433,,,,,,0.75618058,,0.28265038,,0.29000464,0.12336107,,0.19895422,,0.20874347,0.31501487,0.086038604,,,,0.42640963,0.22283018,0.23329072,,0.30184808,0.25549313,0.19166087,0.38792783,0.080739215,0.16818053,0.21084702,0.15223673,,,0.34259897,0.083561115,,0.15111968,,1.4008856,1.585884,1.4722015,1.8324085,1.8296529,1.691161,1.9910415,2.1667771,2.0629323,223.0103066,Matched (3),0.21335584,,0.21335584,
jalpaiguri,0.10317226,0.20170787,0.1538927,0.10262053,0.048961237,0.22509134,0.19819136,0.26989508,0.89220339,0.17883052,0.89220339,0.17883052,1.3061707,,0.43539023,0,2.0252295,1.7002778,1.3896468,2.4473112,2.0706737,2.04213,2.4258897,2.4080036,2.2486272,539.68893,0.20473309,0.33769727,0.29764885,0.17490485,0.18171777,0.23573856,0.37544128,0.98878217,66.965683,,,,,,76.220253,94,,,,,0.16823125,0.13305996,0,,,,0.65605694,,,,,,0.67948401,,0.13947563,,0.36026868,0.14102615,,0.27685553,,0.093871236,0.27831942,0.05289403,,,,0.44205141,0.29426959,0.33120784,,0.29595485,0.33650219,0.029251825,0.28419515,0.051655728,0.07286337,0.24388948,0.11334684,,,0.28545862,0.011162331,,0.010510229,,1.8127877,1.612191,1.3314943,2.2676945,1.9775951,1.917089,2.4259536,2.0139139,2.0504038,352.1273613,Matched (3),0.21271938,,0.21271938,
siddharthnagar,0.26070246,0.33928385,0.42078665,0.11483876,0.2456558,0.24119256,0.54585224,0.40643331,0.92267513,0.12636855,0.92267513,0.12636855,1.5473654,,0.5157885,0.75678825,2.1882069,1.4880226,1.565221,2.7662513,2.2779691,2.1723337,2.1935835,2.6369441,2.6951604,60.01845831,0.54771185,0.58453578,0.5724194,0.30176061,0.43860736,0.51467043,0.72982693,0.72282064,122.45791,,,,,,74.513916,94,,,,,0.12878767,0.1292626,0,0,,,0.53822923,,,,,,0.71013993,,0.081261061,,0.29307717,0.045016523,,0.017386626,,0.088264383,0.16237973,0.018069291,,,,0.47083396,0.13088313,0.046566557,,0.087545492,0.17282754,0.027364442,0.081437573,0.022334039,0.022208011,0.039864372,0.054097865,,,0.10346668,0.018513268,,0.031913776,,2.0069351,1.3864421,1.5901226,2.5588613,1.8695577,1.9091443,1.9538577,2.4304023,2.4965513,195.7282496,Matched (3),0.2125352,,0.2125352,
mahesana,0.20404889,0.18522382,0.14731146,0.0575337,0.10019612,0.21088719,0.2359481,0.03164364,0.93283749,0.15670191,0.93283749,0.15670191,1.6832492,,0.56108308,,1.212383,1.7076805,1.5604647,2.4452221,1.3389851,0.90903229,0.93979865,2.3515217,2.6259439,286.6168102,0.091735445,0.17523789,0.15122043,0.15977778,0.12707281,0.15344951,0.31571859,0.21348614,68.365753,,,,,,60.356659,94,94,,,,0.20930545,0.20285203,0.17885648,,,,0.57492459,,,,,,0.72060138,,0.17503677,,0.33706015,0.007549571,,0.047645811,,0.097440414,0.034725934,0,,,,0.50169736,0.14281927,0.00790805,,0.11775986,0.18934256,0.1662313,0.2651003,0,0,0.007549571,0.0250169,,,0.26568222,0,,0.010246945,,1.3457044,1.7287019,1.5115852,2.3129928,0.57574183,0.47926128,0.5444898,2.6702685,2.5647306,303.2306758,Matched (3),0.21223611,,0.21223611,
bagalkot,0.45183599,0.71092373,0.6445412,0.31290573,0.42138782,0.72781396,0.95729655,1.0080452,0.96894944,0.24129379,0.96894944,0.24129379,1.3738484,,0.45794949,,1.1637365,1.2516379,1.2504532,1.9870409,2.1159897,1.2539507,1.7993776,2.3814855,2.2654691,261.2648362,0.32589978,0.51978421,0.48578501,0.67395556,0.58260727,0.58914185,0.52537948,0.5971747,41.224884,,,,,,68.203209,94,94,,,,0.048830673,0.095827468,0,,,,0.57057363,1,,,,,0.75689602,,0.31712174,,0.30768201,0.064152807,,0.17870544,,0.18030655,0.15752199,0.052969266,,,,0.46878618,0.15225895,0.12556516,,0.20031513,0.22984381,0.21400544,0.18762118,0.049357437,0.050323285,0.064564772,0.075402185,,,0.16353783,0.055147175,,0.16088833,,1.1559644,1.2265624,1.3047333,2.0678105,1.7876527,1.3049842,1.6698339,2.2386999,2.3209019,172.3094476,Matched (3),0.21205342,,0.21205342,
sindhudurg,0.17002325,0.22361848,0.1562231,0.25456667,0.12858966,0.3509672,0.49173605,0.41992339,0.95888138,0.17742752,0.95888138,0.17742752,1.5014998,,0.5004999,,2.0158198,2.1409879,2.0836284,2.4121652,2.208292,2.0863967,2.2871528,2.482317,2.3340626,101.4743684,0.22058669,0.32178226,0.22247559,0.1104796,0.15268819,0.26503423,0.37733889,0.25999844,43.95425,,,,,,62.679996,,,,,,0.16282217,0.11443897,,,,,0.47265491,,,,,,0.74719924,,0.31432664,,0.40535557,0,,0.13818063,,0.23026873,0.43258682,0.041675672,,,,0.31779674,0.26952353,0.17583036,,0.26952353,0.32521591,0.34480998,0.39333051,0.037323751,0.062603869,0.22358233,0.16685198,,,0.33261812,0.076323129,,0,,1.8442651,1.7948998,1.6985036,2.1814239,2.0795498,2.0886676,2.1561921,2.4314609,1.9083445,49.58062059,Matched (3),0.21168214,,0.21168214,
kannur,0.29842451,0.44346011,0.19003242,0.14313552,0.099785447,0.72825569,0.52984297,0.039859734,0.96282887,0.33189702,0.96282887,0.33189702,2.5628524,,0.85428417,,1.2667469,1.6278272,1.6337273,1.9132862,2.0659637,1.7046703,2.5033402,2.2633722,2.1000974,229.5856876,0.44826585,0.82689285,0.3826631,0.47065571,0.18347904,0.63494468,0.7030232,0.066597864,31.16198,,,,,,65.710411,94,,,,,0.12450933,0.10274108,0,,,,0.71042037,,,,,,0.75348687,,0.27031881,,0.24197616,0.17375715,,0.10197433,,0.045242734,0.21646525,0.058744885,,,,0.58313632,0.15766105,0.24092834,,0.10581821,0.089359939,0.20272869,0.40597051,0.009667765,0.14980687,0.24956687,0.12243015,,,0.31693214,0.052103441,,0.047067195,,1.625587,1.8319745,2.2189693,1.7718775,2.1741409,1.2770015,2.4111063,2.1834595,2.0416503,307.8936946,Matched (3),0.209342,,0.209342,
chamarajanagar,0.4734163,0.57607985,0.46815941,0.5023489,0.48146674,0.58130735,0.65803415,0.67391908,0.93126756,0.51143199,0.93126756,0.51143199,0.97393411,,0.32464468,,1.165072,1.2177799,1.2914984,1.8545157,1.8864913,1.8436366,1.81513,2.0175271,2.0253303,143.1553763,0.89433771,1.0715089,1.0360075,0.97764719,0.8189919,0.97381425,0.95900971,0.60990596,22.504852,,,,,,63.056442,94,,,,,0.15018019,0.44741631,0,,,,0.64528102,1,,,,,0.72291845,,0.32031626,,0.33589599,0.10917252,,0.26504388,,0.22439109,0.16504259,0.062463809,,,,0.48795757,0.22377586,0.15887885,,0.30643782,0.29983279,0.29108486,0.34436524,0.066519298,0.041656647,0.085445978,0.10094486,,,0.25952151,0.074402206,,0.13504246,,1.1781934,1.2504413,1.2815114,2.033093,1.6416864,1.4526185,1.7065299,2.0932515,2.0038934,98.8431986,Matched (3),0.20834911,,0.20834911,
mandi,0.041923851,0.071717553,0.092252322,0.025359271,0.081595398,0.12371641,0.23819955,0.83226568,0.97781402,0.25803053,0.97781402,0.25803053,2.003556,,0.66785204,0,1.2976565,1.0655837,1.3517727,2.1713552,1.8230888,1.0514655,1.8169913,2.6321814,2.4873044,109.5436813,0.21006292,0.27300075,0.22403449,0.13961844,0.12458387,0.22711378,0.31723237,0.25906366,73.422813,,,,,,55.58271,94,,,,,0.22153518,0.14452243,0,,,,0.6868937,0,,,,,0.76947904,,0.14112711,,0.54235137,0.065578595,,0.17540126,,0.37403452,0.11511049,0,,,,0.62292641,0.173363,0.024806919,,0.1307729,0.2983408,0.13681054,0.25016576,0.008441765,0,0.19198966,0.10310351,,,0.14196911,0.01179585,,0.048255354,,1.4363823,1.1954393,1.4119147,2.2354054,1.2699074,0.85103488,1.2173986,2.4913638,2.2221823,163.4977271,Matched (3),0.20833498,,0.20833498,
tuensang,0.22600073,0.4792366,0.29421982,0.26139018,0.12825909,0.95269054,0.35408154,0.21040355,0.95177656,0.080256395,0.95177656,0.080256395,1.3963468,,0.46544895,0.50695062,1.9625478,2.0176115,1.8031061,2.3396568,2.4608397,2.4855852,2.4371464,2.3598661,2.5103481,21.11637381,0.36232597,0.3573302,0.27899137,0.38923001,0.2973547,0.42310217,0.31570712,0.043910895,47.648735,,,,,,60.356602,94,,,,,0.32393801,0.46161044,0.20139816,1,,,0.57879001,,,,,,0.74358988,,0.056058913,,0.17610033,0.018781772,,0.083698116,,0.33116478,0.020298103,0.087021582,,,,0.41497055,0.073565908,0.090142444,,0.064517803,0.19650227,0.020964138,0.10055861,0.063195094,0.044496998,0.093817137,0.027630914,,,0.32531619,0.082335889,,0,,1.3105254,2.2018893,1.6335629,2.7687967,2.5724564,2.6909008,2.6554091,2.4470882,2.3097379,9.63419807,Matched (3),0.20818669,,0.20818669,
barwani,0.30262855,0.24298474,0.24048403,0.199286,0.16484946,0.26681125,0.36589706,0.42614299,0.88396108,0.27820963,0.88396108,0.27820963,1.2427032,,0.4142344,0.83049423,1.773142,1.9253329,1.9221823,2.3915107,1.9558564,1.9569665,1.8833959,2.1130276,1.8348699,51.42269155,0.34261519,0.25333375,0.35941547,0.21969622,0.1393045,0.23647024,0.43920276,0.52330637,77.594383,,,,,,71.957291,94,94,,,,0.12676027,0.19958934,0.13269182,0,,,0.53593183,,,,,,0.67585814,,0.13355918,,0.26505092,0.076706499,,0.051655941,,0.14875546,0.14690733,0.044721246,,,,0.50122094,0.11163037,0.071084805,,0.11979937,0.19991982,0.15507168,0.2008435,0.051454309,0.027271306,0.074074596,0.08059866,,,0.089345649,0.011708847,,0.050066691,,1.8028457,1.5091572,1.6230161,2.560915,1.7188683,1.5926633,1.7695369,2.7441688,2.0582721,143.8534254,Matched (3),0.20810294,,0.20810294,
madurai,0.46497676,0.47712559,0.32454523,0.30704689,0.17342617,0.52631992,0.52653873,0.65166068,0.967866,0.54851562,0.967866,0.54851562,2.1879079,,0.72930264,,1.2150432,1.4342462,1.6460981,1.8752415,1.9534578,2.1433928,2.1612072,2.2832294,2.186691,130.3787598,0.45616496,0.65774924,0.54353476,0.35351714,0.39676338,0.32618853,0.43219998,0.43967199,58.127159,,,,,,42.068481,94,94,,,,0.27799466,0.10337219,1,,,,0.66087538,,,,,,0.76013166,,0.18703851,,0.29628658,0.44937259,,0.29944643,,0.32241097,0.13743168,0.090827912,,,,0.47245777,0.3272222,0.38166729,,0.38451064,0.40316361,0.25515991,0.41998553,0.12889346,0.15437615,0.21922663,0.24984446,,,0.30207664,0.077604473,,0.18150508,,1.0777544,1.6633217,1.4748397,2.092454,1.8311851,2.0070295,2.028008,1.9951305,2.0868502,392.8954046,Matched (3),0.20773435,,0.20773435,
ganganagar,0.1109884,0.17183149,0.15462877,0.11033932,0.15315761,0.15991242,0.20163114,0.25497884,0.94139057,0.3306509,0.94139057,0.3306509,1.9052926,,0.6350975,,1.1778331,1.4701407,1.4067956,2.2432375,1.214987,0.86168033,0.962928,2.0040576,2.2132027,105.6027456,0.23310177,0.2329514,0.22056916,0.18818894,0.15017898,0.24244304,0.31929371,0.22206354,88.254913,,,,,,55.772575,94,94,,,,0.17392412,0.17181532,0,,,,0.54667288,0.48413345,,,,,0.73368883,,0.11612715,,0.42836305,0.019795746,,0.07269071,,0.11329145,0.083547339,0,,,,0.44272041,0.087909333,0,,0.083608896,0.057741165,0.016890291,0.062297843,0,0,0.026993372,0.005732305,,,0.025240837,0,,0.12226757,,1.3221735,2.0484335,2.4149826,2.6950586,0.5121814,0.19579911,0.31319588,2.8110714,2.6388116,193.4536309,Matched (3),0.20770174,,0.20770174,
nagpur,0.17016648,0.14744955,0.23464444,0.11130528,0.12582989,0.19412854,0.25619653,0.29577699,0.94334579,0.5319491,0.94334579,0.5319491,1.6381395,,0.5460465,1,1.7554693,1.776355,1.7129627,1.9827383,1.97284,1.8449131,1.8103311,2.0741634,2.1128151,581.1259339,0.13695638,0.27067333,0.4943895,0.24967977,0.30196127,0.2136685,0.35146546,0.21738936,44.890373,,,,,,55.648125,94,,,,,0.13314882,0.093531169,0,,,,0.68370485,0,,,,,0.73827899,,0.19372007,,0.17983915,0.024822993,,0.028119842,,0.19557904,0.17501999,0,,,,0.60749686,0.044736158,0.094241701,,0.075987838,0.16929233,0.08375936,0.30268455,0.019142387,0,0,0.020387528,,,0.17810859,0,,0.030617187,,1.7934612,1.3593651,1.4924455,2.2227399,1.683967,1.4726698,1.6373997,2.6621261,2.2518535,342.105425,Matched (3),0.2050668,,0.2050668,
churachandpur,0.12001552,0.26216137,0.27983108,0.046844706,0.050029971,0.43041816,0.86831719,0.42708835,0.94477987,0.11388177,0.94477987,0.11388177,2.0004251,,0.66680831,0.6602087,1.7829546,1.8180755,1.2664372,2.1648173,2.3544245,2.503607,2.251004,2.3756723,2.5462697,15.20030894,0.50914574,0.57479864,0.32352033,0.34374338,0.29408389,0.53374928,0.76658237,0.78837842,34.109531,,,,,,66.807266,94,94,94,,,0.16956589,0.2368829,0,0,,,0.72219294,,,,,,0.74091232,,0.13254696,,0.13746229,0.13929561,,0.15877891,,0.053375654,0.12607907,0.16071104,,,,0.63329345,0.38346884,0.23613781,,0.25934944,0.41899797,0.13178919,0.23735389,0.066555545,0.13348337,0.17352507,0.047405764,,,0.26892954,0.17028832,,0.006954476,,1.9892912,2.0965428,1.2786911,2.3273571,2.5220416,2.6253181,2.1202762,2.3556027,2.5963218,14.75711621,Matched (3),0.20386755,,0.20386755,
