district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents
kandhamal,23.27586174,odisha,37.494507,30.141817,1.3517399,6.2684236,69.683304,19.08165,60.310577,4.6966987,15.911073,-698172.7871,1.9142276,11.958314,88.041687,4.9905181,69.089188,5.225832,41.928162,24.678568,463.3660627
kendrapara,8.296943665,odisha,13.940674,31.465796,1.8572732,8.6753807,93.147453,26.618952,0.70811808,34.415047,38.035057,-293529.4088,2.3855054,6.6605387,93.339462,5.0633335,72.428131,3.1297374,65.784248,27.678356,810.4005482
kendujhar,24.02402496,odisha,41.66972,30.674025,1.4104007,6.5840096,71.36142,11.968815,47.639332,16.166479,24.133818,-680066.0846,2.0031264,18.406281,81.593719,4.6303968,71.443085,5.7113781,41.734684,22.546776,1154.307737
khordha,12.01814079,odisha,27.234146,31.436457,1.8760362,8.9462366,90.974899,20.957455,4.8935976,30.143877,43.897472,416876.4634,3.379308,53.088528,46.911476,5.2592015,71.354225,4.7642565,64.828728,29.965672,1361.397073
koraput,25.49800873,odisha,44.004059,29.849033,0.86769915,3.987874,47.295761,17.412016,55.126942,10.913342,16.448639,-726560.4655,1.9082266,16.632345,83.367661,5.0064597,66.975716,6.5697021,29.121286,17.387424,849.2462282
malkangiri,30.84112167,odisha,34.331753,30.135571,0.83006823,3.6772316,45.107891,23.018503,62.865414,7.1786561,6.9374309,-932308.3919,1.7108759,8.0363331,91.963669,5.2652698,71.364197,6.7003636,33.019611,22.01144,383.2718499
mayurbhanj,36.31578827,odisha,42.045322,30.758905,1.3236266,5.9871635,68.236786,12.472586,59.371536,11.139838,16.01643,-1026151.465,1.5834149,9.2861576,90.713844,4.7091651,75.471565,6.4465871,41.871349,9.9917631,1433.916109
nabarangapur,33.46613693,odisha,52.151611,29.630133,0.85835689,3.8323047,48.918419,17.899677,63.372959,4.5185661,14.208797,-948806.0701,1.5873049,7.0725083,92.92749,5.2115111,73.081985,5.8211493,27.894644,23.529718,741.0022234
nayagarh,7.777778149,odisha,19.053997,31.472755,1.6787831,7.5562978,88.899628,12.878754,8.5898409,16.093046,62.438362,-211521.6131,2.4926698,8.2888355,91.711166,4.9536977,79.921791,3.1567078,61.461216,26.897181,562.4008965
nuapada,47.72727203,odisha,48.968117,29.95685,1.2147334,5.540154,66.061569,17.204782,32.258797,1.6473551,48.210484,-648763.827,1.9122299,3.06861,96.931389,5.057157,69.510414,3.8316793,30.12771,19.003723,362.4314163
puri,9.846154213,odisha,24.825333,31.556831,1.8769307,8.7230215,92.873634,21.860828,0.4492667,27.995167,49.095375,-14301.20825,2.7959776,17.382847,82.617149,5.0275259,73.067299,3.8166378,56.476074,29.458988,966.093907
rayagada,41.242939,odisha,42.58223,30.905306,0.91048479,4.19555,49.175705,17.37751,57.792942,7.3325386,17.497005,-591186.4924,2.0049975,15.172829,84.827171,4.9923735,72.898827,6.6107183,30.264368,19.211193,555.6523445
sambalpur,28.04428101,odisha,33.12075,31.335426,1.6820748,7.762969,85.88623,19.329803,41.146255,9.0662737,30.352062,-294439.7489,2.399791,29.265265,70.734741,4.5323215,65.222511,6.3707104,52.602821,23.372473,566.7633632
subarnapur,29.65517426,odisha,49.93652,29.971088,1.6727165,7.7363801,88.326385,25.908834,12.736921,10.676267,50.677979,-233574.5491,2.4713993,6.9764166,93.02359,4.9901471,70.535103,3.451982,39.547657,17.961784,367.4675005
sundargarh,23.27272797,odisha,31.402157,31.328527,1.5817218,7.3912787,78.555855,12.342641,52.62291,16.996069,18.038383,-241720.4143,2.4974632,37.28347,62.71653,4.6359892,66.275536,6.6198959,58.103329,19.665834,1228.67949
karaikal,,puducherry,6.377182,31.553389,2.0823998,10.247779,92.777069,21.629457,0.50670415,0.20293958,77.090919,650736.873,3.7487483,51.680702,48.319298,4.5097384,64.563164,8.0796776,87.280258,54.289879,140.7434997
mahe,,puducherry,3.0255356,32.973541,2.4307914,12.581805,99.79332,1.1796743,0.11084089,7.2374821,91.365898,1430363.494,4.8347597,100,0,4.9363275,69.143555,2.8261395,93.305313,45.216187,19.80822397
puducherry,,puducherry,9.3190842,32.143932,2.2047493,11.067874,94.465195,23.55258,0.15018606,1.9688931,73.952255,955041.375,4.1552968,70.747887,29.252111,4.37045,66.533348,7.929091,81.534019,55.414028,499.5691485
yanam,,puducherry,17.863937,32.005157,1.8321835,8.8061218,87.88324,20.660868,0.40862504,21.695717,56.948238,1009329.91,4.3288102,100,0,4.1668367,70.541077,6.7659726,75.135796,46.889263,30.62832186
amritsar,13.22115326,punjab,27.068203,31.369947,1.7496988,8.8323107,84.162956,43.36499,0.3471705,36.509167,16.911934,1226295.264,4.4884248,50.223625,49.776371,5.5333662,71.113274,4.2053056,63.475315,38.739429,1379.746948
barnala,24.73684311,punjab,23.767845,31.526484,1.718486,8.6454525,81.743073,43.598747,1.0090994,44.302959,9.6073332,1134549.477,4.4080806,34.65395,65.346054,5.6758952,73.398575,2.4139936,69.470726,36.698734,338.489619
bathinda,9.774435997,punjab,52.923466,31.193872,1.5642892,7.6480408,76.26857,55.193596,0.61144626,36.482635,6.9260516,1015922.581,4.2070994,37.422935,62.577068,5.7357173,73.562714,2.2413929,39.854465,37.939137,844.6422815
faridkot,16.89189148,punjab,36.467857,31.13168,1.6352581,8.0596561,79.070259,52.413471,0.39837873,35.854675,11.000685,980938.1433,4.1675801,39.804279,60.195721,5.7275453,72.445824,3.3270884,53.215935,42.761456,341.0043734
fatehgarh sahib,16.66666794,punjab,28.706825,31.898218,1.9288961,9.7734861,90.334473,41.920849,0.27672672,35.587986,19.379919,1275100.424,4.5642076,31.689072,68.310928,5.725286,72.510178,4.122787,65.618553,40.565334,321.1103067
fazilka,19.8501873,punjab,46.617374,30.49444,1.5983446,7.8139153,77.459267,52.351849,1.3558388,26.947552,13.818632,765086.1528,3.8472464,22.121784,77.878212,5.8564196,69.754745,4.0775232,43.100285,52.038158,709.4772655
firozpur,10.69958878,punjab,33.696938,31.638084,1.5802827,7.8857441,79.083794,41.531116,0.1828897,41.863331,10.437183,993608.3791,4.1645455,34.619526,65.380478,5.6379342,71.060799,4.3176136,57.400536,44.617653,449.1522315
gurdaspur,6.779661179,punjab,24.924988,31.172968,1.8695415,9.5969543,88.615532,39.086891,0.85734177,39.936573,19.668394,1160737.491,4.4125357,23.074076,76.925926,5.3902645,72.156403,3.7515397,65.92453,41.289322,903.3269326
hoshiarpur,16.42512131,punjab,24.324112,32.175613,2.0790095,10.743872,94.794029,39.152058,0.54940116,37.667526,21.989302,1271931.905,4.5583119,23.903847,76.096153,4.9404273,66.994675,4.3526492,72.315613,46.367401,951.5426598
jalandhar,18.7399025,punjab,22.566368,31.94726,1.9561077,9.9522352,90.565056,57.22649,0.35731563,29.421679,10.509641,1320532.374,4.6272197,51.568432,48.431568,5.2369175,68.230995,4.5976281,69.398132,43.985741,1224.334097
kapurthala,23.15789413,punjab,30.619263,31.784657,1.8505751,9.4501905,87.506226,51.89064,0.4643504,29.621071,17.354391,1247243.182,4.5413094,34.901134,65.098862,5.5309439,66.257713,4.8827186,67.102425,36.20908,455.9484412
ludhiana,18.33333397,punjab,23.120697,31.575539,1.9144534,9.7104177,87.750229,48.370922,0.22491199,33.404442,16.768965,1183669.588,4.4471941,56.88446,43.115536,5.2967219,70.608475,3.9769616,70.982887,36.790241,1752.223272
mansa,6.761565685,punjab,54.047588,31.113731,1.4280629,6.937408,72.264763,42.795303,0.61244524,41.464493,10.320403,851107.6154,4.0137572,24.669283,75.330719,5.764842,70.221207,4.907023,36.145573,31.334194,458.9358872
moga,11.66666698,punjab,34.959251,31.414068,1.5643736,7.7107787,78.853767,52.414162,0.55729866,34.053394,12.228525,1046242.062,4.2423735,24.335451,75.664551,5.569551,70.332474,3.5035472,59.775627,29.3564,562.8974568
muktsar,13.65853691,punjab,43.389877,31.373558,1.529972,7.4282012,76.081497,56.053238,0.51368916,32.92662,10.130726,966395.5528,4.11514,27.909624,72.090378,5.5101786,71.664169,3.0467219,46.696617,47.913105,520.6625399
pathankot,5.982905865,punjab,20.306892,31.609808,2.0753551,10.708902,94.177216,34.301273,0.38282382,37.68367,27.174816,1160636.587,4.4541574,45.214272,54.785728,5.2633314,70.447357,4.0367641,76.297485,41.137169,350.2190704
patiala,14.81481457,punjab,38.151611,31.538265,1.8115717,9.1224022,84.980209,42.742096,0.094890833,37.009403,19.930525,1228722.356,4.5243802,46.247066,53.752934,5.6350384,71.774109,3.8683765,58.694221,52.63884,1145.420493
rupnagar,10.16949081,punjab,34.12627,31.471033,1.9801339,10.022707,92.586906,44.738163,0.3117834,31.940624,22.63485,1191931.837,4.4862118,28.097837,71.902161,5.6455526,67.353371,3.8960743,62.498569,44.947712,406.62554
sahibzada ajit singh nagar,24.7311821,punjab,24.712906,32.215881,1.993736,10.04965,90.022842,32.067982,0.71372992,47.064129,16.524952,1403523.424,4.6281052,52.351318,47.648682,5.835927,74.916771,4.0329499,70.687988,48.678837,583.7061872
sangrur,24.42528725,punjab,32.385426,31.09584,1.7703266,8.9027405,83.429184,35.68639,1.0278093,44.414394,13.435496,1124091.882,4.3729296,32.222553,67.777451,5.6961832,70.578568,3.3957691,59.216373,47.297157,990.1967394
shahid bhagat singh nagar,30.2325573,punjab,30.109367,32.056667,1.9277756,9.8619242,92.509911,59.834248,0.5082649,27.532486,11.762495,1245626.388,4.5484128,19.60367,80.396332,5.2904906,66.1185,5.1934586,65.005722,44.785179,362.4165422
tarn taran,9.23913002,punjab,33.363697,30.576775,1.4334852,7.0666728,74.726761,55.869633,0,34.129047,9.4661808,827917.8477,3.9632504,15.582307,84.417694,5.6753674,69.020828,5.1897483,52.25951,43.862446,624.9798839
ajmer,18.18181801,rajasthan,37.285614,29.882622,1.5469142,7.5122757,74.561104,19.824242,4.033917,17.955523,57.822365,684030.8911,3.765135,40.577911,59.422089,6.0866747,71.618927,3.4404862,56.459435,42.563461,1577.283944
alwar,26.34854889,rajasthan,45.292171,29.077103,1.4099511,6.7734008,68.024284,22.034092,9.9285889,16.008549,50.527225,407833.7139,3.3663285,19.885101,80.114899,6.4992599,73.96077,3.3334429,47.089634,38.077267,2138.375944
banswara,42.46575165,rajasthan,55.27351,29.193764,1.1732174,5.6002226,57.501781,4.8600183,70.255554,5.9293327,18.445898,-598334.8981,2.0648692,6.9028788,93.097122,5.642076,70.743385,2.5669928,30.571514,41.963291,1148.993113
baran,12,rajasthan,49.741676,29.520918,1.2714603,5.82411,64.656639,23.874098,19.216377,7.6506166,49.096256,43059.45239,2.8627846,19.892076,80.107925,5.9344459,72.385025,3.5821285,38.404411,29.527294,828.4089839
barmer,17.91907501,rajasthan,33.195389,28.62145,1.2563765,5.7815509,69.814308,27.706007,8.2542992,15.087661,48.952034,51361.21586,2.8476844,7.4638577,92.53614,6.3593197,68.456535,1.4192706,57.493103,29.111961,1852.193105
bharatpur,29.3103447,rajasthan,49.765396,28.373245,1.3471276,6.3715844,67.407448,27.095413,3.063849,16.955912,51.831291,47509.50913,2.8224723,19.291481,80.708519,6.5607777,69.699234,2.4261446,39.000763,31.421143,1385.532316
bhilwara,32.99747849,rajasthan,35.759644,29.930475,1.1869687,5.5173106,60.687592,20.208605,6.5531244,16.592007,56.646263,201217.5759,3.0227916,19.061146,80.93885,6.2816596,74.49894,4.4127402,54.544479,34.651894,952.1171846
bikaner,5.660377502,rajasthan,53.930878,29.494642,1.330712,6.3165765,67.548752,25.55983,1.2514431,20.142994,52.890564,610428.0783,3.6576517,33.742756,66.257248,7.0394478,74.604462,2.8221133,40.862907,43.040421,1523.450448
bundi,18.30985832,rajasthan,54.403431,29.415379,1.2411911,5.8607488,61.366154,14.452354,24.598173,9.4708424,51.384628,15751.04539,2.8187945,22.034895,77.965103,6.0447173,71.224449,4.9930778,38.686207,36.125145,718.6491958
chittaurgarh,26.27737236,rajasthan,39.803596,30.664934,1.1792885,5.4885283,61.765266,21.418003,9.0151873,18.619724,50.947083,156209.4603,3.0355051,16.83931,83.16069,5.6583619,77.136536,5.6592751,51.776779,39.906918,941.19609
churu,22.88135529,rajasthan,38.512707,29.744505,1.389299,6.6263108,68.809952,25.257996,0.84338599,24.409601,48.914528,376114.2535,3.33007,29.356771,70.643227,6.7820354,72.330963,2.7323174,48.234692,38.188614,1470.542767
dausa,33.10810852,rajasthan,53.637947,29.669041,1.3191967,6.4059629,64.087769,25.262415,27.714809,16.021997,30.918715,113725.4268,2.9407086,13.554327,86.445671,6.4382672,72.087265,2.6070735,34.557228,37.505726,978.8409857
dhaulpur,38.11881256,rajasthan,43.563366,28.528944,1.2309874,5.8243127,63.226692,17.712563,8.6129313,30.8916,42.471634,-44405.85595,2.716264,25.020111,74.979889,6.084579,73.095482,2.8271208,37.198452,24.900875,688.7855242
dungarpur,25.6880722,rajasthan,36.37067,29.761641,1.3755316,6.5396695,71.060364,4.4668169,68.799706,9.669282,16.842569,-258349.9807,2.4156077,5.3101048,94.689896,5.5127602,70.611801,2.529552,51.515675,36.452511,1026.683782
ganganagar,5.177993774,rajasthan,43.597733,30.296495,1.5315343,7.4784017,73.897087,38.71706,0.85727692,11.516802,48.908859,608543.7179,3.6463244,26.350582,73.649422,6.1484075,71.584396,3.4529784,50.541328,44.65308,1360.7465
hanumangarh,3.289473772,rajasthan,50.120537,30.166405,1.4856315,7.1492052,71.081573,29.900051,1.3233443,12.398536,56.378071,538319.7928,3.5361252,21.655931,78.344063,6.1027069,72.95517,2.9980485,45.227043,42.487926,1222.704696
jaipur,21.21524239,rajasthan,37.880447,30.009974,1.6529262,8.1569233,74.705803,18.740606,6.790854,25.53072,48.937817,721484.0406,3.7846642,45.704494,54.295506,6.45997,72.84967,3.3723087,55.304382,41.483952,3574.723261
jaisalmer,11.76470566,rajasthan,34.44479,28.378542,1.0823092,4.9016867,63.490654,17.728325,3.805954,29.809839,48.655884,156088.0647,2.9925659,9.4803009,90.519699,6.4630766,70.26181,1.2783924,57.109867,37.860825,484.0858556
jalor,18.26484108,rajasthan,27.693268,28.830418,1.1792579,5.3082256,65.046524,26.408699,8.3819218,17.44804,47.761337,179213.2367,3.0127141,8.0821075,91.917892,6.3106942,71.478813,1.7742127,56.940651,34.535542,1400.157889
jhalawar,6.465517044,rajasthan,55.797665,29.472498,1.153604,5.2894478,62.262875,17.042284,16.529131,12.352417,53.926117,-88617.73005,2.6563771,16.625191,83.374809,5.738606,74.65551,3.7902951,33.782749,40.278824,909.8464205
jhunjhunun,19.49685478,rajasthan,39.525322,29.411068,1.6786735,8.1790848,77.110252,23.320612,1.9713603,14.573688,59.673035,592718.6961,3.6515059,22.21887,77.781128,6.1316891,68.588966,2.3284554,56.146835,37.081543,1449.455433
jodhpur,8.620689392,rajasthan,29.882713,29.151863,1.3619045,6.5219035,68.298882,24.163336,2.208133,25.515789,48.112743,577116.5145,3.5993781,34.257027,65.742973,6.4341722,71.86261,3.5154085,60.900391,33.185162,2640.236889
karauli,6.878306866,rajasthan,56.289051,29.141693,1.1457453,5.2656126,57.484936,24.128586,24.306341,10.342996,40.77956,-132498.6122,2.587419,18.22197,81.77803,5.9163132,72.045952,3.0684478,32.484646,29.185068,814.1529582
kota,12.890625,rajasthan,33.778301,30.040808,1.763938,8.4996538,81.53933,25.205957,7.6010799,20.916077,45.758888,807619.7135,3.9319215,62.320293,37.679707,5.9421487,68.541801,3.5728946,62.223988,38.580868,1339.217558
nagaur,25,rajasthan,37.214554,29.405138,1.3301243,6.3682828,67.531578,23.639736,0.96482605,14.007936,61.387505,537431.828,3.5589671,18.510267,81.489731,6.4246001,69.721428,2.4749634,54.672562,35.631344,2576.698934
pali,12.10526276,rajasthan,27.408806,28.681372,1.4874309,7.072,77.09951,21.60717,8.3339224,20.636728,49.262817,606120.2582,3.6697719,19.98609,80.013908,5.7142005,67.051353,1.8577274,68.352707,35.95665,1443.550037
pratapgarh,43.19526672,rajasthan,50.298996,29.076256,1.1432275,5.2726345,58.504032,11.644932,62.243397,9.1017981,16.923695,-593684.9868,2.05651,8.1051302,91.894875,5.8514481,73.181938,2.8893356,31.01886,37.726341,568.0769815
pratapgarh,6.506849289,rajasthan,50.298996,29.076256,1.1432275,5.2726345,58.504032,11.644932,62.243397,9.1017981,16.923695,-593684.9868,2.05651,8.1051302,91.894875,5.8514481,73.181938,2.8893356,31.01886,37.726341,568.0769815
rajsamand,30.68782997,rajasthan,39.179447,29.151728,1.4431361,6.8017621,73.58062,15.524771,13.087527,24.788839,46.401157,328094.9735,3.2425811,17.732237,82.267761,5.886497,70.240196,3.5271759,55.55209,40.353031,795.9725314
sawai madhopur,12.80487823,rajasthan,58.60347,28.994442,1.2442725,5.8477912,61.722332,21.57452,21.113352,15.125504,41.559116,37173.24263,2.828722,20.022797,79.977203,6.38271,72.287407,3.0110431,30.829277,29.299971,826.2452558
sikar,34.61538696,rajasthan,32.448631,29.905968,1.5906918,7.7547016,74.503044,21.31048,4.1420927,16.349014,58.031506,629846.5014,3.6862571,23.636555,76.363441,6.5624223,71.364578,2.9057376,58.625717,42.144188,1840.261858
sirohi,24.81203079,rajasthan,42.311226,29.095617,1.2399493,5.6984305,63.283203,23.566854,26.245096,15.894824,34.293224,63807.24416,2.9230752,20.136864,79.863136,5.8958187,68.27182,3.932308,50.592941,38.482777,725.5836163
tonk,25.17482567,rajasthan,37.314095,29.437765,1.2074564,5.6490045,59.804745,26.122793,14.618773,10.207805,48.131317,34911.98957,2.8124719,23.235849,76.764145,6.4112782,71.905685,3.270869,54.277443,43.254234,866.7559608
udaipur,29.3139286,rajasthan,44.325123,30.115957,1.3177106,6.1677089,68.485947,9.880538,41.833206,19.996538,28.289717,75401.16292,2.9081047,20.971577,79.028419,5.6920767,71.670464,2.9726973,47.147396,32.329002,2062.471985
east district,41.4587326,sikkim,6.9699097,30.679462,2.0144508,9.6878195,94.482536,4.7546191,29.21175,4.5491347,60.859985,512951.6628,3.5615885,60.864628,39.135372,3.9625149,60.844116,3.3833969,91.451553,28.522259,188.6207272
north  district,,sikkim,10.471161,31.20266,1.6809359,7.8925118,86.458466,4.5071764,73.055557,2.3489637,19.727589,161776.6297,2.9993303,20.324385,79.675613,3.8016956,66.796387,3.2985291,80.014336,30.995148,15.48320405
south district,43.54243469,sikkim,11.635513,31.850008,1.8568771,8.7618475,92.834351,4.2968512,30.171888,4.1228371,61.015118,346131.6743,3.2791669,29.965809,70.034195,3.9516988,65.950218,5.0184379,84.040298,38.958637,73.01534967
west district,50.58365631,sikkim,5.0241547,31.169571,1.8140545,8.4276428,90.47226,9.0526247,52.495365,9.1224785,28.933598,96186.68589,2.8834341,4.2345514,95.76545,4.4453616,63.569023,4.3340983,86.914322,23.780888,71.38465175
ariyalur,34.18803406,tamil nadu,17.687592,32.752975,1.8694201,9.1445665,88.426888,26.479721,2.0819054,2.3742204,69.064156,2767.666896,2.756417,9.4233017,90.576698,4.3310423,76.578156,6.0179396,71.717667,50.493008,406.046795
chennai,23.73371887,tamil nadu,15.046814,32.254036,2.342567,11.974377,96.755753,22.927139,0.41859108,1.1788887,75.47538,1287277.254,4.6167731,100,0,4.1232786,67.637215,3.6978204,83.820267,49.771824,2709.461601
coimbatore,31.77189445,tamil nadu,9.2589798,32.579029,2.0870852,10.380155,93.909134,21.660416,1.8585976,1.1389583,75.244499,789696.9762,3.9276502,74.392754,25.607246,4.0306058,74.032677,6.1805501,85.488976,55.954033,2022.564916
cuddalore,39.74025726,tamil nadu,15.099342,32.334618,1.8580865,9.0463963,88.002762,34.502022,1.3788,1.8918639,61.66103,308163.6755,3.2290733,36.341183,63.658817,4.5723438,72.118706,7.3327723,76.789154,61.071308,1601.6635
dharmapuri,13.53383541,tamil nadu,23.64241,31.657562,1.8570073,9.1536684,84.273041,31.204203,6.1853385,6.950923,55.577892,349368.6568,3.3024175,16.25433,83.745667,4.0995102,74.390099,5.7217274,65.49781,47.133411,979.2315711
dindigul,28.79177284,tamil nadu,19.310036,32.06982,1.8339715,8.9208651,87.36985,37.104382,0.83634257,0.1469873,61.912292,244662.1517,3.139241,36.400566,63.599438,4.5230713,76.351013,6.6910639,71.398148,56.897545,1514.801538
erode,33.10344696,tamil nadu,24.993523,32.629189,1.9319981,9.713048,89.052841,39.188953,3.6459327,0,57.165115,582460.2723,3.6518443,33.979202,66.020798,4.2176409,71.458382,6.6055112,72.546288,37.00972,1708.035367
kancheepuram,26.79738617,tamil nadu,14.53231,32.381931,1.9894927,9.6872091,91.95813,30.303038,1.6442552,3.0796182,64.248878,752764.6198,3.8853376,67.479263,32.520737,4.5053287,69.950775,5.7156043,79.259064,53.36697,2566.936538
kanniyakumari,15.17509651,tamil nadu,8.564743,32.810505,2.3748522,12.196545,99.205925,4.0912738,0,0,95.908722,875898.6195,4.112988,79.032776,20.967226,4.1835251,75.539055,3.8626134,89.422462,51.604462,906.5135632
karur,37.5,tamil nadu,17.594009,32.195938,1.864,9.1387663,86.7313,36.231384,0.29840967,2.1259797,61.027664,322378.6656,3.2545624,38.459675,61.540329,4.1472254,71.363625,7.0214643,69.990936,58.904572,558.9611685
krishnagiri,20.5,tamil nadu,25.770523,31.739573,1.789214,8.9231148,84.094063,21.238592,3.4811389,0,74.970467,434743.2582,3.4144864,27.286518,72.713486,4.2356014,77.084167,6.6145167,69.987457,59.265606,1065.239595
madurai,30.2798996,tamil nadu,13.587135,31.735516,2.0028474,9.8999071,92.608307,19.139402,2.1040118,5.3009286,72.863243,731027.0263,3.8481996,59.52232,40.47768,4.0598187,69.277222,7.2240157,83.199463,51.716179,1991.957812
nagapattinam,37.9120903,tamil nadu,12.968056,31.852783,1.9853619,9.6793814,93.559807,38.195946,0.10869,0,61.458546,154213.1527,2.9969478,34.008877,65.991119,4.2964602,67.818161,5.5092802,70.354584,41.431503,1092.859479
namakkal,52.89855194,tamil nadu,18.127304,32.149174,1.9499115,9.6180773,90.662514,33.425911,3.9901509,9.1716614,53.009712,624681.2483,3.6934788,38.541927,61.458069,3.9976077,71.132317,7.466989,77.231606,59.697689,884.0272679
perambalur,28.23529625,tamil nadu,19.670792,32.212208,1.8161931,8.8661518,86.097824,36.757557,0.73566282,0.14162013,61.959148,365739.1094,3.3216643,16.464937,83.535065,3.9416575,74.501556,8.0188847,69.866577,50.669014,315.1724533
pudukkottai,43.67088699,tamil nadu,25.710144,32.138885,1.8524218,9.1079149,86.487587,24.934532,1.0038488,0.82798868,72.125435,41163.2142,2.8374977,20.055367,79.944633,4.6926293,72.021294,8.1042433,68.616013,56.613773,914.0391534
ramanathapuram,34.05797195,tamil nadu,23.076515,31.834028,1.9273248,9.3407717,91.6931,20.553791,0.25795519,0,79.188248,362017.1141,3.3135197,33.943497,66.056503,4.325191,74.380775,6.0846782,74.270683,55.88065,896.5255057
salem,37.0639534,tamil nadu,35.016418,31.957167,1.8586501,8.982317,86.463623,24.209002,9.203289,0,66.420433,526639.2454,3.5414567,49.409801,50.590199,4.0230622,72.751404,6.3863487,61.367691,55.336208,1981.165584
sivaganga,27.97619057,tamil nadu,13.26757,32.092091,2.0103772,9.9389076,90.854332,26.057211,0,0.70357907,73.106636,411404.6571,3.3691678,35.53054,64.46946,4.1842155,72.218758,6.8557129,83.169632,51.032917,810.5232173
thanjavur,39.39393997,tamil nadu,15.207092,32.864105,1.9965318,9.7366257,93.810303,21.411615,0.15025026,6.9733648,70.738113,361023.4779,3.3094559,30.43372,69.566277,4.1008768,71.965286,7.5265355,77.038925,44.09145,1120.71883
the nilgiris,33.73493958,tamil nadu,10.463661,32.911854,2.0409393,10.191346,94.24276,41.89843,3.367449,0.40208539,54.332035,507212.1231,3.5338008,62.521381,37.478619,4.25108,69.837967,6.4359188,87.023964,49.270191,522.9404152
theni,12.29508209,tamil nadu,28.127129,31.757029,1.9516455,9.6155882,90.29612,25.330963,0.49880761,0,73.963524,546233.9335,3.6037292,51.863297,48.136703,4.5120387,76.120399,7.2096372,64.991158,56.463303,842.5432381
thiruvallur,22.72727394,tamil nadu,10.48439,31.840168,1.999814,9.8423805,92.288467,33.412914,2.3162677,2.9673233,60.400124,915183.2075,4.1118112,67.460976,32.539024,4.4955497,73.81147,5.3211436,82.561913,52.017696,2323.541334
thiruvarur,38.2857132,tamil nadu,19.979057,32.572983,2.0502405,10.047013,95.742783,39.07518,0.49984482,0,60.424973,102741.4328,2.933722,16.23464,83.765358,4.1954803,68.887108,7.5748124,69.153397,50.18615,678.6858481
thoothukkudi,26.77419472,tamil nadu,3.2170258,31.989279,2.0531569,10.134175,95.181587,26.8785,0.18650419,0.13673639,72.798256,676939.7742,3.7809994,48.632988,51.367008,4.383275,69.752815,4.6920428,85.438446,51.017963,1154.198615
tiruchirappalli,34.17721558,tamil nadu,21.212143,32.275238,1.9542981,9.6388397,90.168198,22.069454,3.0949094,0.92609048,73.310539,412363.5929,3.4032085,47.0238,52.976196,4.1279159,70.579292,5.6614308,67.64679,56.941319,1586.14129
tirunelveli,35.5603447,tamil nadu,22.110809,32.51223,1.9911526,9.6395407,93.701691,25.516832,0,0.14603414,74.337135,500663.4565,3.5105543,44.886284,55.113716,4.1559763,74.301781,4.5363388,72.081276,56.242447,1881.909399
tiruppur,29.24187851,tamil nadu,25.860039,32.647572,1.9025114,9.305047,90.187859,29.70413,1.847237,0.1260343,68.208984,657734.4712,3.7305613,63.727558,36.272442,3.9535911,71.210846,9.321723,70.97039,59.51469,1438.79799
tiruvannamalai,31.14035034,tamil nadu,32.535801,31.976395,1.8409327,9.0071468,88.416298,29.907978,3.7740848,2.2004626,64.01123,339107.2166,3.246474,24.120041,75.879959,4.5467873,70.843521,7.6519818,61.17165,52.560989,1300.365116
vellore,32.44207001,tamil nadu,21.241684,32.347961,1.904634,9.2813263,89.117973,30.604898,5.8765368,0.083104484,63.435459,553992.4461,3.5975387,38.17281,61.82719,4.4538302,73.242226,6.8331466,69.374886,43.151051,2363.552095
viluppuram,39.42470169,tamil nadu,28.912804,32.134209,1.7542965,8.4308767,85.974533,40.319424,0.25664482,0.24156263,59.182369,206425.9644,3.0513318,20.72497,79.275032,4.4456105,72.826012,7.2818971,63.976318,52.645874,1871.595486
virudhunagar,39.04281998,tamil nadu,13.281044,32.174267,1.8946739,9.2487745,88.68026,32.660816,0.099047124,3.1695156,64.070625,422328.3448,3.3919947,48.655945,51.344055,4.0396509,68.790062,7.7908845,77.989799,53.684765,1303.757513
adilabad,32.65306091,telangana,50.138683,30.608635,1.3540546,6.6189284,65.587166,16.131357,29.970905,7.6727839,44.743126,45585.53879,2.8541787,26.268356,73.731644,4.6940379,72.894798,7.9924488,40.360081,31.518677,425.6452859
bhadradri kothagudem,,telangana,40.468357,32.481735,1.4245265,6.8896923,69.265327,17.354342,31.541248,7.3755355,43.308212,337281.7065,3.2554524,31.255188,68.744812,4.0490699,71.958931,10.626845,52.73682,39.033375,675.1543795
hyderabad,42.79660797,telangana,21.328369,31.124128,1.8992971,9.4440708,83.336365,17.866104,8.5397978,11.409065,61.264027,1124946.269,4.4641948,100,0,5.0548897,67.421211,4.8941026,74.914185,47.168579,2237.627193
jagitial,,telangana,26.612267,32.107224,1.324017,6.4695444,64.288376,20.65719,3.6110904,7.9237499,66.920677,446706.8177,3.4363663,28.029406,71.970596,3.9981322,75.296646,7.7443242,72.206039,37.492226,654.637186
jangoan,,telangana,38.919426,32.786819,1.4089631,6.8689938,66.440651,23.757753,4.957058,3.6598644,67.625328,393666.761,3.3455868,18.805603,81.194397,4.1862788,77.045601,6.788723,57.740547,36.985004,330.5127242
