district,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
sant ravidas nagar (bhadohi),68394088,0.18048388,0.15424787,0.24509376,0.11273503,0.14499766,1.3661052,0.11992411,0.096734002,0.13323417,0.094169982,0.12651339,0.51118773,0.1504883,0.094834484,0.00982465,0,0.12674011,0.00982465,0.31635824,0.076418504,0.24858552,0.047800973,0.066889584,9.9051456,0.065135762,0.004912325,0,0.004912325,0,0.065135762,0.011671403,0.023342807,0.1046771,0.1909,0.085342668,0,0.83145458,0.95402139,0.29738659,0.13152573,0.22421499,0.28164446,0.22822858,0.20310487
mirzapur,92348344,0.19632733,0.1875665,0.19168292,0.057418332,0.1499659,1.5114143,0.14015362,0.18273777,0.1092059,0.13168012,0.20815429,0.40950295,0.2470651,0.2033429,0.055493902,0.033739857,0.071930751,0.027364053,0.23432182,0.070087172,0.22579671,0.11159702,0.067254469,6.1530414,0.035414193,0,0,0.00479687,0,0.040211063,0.041653883,0.06307783,0.16222678,0.28601727,0.1007986,0.005163623,0.78084642,0.20237154,0.3492977,0.1569699,0.23009771,0.2547853,0.26055726,0.2597065
sonbhadra,80552304,0.27875361,0.26906309,0.4246794,0.1203855,0.1028179,0.98344153,0.036934201,0.081213221,0.045607064,0.051619541,0.34563401,0.61012655,0.20389855,0.086139336,0,0,0.044841621,0.012997568,0.24765067,0,0.3356615,0.043069668,0.028919594,4.5839076,0.041654602,0,0,0,0,0.041654602,0.005919297,0,0.14907524,0.2729333,0.089380011,0,0.72828823,0.20457514,0.28029871,0.031852696,0.10021114,0.0788932,0.28811044,0.20407535
etah,79677824,0.14307489,0.16542405,0.21846984,0.13977794,0.13402736,1.2768245,0.15836798,0.18974167,0.2243747,0.14318909,0.3532258,0.68177176,0.22899631,0.18398567,0.044274453,0.022822574,0.079276152,0.057813112,0.28593349,0.08546064,0.34782872,0.079723202,0.074874222,2.1630116,0.070632562,0.009025673,0,0.010015848,0.011622481,0.081781648,0.024157399,0.048314799,0.17865618,0.2845147,0.10409795,0.042570665,0.68718958,0.37088352,0.36128291,0.10700351,0.22996633,0.1541446,0.19346425,0.23096283
kanshiram nagar,57362744,0.11963544,0.1784835,0.18114795,0.087008111,0.18733294,0.86819863,0.075332329,0.024288971,0.14940594,0.088436097,0.2996994,0.85213834,0.18110619,0.18982859,0.044650864,0,0.093338527,0.030641126,0.27889499,0.063338548,0.3736034,0.08740063,0.044892989,4.6633654,0.079812899,0.034880269,0,0.029586991,0.012192129,0.11004624,0.023759324,0.041071206,0.15982492,0.2736876,0.062899992,0.033595745,0.73502046,0.64093059,0.16302039,0.045917641,0.13097383,0.1713202,0.1769212,0.1800454
pashchim champaran,158213008,0.16527048,0.11612517,0.14081189,0.12716828,0.15207146,1.6294475,0.13630518,0.15103468,0.13564305,0.090982303,0.21188478,0.35078406,0.17432331,0.11986003,0.070661962,0.02819035,0.050943218,0.061775219,0.23349828,0.065290615,0.20149192,0.07525003,0.052520987,3.3681545,0.10117892,0.012769626,0,0.03602777,0.023258144,0.10117892,0.03605058,0.072101161,0.073590487,0.080599166,0.035176825,0.00646785,0.77929538,0.066065811,0.40380105,0.12947774,0.31522569,0.19600578,0.17915428,0.40578285
purba champaran,220310560,0.23244953,0.23743239,0.28484035,0.13733976,0.17629789,1.7307353,0.19359009,0.028668325,0.078187086,0.08841864,0.23216718,0.75773591,0.24121177,0.10646729,0.04473263,0.023793513,0.067678243,0.06292107,0.173963,0.042996712,0.35068429,0.059815757,0.063702531,1.1520051,0.06474597,0.011896756,0,0.016235208,0,0.069721282,0.022692874,0.023793513,0.13732046,0.24059004,0.11205916,0.030762453,0.81770033,0.43739101,0.47316083,0.12306523,0.27388227,0.17838785,0.38688555,0.29535353
sheohar,26435694,0.17290398,0.13240893,0.16218254,0.073309332,0.072527051,1.879443,0.18607706,0.092649885,0.15789954,0.12145548,0.19932513,0.47465733,0.14249749,0.14930083,0,0,0.007216871,0.007216871,0.18524489,0.024804607,0.25947309,0.070514664,0.016010739,1.491269,0.017101878,0.008830371,0,0.008830371,0,0.017101878,0.041877281,0.066779107,0.20599152,0.30776003,0.20784549,0.008159952,0.83879,0.30276477,0.50090098,0.26680359,0.36424518,0.24415633,0.32000011,0.35323983
sitamarhi,153270720,0.095056385,0.12847497,0.13529408,0.071124673,0.082379125,1.6152235,0.25670844,0.12633651,0.19576386,0.20169851,0.30915934,0.56919605,0.28618997,0.26579908,0.046183441,0.028492408,0.055985272,0.032548297,0.30053475,0.03871996,0.30111483,0.1220933,0.044291884,2.7018418,0.1309462,0.014246204,0,0.006171661,0,0.1309462,0.018319793,0.024426367,0.16374318,0.26540452,0,0.04762765,0.89543676,0.2895475,0.41427583,0.20511508,0.28274065,0.16970025,0.21428132,0.32911044
madhubani,174878048,0.13652752,0.15827605,0.1763086,0.10718043,0.095779464,1.7149116,0.20914684,0.23799962,0.16273153,0.16984016,0.28776792,0.57070905,0.24381445,0.17525189,0.037467659,0,0.052961558,0.01202104,0.22376703,0,0.31800598,0.087787859,0.023475518,8.9242678,0.093879275,0.040349502,0,0,0,0.11751261,0,0,0.097206518,0.19441304,0.080613293,0.00601052,0.83825123,0.37430894,0.48589146,0.14916776,0.26316676,0.23637603,0.22505841,0.35525113
supaul,89499792,0.12941869,0.12597971,0.11192312,0.11990145,0.078865379,1.7066294,0.12488063,0.12294765,0.09725979,0.10451098,0.16064043,0.40793118,0.1489893,0.074260071,0.017106073,0,0.034450371,0.034636226,0.10590111,0.034450371,0.19636439,0.041406553,0.022980433,4.7562556,0.023536021,0.008553037,0,0.017158441,0,0.023536021,0.006205858,0.012411716,0.14310801,0.24934609,0,0.012294331,0.91294056,0.43723351,0.48170561,0.17583564,0.27548116,0.12905987,0.23334146,0.41120565
araria,129827992,0.22900541,0.31909186,0.30228603,0.14956014,0.2473031,2.1622863,0.34837025,0.27575612,0.13726412,0.25564083,0.44455048,0.79292828,0.28989518,0.19176197,0.083255954,0.037204396,0.15555748,0.084201619,0.23323633,0.1513814,0.41889557,0.12105174,0.10222678,5.2977424,0.10025208,0.068387218,0,0.062729247,0,0.10519974,0.021679446,0.03785263,0.058400411,0.084573872,0.040767279,0.01627887,0.88814694,0.26027161,0.48850998,0.24449639,0.44504449,0.33997321,0.30875733,0.65242422
kishanganj,81627376,0.39317957,0.2406587,0.32007188,0.17814723,0.28224644,1.2530056,0.08710105,0.065077141,0.069899119,0.068562463,0.075122371,0.27412456,0.065851033,0.072127961,0.00685901,0,0.01371802,0.012292126,0.062822051,0.037589327,0.13898125,0.043334972,0.026010146,4.2408767,0.02049402,0.007488946,0,0.00685901,0,0.02049402,0,0,0.039802641,0.079605281,0.03321185,0,0.62659734,0.37080243,0.27349022,0.074961483,0.2104561,0.10592662,0.24974376,0.46010035
purnia,139988144,0.27952069,0.27814323,0.34750804,0.14862438,0.21756493,1.7876616,0.13514616,0.089306802,0.071007766,0.11001919,0.14866883,0.22317122,0.11034605,0.056853428,0.014317284,0,0.050002377,0.014317284,0.070783958,0.035499476,0.13199586,0.028426714,0.025001189,2.6098275,0.032369193,0.025117742,0,0.017749738,0.007368003,0.032369193,0.013964697,0.021123338,0.15670413,0.28965813,0.04006663,0.014526645,0.78651905,0.27577749,0.43779564,0.15011114,0.34625217,0.22339103,0.27565908,0.35445249
katihar,109816336,0.12520882,0.18875596,0.13080826,0.14094745,0.079761602,1.6624857,0.33895767,0.21500798,0.15710843,0.15144777,0.24668905,0.4030323,0.14656842,0.12742829,0.089434728,0.065084562,0.18443088,0.065069102,0.18660936,0.13952352,0.23211305,0.065917678,0.07232181,0.99919188,0.075616889,0.012350803,0,0.035795931,0,0.085045941,0,0,0.15340155,0.24688517,0.038853984,0.018701006,0.74701732,0.26828322,0.37453374,0.1421347,0.29696763,0.19245182,0.32033053,0.33606735
madhepura,93022720,0.18452547,0.18636444,0.1970747,0.089888424,0.062267002,1.1437062,0.056173783,0.032585599,0.005275002,0.069829084,0.18375163,0.52771652,0.050782248,0.039034497,0.039034497,0,0.009831813,0,0.16904256,0,0.23515962,0.023170758,0.004915907,3.4085639,0.07408502,0.010550003,0,0.01320687,0.005275002,0.082016885,0.018481871,0.010550003,0.15036698,0.28526804,0.015863737,0,0.79379517,0.21903126,0.33601022,0.074356236,0.16668023,0.16876216,0.24803115,0.14986622
saharsa,75813608,0.13398702,0.17055643,0.27660218,0.12387808,0.11272592,1.659781,0.20680921,0.17843954,0.13476309,0.14244179,0.41838542,0.59213346,0.25678349,0.14190783,0.10606133,0.016638886,0.079484172,0.01901073,0.32228616,0.017973553,0.34745419,0.086287886,0.045258895,4.5482225,0.071382999,0.008319443,0,0.008319443,0,0.079702444,0.032516882,0.065033764,0.13719569,0.21399596,0.19805524,0,0.9117713,0.58224642,0.54285735,0.17742032,0.2250559,0.11725105,0.40319362,0.32529765
darbhanga,174506080,0.11947485,0.15800788,0.20562591,0.062803388,0.10809024,1.4875617,0.15597716,0.096486881,0.16657822,0.14448515,0.24469045,0.91373003,0.21490566,0.18299814,0.037486888,0,0.067992128,0.05618893,0.21796781,0.023840608,0.4566206,0.094569825,0.061130255,3.9117198,0.11960498,0.027451944,0,0.021412252,0.005418648,0.12945706,0.042538267,0.06627965,0.25141391,0.45818371,0.047003657,0.005988204,0.91058284,0.43506959,0.42179582,0.075724073,0.19132864,0.15113571,0.32418674,0.36857423
muzaffarpur,190603984,0.13302574,0.17551591,0.19445623,0.063841909,0.15368745,1.5750848,0.10181764,0.082119957,0.079395518,0.074236974,0.12013961,0.52837914,0.1800797,0.026869444,0.031775601,0,0.11007923,0.049288481,0.18656449,0.063551202,0.28335541,0.032135807,0.066800185,4.0455551,0.079061918,0.016839312,0,0.021831851,0,0.095901228,0.011643387,0.023286775,0.1802308,0.30128884,0.1926869,0.015887801,0.80761576,0.29678473,0.39083883,0.12904419,0.23447514,0.2928741,0.21916683,0.36170623
gopalganj,96447744,0.092423864,0.07599923,0.080787741,0.029078638,0.03925024,1.3568988,0.094538003,0.012290759,0.029917039,0.052827116,0.22342689,0.83756649,0.3533324,0.17045636,0.037277117,0.037277117,0.043422498,0.00614538,0.36659431,0.066069998,0.45393252,0.078139193,0.036107689,2.9735806,0.056632791,0.020323358,0,0.024783939,0.018638559,0.056632791,0.033335056,0.066670112,0.14666323,0.22974169,0,0.01922044,0.76372206,0.50320071,0.40706694,0.12764303,0.25129512,0.13433878,0.25107512,0.22657546
siwan,120864208,0.18051451,0.26803604,0.37403378,0.081785776,0.21131474,2.2618883,0.14384528,0.058673233,0.1313041,0.087236598,0.17430259,0.69999444,0.24933118,0.045533158,0.037499506,0,0.071369812,0.010586864,0.1617614,0.006570043,0.32433593,0.035858192,0.043296091,2.7433674,0.05311881,0.022018652,0,0.027668778,0.016067296,0.064720295,0.016067296,0.032134593,0.17281771,0.32749057,0.060406022,0.024100941,0.79858494,0.13664763,0.44746864,0.19881664,0.37961888,0.42120141,0.35508233,0.45970035
saran,141253408,0.24482836,0.30517641,0.37666067,0.38359022,0.24863423,1.4548712,0.065385684,0.074195459,0.11292424,0.095917128,0.090642072,0.40320256,0.10284265,0.075380541,0.02785828,0.005930052,0.17991796,0.041514419,0.092813276,0.060409036,0.2348862,0.057258334,0.10608912,6.3182383,0.02599499,0.011444191,0,0.012776031,0.017429909,0.04475674,0.019349791,0,0.13673319,0.25303882,0.034437768,0.004714145,0.62671036,0.3501884,0.39238787,0.26326153,0.43226358,0.21725318,0.42899758,0.50117111
vaishali,132851464,0.2436146,0.28550619,0.32425547,0.19383161,0.40245959,1.4633225,0.21287218,0.14488457,0.10288092,0.14212146,0.17521903,0.59162569,0.23160827,0.19267224,0.073154457,0.057073433,0.13170618,0.06442593,0.26823273,0.13511498,0.31892061,0.12340073,0.090185419,7.0178308,0.094751105,0.030180382,0,0.031765755,0.006073015,0.094751105,0.086911313,0.15980071,0.24514499,0.32042637,0.1090721,0.040511612,0.70703179,0.51110476,0.35997367,0.14373688,0.39362836,0.2084441,0.25302291,0.30380222
samastipur,150139200,0.21331526,0.21615203,0.25247231,0.07706777,0.13697547,2.2320611,0.32720485,0.18534456,0.14554597,0.2389627,0.40463886,0.93799472,0.32758877,0.21079662,0.093619831,0,0.17719628,0.044183698,0.21800029,0.080334261,0.44877788,0.10614254,0.12283053,3.3911982,0.06911286,0.046241913,0,0.025584964,0,0.082641885,0.043772958,0.080897391,0.18257017,0.27902457,0.17378698,0.032730594,0.89490628,0.35172343,0.41520861,0.20921777,0.36469585,0.32884315,0.46378338,0.45031229
begusarai,173629840,0.2664848,0.35442206,0.33544955,0.2273638,0.26506296,1.5079238,0.047347829,0.10517375,0.06064089,0.058377441,0.27110794,0.48093581,0.18115261,0.2186895,0.04365078,0.039631978,0.13931829,0.11538042,0.24314715,0.14112961,0.24383028,0.10816298,0.11265216,6.1904507,0.042772721,0.018313926,0,0.009777351,0.005239843,0.042772721,0.030399395,0.040723093,0.19467713,0.36602336,0.14306228,0.019978104,0.71361446,0.68514258,0.34761304,0.083047286,0.24434789,0.15778452,0.35823506,0.4219608
khagaria,75884064,0.32495534,0.32020167,0.30940804,0.088353954,0.24761631,2.0432756,0.39273006,0.17168203,0.23395479,0.21557845,0.29836795,0.6126157,0.21115761,0.12478914,0.021482509,0,0.07104633,0.049724143,0.17447214,0.037122525,0.33318797,0.064090572,0.032529306,7.0443773,0.045031182,0.037807148,0,0.046133865,0.006668054,0.085290343,0.041848049,0.073070534,0.11296475,0.21397097,0.029793054,0,0.83090848,0.28871945,0.43134913,0.14135915,0.32757738,0.34046006,0.29505852,0.5074715
bhagalpur,153663552,0.25824425,0.30133021,0.26040861,0.15732238,0.20686907,1.4482356,0.22434177,0.049565457,0.1797708,0.16646935,0.26723465,0.57849562,0.12284573,0.10394243,0.030015616,0.010709853,0.17153111,0.018279741,0.18772927,0.13574286,0.30772445,0.064830042,0.11793017,9.2930794,0.067336701,0.02654955,0,0.037395928,0,0.11084969,0.039203595,0.035567783,0.22414106,0.42875704,0.04119686,0.019406462,0.73871374,0.45824122,0.58439058,0.16831927,0.24299066,0.33075312,0.37013316,0.29228073
banka,66688836,0.22506469,0.21911508,0.26062778,0.20746198,0.25196511,1.7483146,0.17970391,0.18614082,0.18594788,0.1613217,0.39426678,0.92354649,0.29988194,0.23707131,0.092321061,0.036524225,0.067835189,0.052081849,0.48216039,0.047550268,0.4821606,0.13662297,0.038315587,4.7000871,0.047636878,0.017599797,0,0.005767037,0,0.064429961,0.073858976,0.14771795,0.25748375,0.38440657,0.13319243,0.039162491,0.8750788,0.61396927,0.42454487,0.20488641,0.24137607,0.2721169,0.29457536,0.36083975
munger,55575724,0.32452407,0.3454504,0.33502156,0.21843028,0.29601231,1.4564118,0.21670574,0.068356954,0.17547159,0.16003574,0.41192263,0.82961231,0.19924767,0.23203915,0,0,0.12061968,0.069690444,0.30562845,0.17212616,0.42028573,0.12001888,0.12446763,11.112836,0.064385898,0.00558026,0,0,0,0.064385898,0.025685675,0.051371351,0.17010136,0.25487727,0.19648638,0.028839391,0.76340169,0.65187532,0.3993108,0.14804523,0.23642364,0.17478269,0.23193166,0.26591781
lakhisarai,39776460,0.33781007,0.3866446,0.3754687,0.33639249,0.22103792,1.7475188,0.24875027,0.10435074,0.14933828,0.19580466,0.54772735,1.0230318,0.30803046,0.30140871,0.023644235,0.023644235,0.14086536,0.085721351,0.54354525,0.080354437,0.51122844,0.15526029,0.092727832,10.553906,0.1089832,0.034526151,0,0.027930213,0.004298748,0.12253302,0.048813798,0.092612013,0.32080123,0.56126767,0.16187237,0.036211394,0.82021415,0.94106734,0.46455425,0.15282184,0.2843464,0.20436387,0.32483247,0.31660005
sheikhpura,24057234,0.24219139,0.18821678,0.15019241,0.24074255,0.10519605,2.2153733,0.28610969,0.16695784,0.15346032,0.20515925,0.28479418,0.83240008,0.21901554,0.32924441,0.061333694,0.083164714,0.10177055,0.065066665,0.4061861,0.085484847,0.42434835,0.18951389,0.070765115,9.6465883,0.078276373,0.029434597,0,0.010876978,0.007359865,0.1003511,0.023723094,0.029618077,0.2763637,0.45262906,0.1783703,0.009738734,0.79528576,0.46322951,0.48630899,0.13278733,0.31241354,0.3490262,0.4400506,0.49478653
nalanda,103633280,0.2400853,0.29435807,0.28664869,0.36828387,0.29360777,1.6728474,0.30072063,0.20341071,0.25822461,0.21947984,0.36157018,0.81344891,0.28521723,0.27648365,0.024161274,0.013804581,0.11191536,0.11460805,0.44135845,0.14507155,0.44434631,0.15311983,0.097490989,7.9075813,0.12915091,0.017258983,0,0.032445591,0.027375655,0.13626568,0.13259731,0.24793564,0.33042306,0.59515613,0.23772997,0.024087012,0.84542227,0.40749961,0.43040445,0.15828821,0.21617261,0.27444795,0.37799656,0.40926164
patna,191822544,0.15233959,0.1410275,0.22404958,0.05933312,0.081811227,1.0272734,0.14854509,0.22138695,0.17681263,0.16458775,0.31390491,0.61414897,0.14823699,0.091928631,0.02450173,0,0.19754128,0.071283251,0.33638045,0.096575156,0.3602224,0.050229728,0.10633771,2.6619754,0.035393033,0.007429971,0,0,0,0.035393033,0.046803564,0.093607128,0.19947827,0.3070547,0.05326077,0.015869047,0.75914681,0.63159168,0.34247229,0.058274698,0.20411348,0.068437561,0.17301624,0.18095909
bhojpur,121382392,0.17752044,0.20899202,0.18465601,0.16089113,0.15598701,1.87913,0.15862428,0.11258487,0.21508902,0.15095386,0.18015054,0.67948246,0.2893036,0.15312389,0.00383652,0.00383652,0.074398004,0.071346588,0.21651904,0.057770718,0.32661417,0.073713765,0.055151705,5.0338135,0.041397974,0.015936421,0,0.013152665,0.008109257,0.049767852,0.058561608,0.10918956,0.33072484,0.59553051,0.11899393,0.004412477,0.84449363,0.54882383,0.38159439,0.089935116,0.44639951,0.14311123,0.31557876,0.50251102
buxar,57108864,0.29293978,0.23224553,0.3000696,0.20519689,0.1970153,1.5889802,0.1574396,0,0.17589353,0.11268261,0.14449047,0.71610683,0.03549999,0.086713932,0.011605344,0,0.011605344,0.036002241,0.22037716,0.011605344,0.34533685,0.049159635,0.03257158,1.1968977,0.035786055,0.006341835,0,0,0,0.035786055,0.018337766,0.030721711,0.17644842,0.31421137,0.048364997,0.00551319,0.80263668,0.40185326,0.32914463,0.075303793,0.36085296,0.22623117,0.26511797,0.33232978
kaimur (bhabua),52531752,0.096375808,0.02986449,0.12369692,0.14453153,0.05741594,0.98219973,0.30669323,0.13256556,0.17016411,0.1818749,0.21475402,0.70235813,0.27450621,0.19433132,0.05980581,0.014912238,0.025051326,0.051817726,0.33530343,0.041512951,0.35889205,0.10365704,0.040046409,1.180648,0.067590892,0.019207107,0,0,0.006681426,0.073435128,0,0,0.15619014,0.30720398,0.011688474,0.007456119,0.78825194,1.1268804,0.40779191,0.069492772,0.12089098,0.13229395,0.1142466,0.13748352
rohtas,122142128,0.11179272,0.088502951,0.11279403,0.061538037,0.077079862,1.0748518,0.22699015,0.162084,0.22782682,0.19571628,0.16975339,0.77033716,0.19479005,0.20637833,0.011804739,0,0.030505413,0.030505413,0.25735861,0.039144281,0.38810256,0.10208518,0.050077554,2.6050406,0.05923463,0.062220253,0,0.03971469,0,0.093523636,0.011804739,0.023609478,0.25007054,0.42681172,0.013572386,0.005406464,0.75107348,0.55378395,0.25157359,0.070409536,0.21453945,0.15950461,0.12002226,0.25880229
aurangabad,93827544,0.20832369,0.16054414,0.15453485,0.11410032,0.11940703,1.1807678,0.2786206,0.17436674,0.16829641,0.20794132,0.16901672,0.61826551,0.1251135,0.16880181,0.023178248,0.023178248,0.059493449,0.044556893,0.29376546,0.070162401,0.33152905,0.067035489,0.076436989,4.0346775,0.07320863,0.022099746,0,0.015109039,0,0.07320863,0.023262946,0.026793901,0.33609092,0.58340168,0.021661816,0.022410605,0.77975219,0.34097502,0.31172493,0.061833486,0.23397012,0.13998915,0.20528547,0.22796468
gaya,150824064,0.090478584,0.0748007,0.10188327,0.082490675,0.057818074,1.194061,0.32984847,0.2327465,0.33584908,0.1864246,0.51524502,0.97565472,0.44667998,0.24972306,0.049251914,0.02027671,0.04136844,0.070221394,0.54552788,0.070720091,0.47237498,0.12709089,0.05791961,1.1905563,0.087993443,0.00465252,0,0.012591956,0.007939436,0.087993443,0.038069144,0.076138288,0.2681537,0.48625526,0.16547902,0.014250995,0.75204235,0.3458412,0.26923239,0.11208063,0.18602221,0.16285977,0.23685905,0.22700691
nawada,77509936,0.20146333,0.15808849,0.19460362,0.059305985,0.22249684,0.91140914,0.18557544,0.14961253,0.21036904,0.14873587,0.31318033,1.0576164,0.41526252,0.29822141,0.20066357,0.013522834,0.068232648,0.035125665,0.47127795,0.022820558,0.5164969,0.1491107,0.050685786,3.4513502,0.11557089,0.006478653,0,0.006478653,0.006478653,0.11557089,0.006478653,0.012957307,0.3191871,0.58424997,0.23717532,0.028191328,0.8163141,0.60233885,0.31016782,0.070384368,0.1617506,0.13884944,0.12712508,0.14268883
jamui,60078044,0.38951248,0.42644936,0.46414778,0.36343694,0.37581024,1.169566,0.47016281,0.19250344,0.35454786,0.27380741,0.52487069,1.0805092,0.31341973,0.29039022,0.013466251,0.013466251,0.17146701,0.097205259,0.65673852,0.1414794,0.57963288,0.13858142,0.13215794,2.3701062,0.075360507,0.017108213,0,0.032117523,0,0.095257327,0.032924142,0.054987144,0.27886477,0.52477306,0.16700746,0,0.81357276,0.56762248,0.39557663,0.080795854,0.20918831,0.1373309,0.18816215,0.20339184
jehanabad,37766928,0.1390126,0.15950032,0.17420664,0.10385947,0.12039981,1.2647547,0.22148702,0.15799628,0.22415967,0.20069948,0.27647883,0.90013188,0.24558704,0.35030687,0,0,0.11096933,0.093951777,0.29507467,0.084112294,0.43917504,0.18469858,0.11018174,2.9039087,0.17651904,0.023339203,0,0.03077412,0,0.17651904,0.063819014,0.07090982,0.40392759,0.62701261,0.084532216,0.053453539,0.82708329,0.99973679,0.403092,0.11163431,0.20942333,0.28121108,0.31598729,0.27553546
