district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents
saiha,33.96226501,mizoram,10.547523,31.012676,1.9302561,9.166481,97.004532,1.8368268,97.445114,0.0,0.5915302,327011.0257,3.2464483,48.118484,51.881516,5.2040262,62.752407,7.2558908,73.355743,40.833355,26.6057201,31.732996,9.2027149,95.70433,50.337791,2.1684539,96.293701,1.5378486,0.0,296243.25,4.774857,59.024258,83.903267,0.0,65.522697,5.620329924
salem,37.0639534,tamil nadu,35.016418,31.957167,1.8586501,8.982317,86.463623,24.209002,9.203289,0.0,66.420433,526639.2454,3.5414567,49.409801,50.590199,4.0230622,72.751404,6.3863487,61.367691,55.336208,1981.165584,33.578983,9.8702393,83.244827,48.686062,23.335697,22.766825,53.031944,0.0,450579.19,4.1125984,67.724266,96.384109,0.0,80.694824,120.030498
samastipur,1.790281415,bihar,32.045887,29.241087,1.1450675,5.3220983,59.369904,29.472702,3.959341,14.634599,51.757294,-740191.2544,1.7817222,3.0013661,96.998634,5.7989573,79.788956,1.9029776,56.271084,20.620125,2528.337707,31.281389,7.1889615,75.747353,5.4491763,35.376263,0.54491764,42.773933,21.30489,-574360.75,6.0389733,64.811554,88.316971,0.0,59.410877,407.5274889
samba,30.2857132,jammu & kashmir,10.219368,30.468079,1.8855588,9.4118109,86.665421,25.394562,7.3910379,62.17704,5.0373611,849911.7484,4.039145,5.4248052,94.575195,5.1369448,68.093246,1.0529957,88.909767,34.828827,185.4147216,31.600874,11.208659,95.852264,5.8509502,26.41074,2.4188643,4.9679103,66.202484,947615.06,5.0192618,59.445065,99.129135,0.0,69.449081,38.7024992
sambalpur,28.04428101,odisha,33.12075,31.335426,1.6820748,7.762969,85.88623,19.329803,41.146255,9.0662737,30.352062,-294439.7489,2.399791,29.265265,70.734741,4.5323215,65.222511,6.3707104,52.602821,23.372473,566.7633632,34.069912,8.4543219,84.302673,29.494576,22.311445,42.48534,27.769163,7.4340501,-475593.88,4.5967183,71.102066,85.723572,0.0,86.090469,38.67134291
sambhal,,uttar pradesh,57.7864,28.44643,1.0631111,5.0372043,54.066616,18.10182,0.72325593,19.866102,61.038273,97200.10009,2.9270182,21.010223,78.989777,6.5574207,66.804192,3.2873836,31.955534,34.44389,1312.342297,30.462162,6.8930511,69.804634,18.423721,14.203623,0.0,70.28978,15.506599,179804.84,6.6651196,62.931473,89.741936,0.0,79.795265,85.29802951
sangareddy,,telangana,32.355972,30.859772,1.3677965,6.5305948,66.782463,29.431599,2.2315302,9.7404003,53.249962,138256.306,2.9583015,30.734745,69.265251,4.7572193,74.252525,7.7038946,64.229424,32.905594,696.1886869,33.256378,8.0133295,71.058067,34.696995,32.168701,0.0,63.650547,3.2040119,204283.59,3.7786932,67.693169,96.585396,0.0,66.058662,123.0794441
sangli,,maharashtra,21.668823,31.689686,2.0178921,9.6905136,92.799118,15.461369,2.7972412,51.930382,28.415176,614593.0046,3.6635427,33.269054,66.730949,5.5940967,76.430695,6.5306211,67.625603,45.161552,1646.096485,33.200848,10.697489,91.5634,26.884991,26.131603,4.3760471,26.867666,41.866268,515792.72,5.3539801,63.384811,89.294426,0.0,81.151543,375.2564964
sangrur,24.42528725,punjab,32.385426,31.09584,1.7703266,8.9027405,83.429184,35.68639,1.0278093,44.414394,13.435496,1124091.882,4.3729296,32.222553,67.777451,5.6961832,70.578568,3.3957691,59.216373,47.297157,990.1967394,31.809813,9.0867472,78.4897,34.136387,39.630901,0.0,8.4739542,51.342319,1098101.5,5.5392861,60.9991,91.601799,0.0,70.861763,77.72542098
sant kabir nagar,7.971014977,uttar pradesh,39.148991,28.412926,1.2861797,6.2901502,64.705887,28.742743,1.1535251,16.437534,53.666199,-302577.461,2.3335495,10.964462,89.035538,5.8865128,66.017113,2.7174597,54.533154,19.229656,919.1861684,30.335318,8.6990538,82.005623,10.994672,19.955431,0.0,60.443695,19.600876,-238667.73,6.3689499,63.79224,93.682144,0.0,64.709801,43.06199464
sant ravidas nagar (bhadohi),2.380952358,uttar pradesh,34.293274,28.920235,1.5868165,7.8966517,73.712517,21.657598,1.5129766,16.742111,60.087318,-134743.5605,2.6027763,19.056969,80.943031,7.9883575,70.943047,1.5039659,52.074165,33.077755,1105.607558,31.483976,9.9023647,89.630569,26.373911,30.270273,0.89613599,44.293205,24.540384,17856.221,10.843595,65.109344,86.367439,0.0,59.40926,57.67271364
saraikela kharsawan,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saraikela-kharsawan,,jharkhand,34.372372,30.2075,1.4033771,6.7019067,70.892525,9.3049355,39.668758,3.2826159,47.74369,-604735.978,2.0578294,25.032715,74.967285,5.0242324,71.824272,3.1109619,54.456753,22.596294,632.5443635,31.270969,8.7486734,84.75428,25.126358,11.83185,44.8438,35.635815,7.1216063,-434121.5,5.6565804,58.968609,88.829124,0.0,66.185135,44.79156573
saran,3.380281925,bihar,41.956478,28.419844,1.321703,6.3629141,67.373627,19.884344,3.198158,14.513521,60.724865,-415774.942,2.2173121,17.554855,82.445145,6.5559468,70.862175,2.5533562,45.653065,21.131859,2282.051518,29.923027,8.8070965,75.826302,16.868273,25.130404,2.7302601,56.674194,15.465138,-302506.47,6.1187029,52.112961,87.609543,0.0,54.360371,404.9731116
satara,,maharashtra,29.82592,32.151157,1.9350837,9.141078,90.45327,15.564434,4.9341478,61.43354,18.067875,386712.2765,3.3559034,21.906857,78.09314,5.5581574,76.405396,5.4346452,64.332306,48.398483,1744.907107,32.891705,10.2,93.683754,22.293455,23.472898,5.2694011,18.290749,52.966953,298219.5,5.2742958,66.109985,94.158226,0.0,80.224754,426.1233611
satna,19.45080185,madhya pradesh,40.157272,29.966452,1.6184248,7.5836215,80.244682,18.535774,13.196622,27.525299,36.70443,-306649.9914,2.441102,28.403103,71.596893,5.1060314,69.374298,2.9367321,46.053078,19.428099,1396.190963,33.782127,9.0657148,78.390503,25.493071,22.677559,12.538813,31.100977,32.586197,-394917.16,4.8912091,72.942749,86.21035,0.0,81.492615,69.63701516
sawai madhopur,12.80487823,rajasthan,58.60347,28.994442,1.2442725,5.8477912,61.722332,21.57452,21.113352,15.125504,41.559116,37173.24263,2.828722,20.022797,79.977203,6.38271,72.287407,3.0110431,30.829277,29.299971,826.2452558,30.332537,8.9637957,81.776352,22.537575,24.422991,29.115925,36.805702,9.6553822,-131126.56,6.7559013,65.984718,89.432747,0.0,62.10062,56.93947208
sehore,19.49685478,madhya pradesh,39.581455,29.241375,1.4841666,6.8471332,78.491943,20.293116,6.8797259,12.359097,57.243668,-56080.35761,2.6895094,18.808489,81.191513,6.5671043,71.529091,2.4582064,44.167515,35.093739,799.1885253,31.489336,8.1178303,82.986732,20.562677,17.88628,1.1858654,65.362068,13.747796,-195104.09,6.0138617,66.020683,83.74897,0.0,72.993706,59.63095835
senapati,,manipur,14.34166,30.55901,1.7196144,8.0043383,87.608559,2.4049728,91.539673,5.8761759,0.17917398,-374274.9324,2.2037511,4.3181334,95.681862,5.1896963,65.492805,5.1842203,73.105713,33.197933,57.33847785,31.526503,8.657485,86.055374,2.8754895,2.8243582,92.271248,0.0,4.9043984,-449104.69,5.4851432,56.136013,87.447372,0.0,84.556137,12.10611317
senapati (excluding 3 sub-divisions),26.8199234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seoni,46.55172348,madhya pradesh,49.156437,30.363642,1.6061815,7.5337148,81.300064,8.7548084,40.601303,8.0650501,42.28017,-540479.8292,2.1029811,10.566408,89.433594,5.2644897,69.842087,3.7159085,32.4939,24.299417,891.0819477,33.550568,7.9832797,80.259071,14.083819,6.4772487,39.314651,45.364574,8.8435268,-575361.31,5.109561,62.954414,81.650337,0.0,75.124237,59.47621199
sepahijala,,tripura,37.690056,31.062035,1.572208,6.9718451,87.007027,30.823236,27.975321,12.972694,24.529892,-390485.1008,2.1835253,11.699893,88.30011,4.3375034,81.78933,4.9969888,49.405746,20.73605,279.9120376,33.605473,7.9035602,86.295334,11.194137,24.019136,38.566387,23.114182,13.023167,-402102.38,4.4910598,69.008469,87.095802,0.0,76.899742,60.64174539
serchhip,38.14432907,mizoram,3.4686966,31.926018,2.0021381,9.3278894,99.788574,0.52592635,98.95034,0.0,0.42944437,477628.6139,3.4750304,54.126884,45.873116,4.9759569,55.836262,11.469819,88.836082,46.786072,31.0203151,32.720055,9.0813713,98.58345,51.286411,0.67872554,99.321274,0.0,0.0,516395.25,4.9939151,50.232254,92.304779,0.0,71.918594,7.099777032
shahdara,,nct of delhi,14.422867,30.460178,1.9068608,9.476099,86.163208,36.537949,0.97173136,44.418465,15.940801,1260713.334,4.5891075,100.0,0.0,5.5829568,62.513321,4.9860826,83.088409,43.59687,816.9863098,31.788044,9.7928886,93.265152,100.0,32.697006,1.6128851,23.691835,41.213306,1189810.6,4.9815717,54.799644,97.511276,0.0,79.690819,62.34062907
shahdol,19.75308609,madhya pradesh,43.938858,29.739635,1.538496,7.20467,77.480492,6.3179216,46.898441,6.1542206,40.629414,-634579.4427,1.9796754,17.266626,82.733376,4.8375688,69.63456,5.1680007,30.634699,20.840517,675.9856324,31.985859,8.3307829,73.665276,24.52998,4.5462389,46.068527,40.418972,8.3415594,-548363.5,4.622221,58.377583,74.573555,0.0,57.157494,46.28283265
shahid bhagat singh nagar,30.2325573,punjab,30.109367,32.056667,1.9277756,9.8619242,92.509911,59.834248,0.5082649,27.532486,11.762495,1245626.388,4.5484128,19.60367,80.396332,5.2904906,66.1185,5.1934586,65.005722,44.785179,362.4165422,32.619289,9.9613466,90.540421,20.266859,66.451797,0.0,12.05047,20.856163,1110993.9,4.9470625,56.502079,95.115089,0.0,76.951996,22.65977599
shahjahanpur,2.390438318,uttar pradesh,57.648796,28.817327,1.2229357,5.8490572,62.214355,19.087313,0.45671076,26.42918,53.511333,27326.18143,2.8118842,20.124752,79.875252,6.4251041,70.938988,2.3717852,29.09379,31.335045,1844.833496,32.126965,8.2276611,66.819786,20.272228,17.956184,0.0,54.886292,27.15752,-32997.617,6.5486851,60.689331,86.742584,0.0,75.82341,137.2362435
shajapur,26.1764698,madhya pradesh,45.327969,29.83268,1.289337,5.7772288,69.752731,26.960098,5.4680195,17.080875,50.33065,12819.04806,2.7905734,18.331547,81.668457,6.3384967,74.642326,2.5980227,43.151814,35.500404,577.6703565,32.012676,8.8426313,83.145538,16.521654,26.352606,9.7530174,49.954624,13.221065,103800.46,5.9220133,69.073174,88.479782,0.0,76.742157,40.38759024
shamli,,uttar pradesh,53.591408,28.858528,1.3183738,6.3928332,66.495041,11.141024,0.21850678,18.702971,69.9375,601652.8012,3.6356535,30.977192,69.022804,6.4872742,65.810181,1.6390409,34.234978,39.84309,795.8320227,30.732544,7.9090447,77.073685,28.408426,12.355552,0.0,79.015533,8.6289129,550698.81,5.9653964,60.803013,87.826385,0.0,75.341255,51.76788554
sheikhpura,1.754385948,bihar,43.920559,29.294649,1.1565303,5.4479508,58.473022,27.017672,0.92149246,16.230286,55.830551,-282953.584,2.3860798,24.644707,75.355293,6.3005295,74.257942,3.2629085,46.282764,36.121895,346.6932411,31.256554,8.7825651,72.62928,43.479218,34.694721,0.0,56.341469,8.9638081,-201264.88,6.3910503,57.837296,90.203323,0.0,72.293678,68.43078116
sheohar,0.0,bihar,40.331959,28.373854,1.0361629,4.7637777,56.300766,18.372337,2.1316457,22.261761,57.234257,-662117.8541,1.8802302,5.7147408,94.285263,4.9466896,73.211464,1.4403192,49.037395,24.457655,406.1143528,30.523384,7.3433332,71.399231,7.577323,21.962782,0.0,58.2304,19.80682,-670263.31,4.6919227,63.498528,89.369354,0.0,70.906906,65.80904919
sheopur,6.097560883,madhya pradesh,47.902061,29.400957,1.07221,4.8654099,56.461613,13.480747,21.182835,11.808324,53.328693,-408448.8963,2.2549641,18.073711,81.926292,5.808526,75.589844,1.8654561,30.754038,28.35973,446.853454,33.374828,7.1291966,74.401131,21.403084,24.079456,23.101559,38.606152,13.462811,-371818.63,5.418704,74.841423,78.656097,0.0,75.3722,27.24497198
shimla,40.87591171,himachal pradesh,4.8017502,32.412907,2.1090319,10.840944,92.564552,23.879503,0.92979783,71.832489,3.1488233,618760.2622,3.7240481,34.982578,65.017418,4.6938047,70.797043,3.3877954,92.886009,55.503719,485.4513184,34.457283,11.139555,95.088074,33.611279,23.860071,3.6876843,0.60155195,71.850693,743861.94,4.7141366,63.416164,97.687759,0.0,75.635178,100.5206747
shimoga,25.42372894,karnataka,30.345276,32.115021,1.7384143,8.2634773,85.189613,17.913538,14.769634,7.1405878,60.176243,469996.5339,3.4737699,32.891117,67.108887,4.9654493,72.357391,6.5668082,65.739212,44.480713,1081.440249,34.907566,8.4066858,83.210907,30.437147,9.2355919,3.771821,76.739845,10.252738,465910.97,4.8705659,62.950569,96.084488,0.0,76.27951,243.6342173
shivpuri,10.16949081,madhya pradesh,61.453064,29.337107,1.3456399,6.098959,66.776619,21.053745,8.2180958,13.737819,56.783127,-158056.0995,2.5755713,23.955484,76.044518,5.6871061,73.047356,3.0899022,29.605215,26.693743,903.9625603,29.276354,8.7034273,80.887024,23.568926,17.312473,2.9766943,74.603722,5.1071138,-117558.19,5.0057659,56.722969,91.058281,0.0,75.197479,70.09749609
shrawasti,3.030303001,uttar pradesh,35.824539,29.062416,0.78399336,3.6856098,42.947189,18.306379,1.8730752,21.523962,58.218773,-689412.1537,1.8774148,4.4498277,95.550171,6.1630979,79.70282,2.084187,53.459679,20.80003,678.752185,31.964752,6.5128102,70.802177,6.9202294,17.794901,0.0,52.164841,30.040258,-509263.34,5.705008,74.422112,89.284218,0.0,74.915405,37.40222579
shupiyan,12.43243217,jammu & kashmir,18.93486,30.076265,1.8152254,9.0026388,82.149734,3.292877,5.3019352,76.959869,14.445318,425032.0895,3.3959086,6.3103251,93.689674,4.9547601,58.315868,0.35727912,80.406013,32.52813,134.2952821,30.927366,11.141948,92.413467,5.6730933,3.2488842,0.0,24.170729,72.580383,543117.31,5.1017284,62.957489,99.340874,0.0,72.328773,26.02178192
siang,,arunachal pradesh,7.5274734,31.06945,1.8458884,8.8462429,90.356689,2.2030289,97.497757,0.20058449,0.09863352,-370052.9827,2.2068348,11.80121,88.198784,4.6874189,63.642704,2.2905569,89.397919,23.456738,12.04934003,34.766766,9.4633608,87.412102,15.382798,3.8706026,96.129402,0.0,0.0,-469684.34,4.5592613,65.380875,96.925392,0.0,71.340874,0.779025994
siddharthnagar,15.46391678,uttar pradesh,30.626133,28.345289,0.92726386,4.3156323,52.918518,18.699488,1.9832243,21.008291,58.309002,-318742.7998,2.3192425,8.5605001,91.439499,6.9250298,69.306786,1.7662051,61.641384,30.376249,1467.97971,32.685963,6.1353192,72.711723,15.263627,22.243891,0.74972773,62.696053,14.310333,-230947.42,6.5869288,66.366776,92.267517,0.0,57.689106,60.01845831
siddipet,,telangana,27.329033,30.864285,1.5835786,7.7650299,73.130737,23.277409,5.2324829,12.526854,56.78072,409006.1965,3.3383906,24.531742,75.468262,4.5683866,76.400253,6.0114899,72.670967,38.217514,605.1372067,31.760609,10.801768,91.10804,25.089142,19.962492,6.5009079,55.567188,17.969412,472139.84,5.0667453,64.46376,100.0,0.0,76.079315,122.7205693
sidhi,23.80952454,madhya pradesh,30.468899,29.176023,1.4706059,6.8209791,73.702721,16.294426,32.138229,17.876226,33.32439,-694100.6297,1.9334588,8.7074699,91.292534,5.3434277,70.943527,2.2944667,48.316685,20.645575,718.1913035,31.473003,8.7501268,82.350128,9.1794653,24.986523,13.646793,31.719212,29.647472,-551036.69,4.9881535,62.183319,78.785583,0.0,68.749763,39.30738594
sikar,34.61538696,rajasthan,32.448631,29.905968,1.5906918,7.7547016,74.503044,21.31048,4.1420927,16.349014,58.031506,629846.5014,3.6862571,23.636555,76.363441,6.5624223,71.364578,2.9057376,58.625717,42.144188,1840.261858,29.958067,10.678764,91.94429,23.453239,29.261566,10.248293,45.712265,14.777877,542747.06,6.993011,55.548,91.074348,0.0,57.050442,111.3737204
simdega,25.5813961,jharkhand,46.695503,30.196188,1.4072193,6.5055418,72.368584,6.4128079,68.522888,2.010684,23.053617,-1091503.901,1.4738623,8.1324148,91.867584,5.2561111,63.790096,5.0240107,40.912399,23.096754,334.2692171,31.853973,7.6603794,76.466904,11.984503,7.646296,74.803856,16.825558,0.72428995,-1121735.3,5.1265063,56.868629,87.607903,0.0,70.71228,21.45508104
sindhudurg,,maharashtra,23.099846,33.47961,1.9667146,9.3038702,94.444527,10.31823,1.396004,46.966854,40.879509,267041.604,3.1491299,15.015517,84.984482,5.0934229,69.711151,4.9932213,72.788292,42.457348,425.9994078,35.513912,9.0425653,89.932716,11.128633,9.6212902,0.0,29.009474,61.369236,241701.86,4.6205392,50.607456,95.888138,0.0,70.632729,101.4743684
singrauli,45.63106918,madhya pradesh,61.613052,28.870073,1.3766496,6.5520225,68.761871,11.009134,30.791092,8.3142195,49.885551,-571395.2155,2.1432471,19.156288,80.843712,5.7182426,73.298866,2.0962365,28.475464,17.305639,618.0725242,31.327082,7.7918906,62.786598,23.798054,19.093781,30.483198,35.740883,13.502198,-608160.56,5.130899,70.434814,90.088516,0.0,41.747158,38.26038745
sirmaur,34.19913483,himachal pradesh,27.226799,31.525702,1.77288,8.955945,86.568062,30.210253,1.8053883,41.067772,26.732573,633284.9314,3.6819432,11.996962,88.003036,5.7131262,71.588608,3.5860736,64.291534,45.416401,282.3362011,33.146351,9.7018948,89.177879,9.6220665,15.927456,0.0,43.73904,40.333504,749000.19,5.582746,63.096542,91.518333,0.0,69.629822,71.08067559
sirohi,24.81203079,rajasthan,42.311226,29.095617,1.2399493,5.6984305,63.283203,23.566854,26.245096,15.894824,34.293224,63807.24416,2.9230752,20.136864,79.863136,5.8958187,68.27182,3.932308,50.592941,38.482777,725.5836163,32.207462,8.1630154,85.152534,23.109827,22.362923,22.996862,33.885708,20.754507,14177.604,5.6603251,68.559822,92.904167,0.0,65.597359,48.93488348
sirsa,10.92436981,haryana,35.453209,30.288195,1.5790009,7.7730546,77.1679,42.882969,3.4375865,35.319637,18.359804,825931.5214,3.945276,20.983381,79.016617,5.8575497,71.102364,3.0848737,50.147362,40.620922,710.4545064,30.180031,7.7222867,86.06369,0.0,53.827793,0.0,21.447178,24.725027,723211.5,5.3655577,61.179466,85.600571,0.0,82.004341,18.15582955
sitamarhi,1.550387621,bihar,30.81012,27.870668,1.0904809,4.8229651,59.84053,21.735891,3.5974865,15.327507,59.145332,-689155.9506,1.852924,4.275033,95.724968,5.7854953,75.308678,1.7692734,58.405258,21.166485,2221.96591,29.94512,7.0554309,73.505913,5.9607563,10.702412,8.4192295,73.916832,6.9615216,-481669.09,5.9832492,55.38456,89.215378,0.0,73.642441,400.8982692
sitapur,11.50442505,uttar pradesh,67.575851,28.643848,1.2691009,5.874455,68.040482,36.896084,0.14470042,20.54726,42.411957,-664715.0593,1.9615686,12.403419,87.596581,6.59725,70.447182,2.6222656,23.317108,26.421291,2714.5959,31.904709,7.5106249,75.861946,15.818542,45.27977,0.0,36.687431,18.032801,-810871.63,5.7692385,68.801331,90.89296,0.0,84.88311,175.8770797
sivaganga,27.97619057,tamil nadu,13.26757,32.092091,2.0103772,9.9389076,90.854332,26.057211,0.0,0.70357907,73.106636,411404.6571,3.3691678,35.53054,64.46946,4.1842155,72.218758,6.8557129,83.169632,51.032917,810.5232173,32.539742,10.871973,93.875107,33.155163,15.256887,0.0,83.69223,0.0,596784.81,4.2852778,54.22411,96.437202,0.0,70.279572,38.8739906
sivasagar,22.87234116,assam,20.512566,31.584747,1.8206931,8.8178501,89.677559,7.2735972,8.301733,14.46553,69.959137,-172556.4631,2.5264344,11.189834,88.810165,4.742444,74.683449,5.8464012,61.913055,23.35919,416.1905046,33.536667,8.6687527,80.55481,12.817623,5.8985362,6.0816936,74.863998,13.155773,-363455.63,4.4500461,61.455505,82.425621,0.0,67.557976,87.10653108
siwan,12.82051373,bihar,36.852444,28.638567,1.4952816,7.1809735,75.085426,21.258202,3.5335474,14.624086,60.584164,-219216.0408,2.4783466,14.390315,85.609688,6.3216372,65.023544,1.6991949,51.953167,22.051584,2021.880183,31.807135,7.7997108,76.630852,8.6222601,28.290527,0.87616706,58.266926,12.566381,-423110.5,5.7830224,64.804832,88.805611,0.0,77.449539,259.0637248
solan,49.18793488,himachal pradesh,17.438087,31.665956,1.9615002,9.9299402,91.252914,27.816984,2.5211387,60.951267,8.409936,855662.4493,4.034246,21.919538,78.08046,5.1100078,73.835632,2.9147429,80.924988,47.218506,346.7476655,31.834078,10.939259,96.809296,25.828154,28.401682,6.3020563,9.5621872,52.877106,780208.88,4.7884307,57.589054,98.363075,0.0,75.703224,91.01677856
solapur,,maharashtra,53.083317,31.149971,1.5631115,7.2033324,81.093864,24.035374,7.7940383,47.573814,20.210611,223881.6193,3.0963669,35.444134,64.555862,5.5011215,75.756104,8.1016521,40.954647,46.645321,2507.643019,31.481415,8.9578638,81.258102,32.712395,21.439045,9.4219131,22.840076,46.298965,105457.55,4.8243628,57.031162,94.037964,0.0,74.888977,579.810446
sonbhadra,12.44019127,uttar pradesh,43.130474,29.395658,1.4025805,6.8001266,67.449677,24.305607,21.350384,10.13348,44.210529,-670988.2498,1.996201,17.0128,82.987198,6.2991948,72.777588,1.6139343,38.524632,22.599337,1106.511732,30.353655,7.9482503,71.183159,18.0144,19.047026,26.140198,49.448952,5.3638244,-643073.44,6.3918591,57.983387,81.655106,0.0,66.022217,77.06171256
sonipat,13.85767746,haryana,31.13538,30.977863,1.9422095,9.6584749,90.423813,24.397951,0.073156565,53.011703,22.297546,1057007.087,4.282979,33.074284,66.92572,5.6056275,73.512543,4.1439915,62.401699,44.248589,800.3970271,30.303776,10.539184,97.624168,42.583023,19.62598,0.52798653,35.638733,43.574905,937944.63,4.7755394,55.599045,93.537079,0.0,72.118645,74.9276754
sonitpur,11.05527687,assam,20.111748,30.736677,1.520425,6.8328643,79.616051,23.3888,10.518787,11.148148,54.813065,-416898.0285,2.1797729,13.710213,86.289787,4.8183956,71.303085,3.5081379,66.481026,13.275853,815.4700998,33.643261,7.2062922,83.159187,13.789946,18.015499,15.796535,50.186874,16.001095,-458544.63,4.498641,62.379337,86.592773,0.0,82.282921,158.5548677
south,,nct of delhi,20.79615,30.764475,1.9913131,9.9083424,88.450577,23.551317,1.3606678,52.683662,20.179174,1455454.782,4.7901087,99.729401,0.27059728,5.0640059,65.847832,2.8295462,77.180008,43.029774,715.4055402,31.797766,11.174031,97.139496,100.0,28.891319,0.72425872,16.914713,50.795971,1485426.0,4.6942501,63.633705,97.976158,0.0,73.121696,54.32506335
south andaman,,andaman & nicobar islands,15.741104,31.752289,1.9920443,9.9029751,92.335854,2.4607086,5.0513244,74.966995,16.6891,730019.159,3.8656414,62.637825,37.362179,4.2915072,70.810921,6.5966263,80.538124,46.738388,126.2847469,32.836594,10.00868,86.049599,64.273308,0.0,14.599426,7.6190023,74.877892,751141.81,4.7231832,59.51799,96.279228,0.0,80.770126,28.75642301
south district,43.54243469,sikkim,11.635513,31.850008,1.8568771,8.7618475,92.834351,4.2968512,30.171888,4.1228371,61.015118,346131.6743,3.2791669,29.965809,70.034195,3.9516988,65.950218,5.0184379,84.040298,38.958637,73.01534967,34.678024,8.010251,91.707024,17.457314,5.4692707,19.677725,73.271873,1.5811377,273707.22,3.4259307,66.077461,95.675812,0.0,72.14212,14.13747893
south east,,nct of delhi,17.596786,30.351036,2.0077219,10.139922,87.778763,24.766375,0.94161063,52.202255,21.043785,1256119.19,4.5249896,100.0,0.0,5.1215091,62.437569,3.3896127,78.052536,40.837292,995.6691937,30.935341,10.686692,92.917717,100.0,33.310188,0.0,29.794106,36.895706,1152553.3,4.6494484,56.074833,95.649323,0.0,80.797768,79.61298862
south garo hills,33.33333588,meghalaya,22.823837,29.706245,1.7277387,7.8092923,90.661545,1.5428658,97.574196,0.56858975,0.31435421,-473565.0178,2.0399594,8.6722183,91.327782,4.4742107,67.787231,2.9089801,71.90876,19.086699,71.81231593,32.194763,8.5984879,89.422554,8.6972036,0.0,100.0,0.0,0.0,-416843.19,4.3607078,69.123886,94.732597,0.0,73.991325,13.98116092
south goa,,goa,6.0992126,31.980171,2.1348307,10.681131,94.727966,12.753932,18.153862,48.53426,19.982582,1201593.913,4.4659452,64.099327,35.900673,4.7368212,60.031719,3.5904441,91.456047,45.619095,461.200586,33.514877,10.825972,91.760025,70.130661,3.9308302,24.83444,27.364775,42.559677,1014164.1,4.5743008,55.86536,97.55526,0.0,83.185471,102.8836822
south salmara mancachar,,assam,36.484573,29.598732,1.2902697,5.7023859,68.028664,18.368309,1.2340848,76.140617,4.256989,-764464.3682,1.6546696,4.950007,95.049995,5.3482175,77.796837,4.273572,51.304626,17.173252,356.5332062,33.16272,6.5354939,64.334015,3.1599236,14.735167,0.0,0.0,85.264832,-671834.19,5.610847,75.294479,87.7892,0.0,86.14019,80.83107579
south tripura,22.39011002,tripura,31.744759,31.00832,1.6490521,7.2110405,89.065407,29.299229,37.471138,14.825,17.10326,-617507.4842,1.8805991,11.851257,88.148743,4.2351866,82.29911,4.7474437,46.928833,21.702717,262.3552071,35.135769,7.3595324,70.368332,9.9734383,16.422684,28.390984,23.04137,32.144962,-630873.69,4.0826249,80.669624,78.673592,0.0,76.222595,46.55537957
south twenty four parganas,14.1605835,west bengal,41.08152,30.738676,1.6738687,7.6208377,87.340714,43.7435,0.33909407,35.035645,16.127785,-323728.6475,2.3098836,25.608524,74.391479,4.7656293,81.054482,3.1450245,49.614075,22.756287,5311.306705,32.655655,7.5577102,88.004555,29.428942,43.93856,0.0,35.495438,17.139395,-413173.75,5.0419083,75.441223,90.695595,0.0,87.553993,1135.733655
south west,,nct of delhi,10.462883,31.143715,2.1212661,10.714664,90.152184,21.22831,0.41254032,59.577454,17.94775,1469837.05,4.7134724,88.652565,11.347438,5.2583866,71.087608,2.2911286,83.649307,45.807598,875.8410879,32.195511,11.033401,95.550415,91.365936,21.239159,2.6617203,14.644498,60.890419,1456388.0,4.5818191,61.828239,94.11219,0.0,77.741409,59.2619614
south west garo hills,,meghalaya,34.04937,29.397921,1.5988423,7.1253486,85.185097,1.464023,87.562012,6.5209761,4.4529896,-495865.4779,2.0664032,0.0,100.0,5.0892549,63.33297,2.9289138,55.558426,21.87569,97.3920471,30.808872,8.2154465,80.06794,0.0,0.0,94.027153,0.0,5.9728475,-609127.5,4.2489572,63.422287,89.607796,0.0,88.234489,16.78948312
south west khasi hills,,meghalaya,13.959137,29.124882,1.5555874,6.6967273,85.569122,1.758294,95.348892,2.8222358,0.070581861,-617119.1912,1.9015515,0.0,100.0,6.3192015,65.180641,8.8641548,60.365158,39.649876,54.72719183,28.858583,6.4571114,85.48996,0.0,1.4136943,98.586304,0.0,0.0,-580352.75,6.7831159,52.493687,74.324295,0.0,73.028519,13.05720806
