district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents,total_respondents,mean_age,urban_share,pct_sc,pct_st,pct_obc,pct_general,mean_hh_size,mean_wealth_idx,dd_mobile_own_5,dd_mobile_own_4,dd_gap,treatment_status,f_mean_bf_dur_c1
adilabad,32.65306091,telangana,50.138683,30.608635,1.3540546,6.6189284,65.587166,16.131357,29.970905,7.6727839,44.743126,45585.53879,2.8541787,26.268356,73.731644,4.6940379,72.894798,7.9924488,40.360081,31.518677,425.6452859,33.313477,7.6298842,72.538597,24.6786,5.6322956,31.023142,58.373188,4.9713755,-87495.391,4.9544497,68.523384,90.498764,0.0,82.563492,95.73362327,521.3789091699999,31.10528785741055,25.97645101627616,14.203559056741671,30.164112778022933,47.24582643092458,7.176761507234417,4.741853729750286,-16063.242652985464,,,,,70.459023
agar malwa,,madhya pradesh,70.38485,30.799053,1.1530837,5.2600293,64.495285,19.424776,2.9788249,22.774286,54.695629,-43777.08605,2.7183945,20.300821,79.699181,5.2127409,76.752434,3.3045502,22.350174,22.801432,280.008604,32.0219,6.5192738,68.326218,20.185007,23.761957,2.7863727,35.270084,38.181583,-192475.52,4.5938482,68.137161,92.735023,0.0,76.983971,19.52222714,299.53083114,30.87875329930011,20.2932727045361,19.707456191241207,2.9662816317571505,53.42954931008975,23.77847228193521,5.172403937628869,-12542.246927244132,,,,,77.916145
agra,5.569007397,uttar pradesh,47.109463,29.445339,1.453236,7.0034637,71.480148,32.112534,0.7277863,26.152796,40.783588,646733.3734,3.7223408,60.984074,39.015923,6.4110012,68.531441,3.6582935,39.867786,37.12693,3120.939262,30.471294,8.7931261,75.65699,54.694824,25.397882,0.0,35.849163,38.752956,500557.25,6.4731264,63.489891,86.977249,0.0,66.620262,153.2311005,3274.1703625,29.49335367129323,60.68973723919572,31.798288435010853,0.6937259172676022,40.55265701921029,26.74248320912917,6.413908657985026,23429.6163568376,47.109463,52.236599,-5.127136,treated,64.289711
ahmadabad,14.34302902,gujarat,26.449638,31.456207,1.7723805,8.4026508,84.075867,21.410913,7.3571963,27.426104,43.560951,1033666.587,4.2530665,82.109169,17.890827,5.6645598,71.854576,4.6656866,71.727058,50.406158,3747.728083,32.536858,10.14802,94.327286,83.697105,21.765234,4.5932441,41.576233,32.065289,1144382.0,5.270638,62.246628,98.176697,0.0,83.20517,831.4998403,4579.2279233,31.652432466163848,82.39750767903546,21.47525088836233,6.8553156661047066,43.20056433052598,28.26849089386797,5.593031166947238,207801.27251084964,,,,,53.783146
ahmadnagar,,maharashtra,51.732426,30.833387,1.8261687,8.6400986,88.874695,11.696818,10.957435,50.754566,26.479193,409558.0277,3.3438842,22.383564,77.616432,5.7037516,76.23156,4.9239135,44.230579,48.692009,2684.663984,34.47768,10.273335,90.817871,21.987316,6.9514222,18.774988,18.7561,53.778488,427473.66,5.4058876,69.195099,95.963005,0.0,79.40316,593.1125557,3277.7765397,31.49282058516668,22.311863058485383,10.838140235772777,12.372018569987532,25.08170193504838,51.301743662642494,5.649853209993465,77353.95293472857,51.732426,48.758026,2.9744,treated,55.465195
aizawl,30.34705544,mizoram,3.9138107,31.339737,2.1358807,10.475488,99.083,0.77224058,98.299858,0.087032929,0.73212808,937246.3835,4.1948848,84.308899,15.691103,4.9260492,49.822937,9.1969824,89.576729,40.623848,238.4269913,30.141907,10.696735,99.125809,84.909012,0.87418872,97.608315,1.5174954,0.0,842287.25,4.9399819,42.179523,93.49054,0.0,73.155289,45.0957548,283.5227461,31.14921596168785,84.40435006723376,0.7884559573797553,98.18986451979204,0.8570448021248678,0.0731898928425923,4.928265267781313,133973.65817531495,3.9138107,7.5489197,-3.635109,treated,63.273609
ajmer,18.18181801,rajasthan,37.285614,29.882622,1.5469142,7.5122757,74.561104,19.824242,4.033917,17.955523,57.822365,684030.8911,3.765135,40.577911,59.422089,6.0866747,71.618927,3.4404862,56.459435,42.563461,1577.283944,31.545586,9.4668779,90.663681,45.795406,17.071468,0.0,60.343384,22.585146,689864.63,6.1011224,64.588463,93.745049,0.0,79.408226,106.4366314,1683.7205754,29.98774650158628,40.90773567534105,19.6502250070106,3.778912373282059,57.98173156828682,18.248185264731724,6.087588013373932,43613.41608523404,37.285614,42.034859,-4.749245,treated,58.343246
akola,,maharashtra,59.235783,31.213789,1.9187055,9.2324762,94.955788,19.016052,6.2401104,31.445049,43.298786,486739.1376,3.4955359,41.884754,58.115242,5.7249122,74.170532,4.4875727,36.305775,46.385227,1175.62543,32.966949,9.063652,89.504486,34.011383,15.795233,0.52411956,42.903305,40.777344,311653.5,5.9771538,65.499672,95.541557,0.0,84.197304,299.7400842,1475.3655142,31.56996672067894,40.28517419163129,18.361699875756106,5.07883100233355,43.218438786310536,33.34102858075902,5.776158428609146,63319.32993755496,59.235783,65.259262,-6.023479,treated,58.026402
alappuzha,22.1374054,kerala,24.17186,33.402626,2.3565857,11.946559,100.0,8.8746719,0.0,31.614292,58.647038,905582.9106,4.1097608,53.987495,46.012505,4.3907514,74.173584,3.6760502,75.82814,44.910583,1072.437886,36.207813,11.276764,97.457664,54.131668,5.6153083,0.0,64.267303,29.311943,854492.0,4.1400566,58.293736,100.0,0.0,68.86618,257.3652574,1329.8031434,33.94553167584631,54.01539771736031,8.243866539043,0.0,59.73476361981088,31.168703759401748,4.342232841406524,165378.58410165732,24.17186,22.718651,1.453209,treated,62.949856
aligarh,7.014028072,uttar pradesh,47.432156,29.21187,1.4431889,7.0264025,72.836426,23.222879,1.3749776,28.299145,46.594559,436101.4508,3.4192889,34.734016,65.265984,6.1125064,70.816963,3.2342355,42.557949,35.187561,2041.512156,30.181339,9.5186338,82.018028,35.748196,25.731199,0.0,44.060196,29.593527,394396.5,6.329123,61.385391,89.990105,0.0,74.946686,134.6263062,2176.1384622,29.271845977040297,34.79675801278713,23.3780556407484,1.2899149265483285,46.43777121503754,28.37922164516696,6.125907336211624,24402.45665221924,47.432156,61.073059,-13.640903,treated,64.452438
alirajpur,51.66666412,madhya pradesh,55.882538,30.347233,0.83454502,3.9185576,43.398693,5.2092366,86.839432,2.3865502,5.5647836,-640990.8585,1.9130424,8.461257,91.538742,5.8776193,73.65757,2.0326216,26.448151,28.217442,342.3368777,34.153812,4.8653879,51.728832,7.2928391,16.988388,74.320564,6.7462883,1.9447571,-726985.19,5.5161147,73.72612,82.330688,0.0,85.966736,21.8867451,364.2236228,30.57597605525692,8.391045011686382,5.917063517442073,86.0871543999087,5.635781993801468,2.360002188390252,5.855895945068071,-43683.83499600659,55.882538,63.951263,-8.068725,treated,72.462372
allahabad,8.333333969,uttar pradesh,36.946854,29.331713,1.6427829,8.1166878,76.124741,27.815607,1.6570324,18.375158,52.045757,-201862.9452,2.5705671,24.656569,75.34343,6.6498656,67.253403,3.2392282,50.668915,33.479298,3555.33173,29.922348,10.797319,88.809654,27.28174,26.413464,0.0,35.289322,38.297211,133000.47,6.1794419,50.968044,87.615768,0.0,63.290234,208.8272896,3764.1590196,29.36448013485022,24.802207731470165,27.73781918051709,1.5651038754425668,51.11614672418854,19.48038982192756,6.623767524514061,7381.002433673283,36.946854,36.358082,0.588772,treated,68.156013
almora,37.42331314,uttarakhand,3.3341293,31.006401,1.8652743,9.2163525,90.087143,25.022728,0.91910958,71.513046,2.5451219,-41215.74151,2.6828148,9.681879,90.318123,4.8232632,67.392563,4.8327041,85.647346,29.910637,309.5231623,32.180264,11.222262,98.85228,12.476347,16.8997,0.0,7.5663261,75.533974,171042.5,4.5731034,54.964066,88.981476,0.0,60.241753,13.61745496,323.14061726,31.0558687105814,9.799640556717408,24.68041582375068,0.8803774224177047,2.756720251882355,71.68249175523093,4.812721226545263,7210.464450656911,3.3341293,20.887718,-17.5535887,treated,72.358437
almora,37.42331314,uttarakhand,3.3341293,31.006401,1.8652743,9.2163525,90.087143,25.022728,0.91910958,71.513046,2.5451219,-41215.74151,2.6828148,9.681879,90.318123,4.8232632,67.392563,4.8327041,85.647346,29.910637,309.5231623,32.180264,11.222262,98.85228,12.476347,16.8997,0.0,7.5663261,75.533974,171042.5,4.5731034,54.964066,88.981476,0.0,60.241753,13.61745496,323.14061726,31.0558687105814,9.799640556717408,24.68041582375068,0.8803774224177047,2.756720251882355,71.68249175523093,4.812721226545263,7210.464450656911,,20.887718,,not_treated,72.358437
alwar,26.34854889,rajasthan,45.292171,29.077103,1.4099511,6.7734008,68.024284,22.034092,9.9285889,16.008549,50.527225,407833.7139,3.3663285,19.885101,80.114899,6.4992599,73.96077,3.3334429,47.089634,38.077267,2138.375944,30.253847,9.9585762,86.557442,19.5555,10.892116,8.9907007,61.027454,19.089727,461276.28,6.0599265,65.225311,92.381805,0.0,61.171616,136.6316339,2275.0075779,29.147775492243056,19.8653059348747,21.36493098245305,9.872261528422706,51.15784419376922,16.193597343823686,6.472874563594109,27706.33860911409,45.292171,48.804237,-3.512066,treated,63.529404
ambala,12.99435043,haryana,27.406693,31.195633,1.9668356,9.677227,91.092369,37.928936,0.62845635,32.646236,26.968008,1091779.957,4.3310695,37.507732,62.492268,5.4829679,68.517097,4.7336369,62.521507,41.0116,583.7816879,31.460323,10.199276,89.580261,43.343086,44.650364,0.0,25.408558,28.87533,1072486.0,5.4264326,55.810799,89.9282,0.0,74.914871,38.99915083,622.7808387299999,31.212208149059244,37.87314762719965,38.34983845566889,0.589101793052324,26.870353701762657,32.41009814425023,5.4794276037114775,67164.19175873334,27.406693,17.077866,10.328827,not_treated,62.190052
ambedkar nagar,6.410256863,uttar pradesh,39.018898,28.786942,1.8396456,9.1095886,81.277687,32.062737,0.30812532,10.655881,56.892895,-405439.2177,2.2265944,12.11037,87.889633,6.502625,60.110126,2.2304332,47.651794,32.848392,1343.322233,30.56431,9.1991301,83.803871,14.067086,29.598486,3.1600931,54.875038,12.36638,-491977.25,6.4408498,49.195663,86.670692,0.0,77.04567,82.07492498,1425.3971579800002,28.889283543509585,12.223038471385726,31.92084446511974,0.4723427384776657,56.77670600595846,10.754372200376965,6.499067959860528,-28326.143787934943,39.018898,48.010853,-8.991955,treated,70.754753
amethi,,uttar pradesh,36.35321,28.818449,1.4275136,6.8886075,72.293106,29.53363,0.22303668,24.14365,46.099682,-329026.5771,2.3379796,4.3012033,95.698799,6.7954431,66.081665,3.1344433,51.613777,33.269234,1206.176989,30.868786,9.9083195,86.596695,6.2789335,30.897942,0.0,46.140923,22.961136,-1423.0187,7.3316345,59.041142,87.966988,0.0,72.305107,62.08418795,1268.26117695,28.91881752817254,4.398017564823966,29.600416088047048,0.2121185415183314,46.101700838108265,24.085763325895496,6.821690854216391,-67.43638044537026,,,,,67.365585
amravati,,maharashtra,48.598248,31.455458,1.9627256,9.5499258,93.520447,25.421059,17.885098,14.522197,42.102386,435251.0439,3.4276581,36.600925,63.399071,5.2436862,70.920876,6.3156581,45.396046,42.590103,1795.584792,32.574707,9.5368452,87.37748,33.733147,24.254045,12.380053,42.518471,20.475002,341178.69,5.5687222,58.348675,93.994293,0.0,77.905998,432.3103777,2227.8951697,31.672641898287058,36.04444900094897,25.194606575315618,16.816875349503402,42.18312492611811,15.677304930087653,5.306757585870018,66206.54552956803,48.598248,69.978424,-21.380176,treated,61.941154
amreli,30.1204834,gujarat,59.499851,30.678055,1.5634156,6.8852329,79.485535,17.386003,0.6377784,18.438583,62.958412,472266.0885,3.4998605,24.997713,75.002289,5.6018949,70.907524,2.1680214,35.791218,37.107071,773.5761816,33.343376,6.9468822,81.56871,22.61978,27.696007,0.0,64.994072,7.3099189,330218.41,5.6249971,69.036133,95.291069,0.0,85.079498,188.1992559,961.7754375,31.199602348140345,24.53240144833121,19.40345427341747,0.5129785604230067,63.3567479132785,16.260937136818928,5.606415515395372,64619.62328415445,59.499851,59.760754,-0.260903,treated,65.508141
amritsar,13.22115326,punjab,27.068203,31.369947,1.7496988,8.8323107,84.162956,43.36499,0.3471705,36.509167,16.911934,1226295.264,4.4884248,50.223625,49.776371,5.5333662,71.113274,4.2053056,63.475315,38.739429,1379.746948,31.892399,9.5684423,86.611565,49.766819,42.487675,0.55215961,13.520494,39.565514,1332064.0,5.1332574,57.184292,90.543518,0.0,76.759117,115.7076405,1495.4545885,31.41037062012152,50.18828060048917,43.29710960469687,0.363031099465,16.649528492460696,36.745645394354966,5.502408626599043,103069.77992559156,27.068203,32.528309,-5.460106,treated,60.918842
anand,12.3711338,gujarat,45.348618,31.810881,1.5824879,7.2276349,82.180679,9.0454035,1.7795248,34.73616,53.998959,363944.2354,3.3124394,26.167768,73.83223,5.6967306,79.16803,3.4392073,44.0504,42.946686,1101.241159,32.233166,8.9285135,89.801575,24.596918,10.579279,0.59595686,68.953102,19.219055,276555.09,5.3873963,60.616409,89.399017,0.0,86.156013,288.8084376,1390.0495966,31.898618496108217,25.84139494445319,9.364094421325015,1.5336167342871376,57.105957977619774,31.51219528529728,5.632460694740787,57462.04411929065,45.348618,39.641197,5.707421,treated,57.556072
anantapur,48.41629028,andhra pradesh,46.875237,32.492176,1.2687711,5.891118,66.149704,24.453644,2.7495987,12.525518,60.27124,290187.2547,3.1722143,33.733852,66.266151,4.5204463,79.11615,6.9926209,48.076813,46.130554,2337.799153,33.625816,7.790812,72.285133,31.77177,14.802553,7.9474678,64.711555,12.538423,350782.03,4.1254158,66.110504,94.952049,0.0,84.519127,596.7428353,2934.5419883,32.72270313183409,33.334860136724814,22.49108240434375,3.806591974118783,61.1741836870522,12.528142248117849,4.440116346794411,71334.49784975202,46.875237,48.259968,-1.384731,treated,58.60154
anantnag,11.62790775,jammu & kashmir,23.132988,29.878786,1.6969427,8.4829645,75.340919,9.656395,8.312706,69.391357,12.461798,441878.0804,3.4378941,25.950617,74.049385,5.0668621,55.00803,1.1081424,74.853958,23.293814,508.5895435,31.032244,9.8209019,82.329628,30.424946,1.7084351,11.764136,13.460365,70.382019,306403.94,4.7189975,52.730644,97.986946,0.0,59.743233,103.6934484,612.2829919,30.074130373740346,26.708368904632195,8.310364846167928,8.897224406269343,12.630910742078838,69.55913098741728,5.007949341639112,51894.02619259269,23.132988,51.737354,-28.604366,treated,77.510292
anjaw,,arunachal pradesh,13.092537,31.222614,1.3382599,6.135561,71.083374,5.0659866,92.19458,0.23711812,2.5023134,-557186.9912,1.9531236,2.4205925,97.579407,4.0519156,69.690605,3.0903301,77.348557,30.660334,9.965245999,34.152489,8.0739908,84.430443,4.6755295,5.7772455,85.579079,7.873538,0.77013999,-519723.19,3.8155055,58.842937,90.441093,0.0,62.911201,0.669229005,10.634475004,31.406991445081857,2.562496001985765,5.110746222432264,91.77826559330468,2.840325318156512,0.27066126111126,4.037038279216845,-32704.42309857025,13.092537,40.634743,-27.542206,treated,71.074257
anugul,17.82945633,odisha,32.370552,30.45129,1.5352819,7.0966716,80.761139,23.668242,15.843974,20.540623,39.856319,-334050.1078,2.3605416,14.638777,85.361221,4.9552007,73.668701,5.5695534,56.462646,23.94117,736.7656476,34.079338,8.7618036,91.658302,14.534935,21.275517,9.4419737,45.245865,24.036642,-206090.83,4.8513293,70.997063,88.833199,0.0,81.616539,50.52178486,787.28743246,30.68410898447816,14.632113254375303,23.51469612501833,15.433145033989945,40.20217677986353,20.764969423557886,4.948535067719411,-13223.045332235944,32.370552,53.081005,-20.710453,treated,75.99897
anuppur,17.77777863,madhya pradesh,47.062515,30.46349,1.4819502,6.880033,75.707664,10.178725,47.220222,6.5943661,36.006691,-586304.6892,2.0395639,24.855223,75.144775,5.2600946,71.154121,3.6378913,32.263237,21.842535,482.5298014,33.002125,8.703948,84.079376,31.867683,15.191982,42.232311,35.602421,6.9732876,-525454.56,5.0280781,58.826679,79.325752,0.0,64.457001,39.20972225,521.73952365,30.65427327159838,25.382222769857734,10.555480843917495,46.84537095641888,35.97630933693733,6.622842774846508,5.242658116639925,-39487.0280443864,47.062515,54.445732,-7.383217,treated,78.595421
araria,10.71428585,bihar,46.109726,28.219883,0.88669807,3.9215136,49.754986,24.597601,3.7066448,8.8445463,62.319977,-944274.0728,1.5801945,9.7284908,90.271507,6.3592,79.005165,2.9505012,41.982468,20.91766,1775.31689,30.648546,5.9462233,67.460564,14.611981,14.921912,12.170071,55.475403,15.994946,-796252.0,6.5748291,70.618858,88.092194,0.0,74.442734,334.6190839,2109.9359739,28.60504965823735,10.502973550743446,23.063113589324303,5.0488769609430415,61.23448193763925,9.978542888868166,6.39339706227901,-126277.91209942431,46.109726,52.895676,-6.78595,treated,77.528488
aravali,,gujarat,59.397156,30.911554,1.5380145,7.2357407,76.569107,9.227952,16.472174,11.144689,62.96352,-138446.0304,2.6085067,17.413153,82.586845,5.6742687,74.028069,4.2155242,26.613573,42.786411,634.6141057,32.556568,9.1219931,82.577446,20.252258,4.091229,5.1773024,80.05674,10.674727,-59624.504,5.7860913,73.598846,86.010727,0.0,88.23275,151.3982264,786.0123321,31.22840933652859,17.960008874913537,8.238539086298863,14.296605681514414,66.25594059669844,11.054166993703609,5.695807475690968,-11482.50274435239,,,,,59.698883
ariyalur,34.18803406,tamil nadu,17.687592,32.752975,1.8694201,9.1445665,88.426888,26.479721,2.0819054,2.3742204,69.064156,2767.666896,2.756417,9.4233017,90.576698,4.3310423,76.578156,6.0179396,71.717667,50.493008,406.046795,34.530605,10.626114,90.832611,15.010628,25.577402,1.6965408,72.726059,0.0,84440.18,4.4116316,69.360748,89.405258,0.0,72.904167,21.19194517,427.23874017,32.84114920788564,9.700444902298052,26.43496406909472,2.062790500750907,69.2457941341331,2.256454046419154,4.335039699735354,4191.031221281546,17.687592,28.478046,-10.790454,treated,54.451836
arwal,1.388888955,bihar,48.458996,28.469793,1.2446697,5.9099979,62.210445,29.969448,3.9187198,7.9994388,58.112396,-501952.5734,2.0614913,13.178804,86.821198,5.983232,73.366669,1.8152677,36.948551,34.956917,408.6793346,30.241421,8.9180069,82.781242,16.535707,34.92263,0.0,54.645718,10.431655,-415731.5,5.702559,62.914295,85.407547,0.0,66.872902,69.07402423,477.75335883,28.725936621257283,13.664148152739422,30.68558365275915,3.3521476526504337,57.61118047583073,8.351090876592055,5.942652037045505,-60105.08285196451,48.458996,53.821205,-5.362209,treated,66.20565
ashoknagar,14.2857151,madhya pradesh,68.652161,29.131594,1.2854974,5.7948651,68.642105,25.039228,5.2362623,10.742004,58.180298,-378124.0886,2.2760501,18.942638,81.057365,6.0627937,77.049759,1.3023558,20.216475,37.552654,490.9509734,30.716425,7.7899003,77.113426,16.031612,33.983276,3.110956,48.27713,14.628635,-492601.0,5.6581335,66.929581,88.868637,0.0,85.977196,29.69923416,520.65020756,29.221996858367444,18.77658554949774,25.54941962584252,5.115029332935161,57.61539568922175,10.963707482465647,6.0397108358034135,-28097.08861155545,68.652161,65.35804,3.294121,treated,64.840485
auraiya,4.0,uttar pradesh,47.567287,29.539743,1.7177899,8.4464312,81.127701,27.570221,1.042262,22.336761,49.050755,-250936.8666,2.428489,18.747849,81.252151,6.2723556,70.789444,3.5507727,42.821346,28.396242,798.4353274,30.362204,9.413579,83.292831,14.374727,35.429691,0.0,45.555103,19.015203,-354473.66,5.7958698,57.088135,90.388634,0.0,67.395172,44.96266356,843.39799096,29.58358948485127,18.514712076151007,27.98921975166608,0.9866976328214264,48.86439716362439,22.15968434526546,6.246953511133116,-18895.16111594322,47.567287,53.412319,-5.845032,treated,70.385574
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,1593.7683591999998,28.90721579956802,13.58373193983897,26.283024852214183,2.359026070974698,57.01770828030924,14.340239243568686,6.1953344839819176,-20581.962091053927,46.791306,53.943512,-7.152206,treated,70.640099
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,1593.7683591999998,28.90721579956802,13.58373193983897,26.283024852214183,2.359026070974698,57.01770828030924,14.340239243568686,6.1953344839819176,-20581.962091053927,46.791306,53.943512,-7.152206,treated,52.286942
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,1593.7683591999998,28.90721579956802,13.58373193983897,26.283024852214183,2.359026070974698,57.01770828030924,14.340239243568686,6.1953344839819176,-20581.962091053927,53.683716,53.943512,-0.259796,treated,70.640099
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,1593.7683591999998,28.90721579956802,13.58373193983897,26.283024852214183,2.359026070974698,57.01770828030924,14.340239243568686,6.1953344839819176,-20581.962091053927,53.683716,53.943512,-0.259796,treated,52.286942
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,32.190742,9.8746185,87.519295,48.294781,30.528736,13.786454,26.637226,28.165813,458440.06,5.7442636,66.259254,94.840149,0.0,79.143745,509.4757322,1840.7325752,29.863377810815045,22.65923604357008,27.92040543271344,5.705205640593486,48.23323840682323,17.897093708917154,6.048673916892123,126888.20146263573,46.791306,53.943512,-7.152206,treated,70.640099
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,32.190742,9.8746185,87.519295,48.294781,30.528736,13.786454,26.637226,28.165813,458440.06,5.7442636,66.259254,94.840149,0.0,79.143745,509.4757322,1840.7325752,29.863377810815045,22.65923604357008,27.92040543271344,5.705205640593486,48.23323840682323,17.897093708917154,6.048673916892123,126888.20146263573,46.791306,53.943512,-7.152206,treated,52.286942
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,32.190742,9.8746185,87.519295,48.294781,30.528736,13.786454,26.637226,28.165813,458440.06,5.7442636,66.259254,94.840149,0.0,79.143745,509.4757322,1840.7325752,29.863377810815045,22.65923604357008,27.92040543271344,5.705205640593486,48.23323840682323,17.897093708917154,6.048673916892123,126888.20146263573,53.683716,53.943512,-0.259796,treated,70.640099
aurangabad,2.127659559,bihar,46.791306,28.972689,1.3568966,6.5182171,67.822281,26.92219,2.6124892,13.967226,56.498093,-298190.7121,2.3741493,12.848441,87.151558,6.1651726,70.867119,2.5547457,43.255043,30.796295,1331.256843,32.190742,9.8746185,87.519295,48.294781,30.528736,13.786454,26.637226,28.165813,458440.06,5.7442636,66.259254,94.840149,0.0,79.143745,509.4757322,1840.7325752,29.863377810815045,22.65923604357008,27.92040543271344,5.705205640593486,48.23323840682323,17.897093708917154,6.048673916892123,126888.20146263573,53.683716,53.943512,-0.259796,treated,52.286942
aurangabad,2.127659559,maharashtra,53.683716,29.909092,1.7749487,8.3946629,87.462685,20.881224,10.970323,37.379395,28.115475,486692.973,3.4993887,47.621666,52.378334,6.0410595,78.78846,3.4598477,41.156433,52.62307,2144.644492,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,2407.1560082,29.763623370075127,44.31631788127063,21.11683064668025,9.891045574939104,31.554766200660424,35.07316006647381,6.07456467130206,-13625.429966752548,46.791306,53.943512,-7.152206,treated,70.640099
aurangabad,2.127659559,maharashtra,53.683716,29.909092,1.7749487,8.3946629,87.462685,20.881224,10.970323,37.379395,28.115475,486692.973,3.4993887,47.621666,52.378334,6.0410595,78.78846,3.4598477,41.156433,52.62307,2144.644492,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,2407.1560082,29.763623370075127,44.31631788127063,21.11683064668025,9.891045574939104,31.554766200660424,35.07316006647381,6.07456467130206,-13625.429966752548,46.791306,53.943512,-7.152206,treated,52.286942
aurangabad,2.127659559,maharashtra,53.683716,29.909092,1.7749487,8.3946629,87.462685,20.881224,10.970323,37.379395,28.115475,486692.973,3.4993887,47.621666,52.378334,6.0410595,78.78846,3.4598477,41.156433,52.62307,2144.644492,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,2407.1560082,29.763623370075127,44.31631788127063,21.11683064668025,9.891045574939104,31.554766200660424,35.07316006647381,6.07456467130206,-13625.429966752548,53.683716,53.943512,-0.259796,treated,70.640099
aurangabad,2.127659559,maharashtra,53.683716,29.909092,1.7749487,8.3946629,87.462685,20.881224,10.970323,37.379395,28.115475,486692.973,3.4993887,47.621666,52.378334,6.0410595,78.78846,3.4598477,41.156433,52.62307,2144.644492,28.575186,8.984622,84.948372,17.312563,23.04167,1.0736557,59.652798,16.231876,-124969.91,6.3482924,54.009087,90.046349,0.0,57.154465,262.5115162,2407.1560082,29.763623370075127,44.31631788127063,21.11683064668025,9.891045574939104,31.554766200660424,35.07316006647381,6.07456467130206,-13625.429966752548,53.683716,53.943512,-0.259796,treated,52.286942
aurangabad,2.127659559,maharashtra,53.683716,29.909092,1.7749487,8.3946629,87.462685,20.881224,10.970323,37.379395,28.115475,486692.973,3.4993887,47.621666,52.378334,6.0410595,78.78846,3.4598477,41.156433,52.62307,2144.644492,32.190742,9.8746185,87.519295,48.294781,30.528736,13.786454,26.637226,28.165813,458440.06,5.7442636,66.259254,94.840149,0.0,79.143745,509.4757322,2654.1202242,30.347069637099885,47.750874825716686,22.73312701301811,11.5108977599955,27.831715438250708,35.610787687929346,5.984087586260849,88003.39489271457,46.791306,53.943512,-7.152206,treated,70.640099
