district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents,total_respondents,mean_age,urban_share,pct_sc,pct_st,pct_obc,pct_general,mean_hh_size,mean_wealth_idx,dd_mobile_own_5,dd_mobile_own_4,dd_gap,treatment_status,f_mean_bf_dur_c1,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
bulandshahr,16.39999962,uttar pradesh,40.246735,29.387119,1.4843757,7.2746062,72.564728,21.238235,0.081124566,24.679106,53.557915,548286.1475,3.5898499,23.004934,76.995064,6.2306395,73.035706,2.3408611,49.465942,39.936298,1886.108175,29.822186,9.6274767,88.192383,21.110781,16.260952,0.0,37.500496,46.238552,567292.19,5.5549493,51.649551,89.712677,0.0,68.177071,116.6645068,2002.7726818,29.412462304031056,22.89459675226496,20.948300814420268,0.07639893858968,52.62254630581935,25.93497600328498,6.191279534363887,33049.00002110928,40.246735,61.728447,-21.481712,treated,61.53355,117901472,0.13189755,0.12527834,0.11425189,0.10923065,0.21481733,1.2335136,0.12383574,0.062251776,0.075084612,0.10011476,0.24568124,0.52161032,0.10311026,0.046799991,0.0,0.0,0.085096285,0.037314259,0.15553044,0.034734391,0.27667919,0.026925838,0.051700126,0.71280771,0.12855618,0.013375804,0,0.006324119,0.0,0.12855618,0.02162113,0.036190573,0.19271223,0.34996936,0.068697616,0.029355019,0.82472157,0.35865292,0.19049974,0.029891154,0.28873754,0.1516816,0.23352855,0.33917505
buldana,,maharashtra,60.444454,31.492134,1.68036,7.8357453,86.192047,22.16925,8.6518993,21.203924,47.974926,253106.8718,3.1714599,21.984022,78.015976,5.2470798,75.306938,5.2293582,39.125301,46.431984,1563.820351,31.901869,9.0094872,90.310188,21.253082,21.040033,2.2960098,49.275021,27.388939,169775.58,5.1482549,57.775272,99.569756,0.0,80.312729,391.480139,1955.30049,31.57416901997443,21.83767697821736,21.94316401967012,7.3793560169322205,48.235224288634505,22.44225567551504,5.227293590265729,33994.12396748267,60.444454,72.325974,-11.88152,treated,59.427944,80365200,0.14112355,0.19261919,0.17648958,0.10608252,0.13858469,0.86333251,0.16759008,0.1724726,0.16791023,0.15704508,0.19749127,0.44263595,0.044168495,0.09359464,0.078947753,0.049219463,0.030973183,0.058749747,0.17459728,0.09990976,0.28418708,0.082782611,0.052187178,5.0016785,0.056578781,0.013195314,0,0.017619655,0.0,0.056578781,0.038301803,0.040971875,0.15753402,0.24563986,0.014178501,0.025210826,0.84948182,0.24500807,0.23830941,0.11737464,0.16371737,0.13548349,0.11057228,0.15065652
bundi,18.30985832,rajasthan,54.403431,29.415379,1.2411911,5.8607488,61.366154,14.452354,24.598173,9.4708424,51.384628,15751.04539,2.8187945,22.034895,77.965103,6.0447173,71.224449,4.9930778,38.686207,36.125145,718.6491958,30.341162,7.8144798,80.052498,19.337927,14.673059,19.056988,59.778996,5.9432964,-121979.47,6.0822654,66.408852,93.089638,0.0,78.269745,48.19342329,766.84261909,29.47356128001808,21.86539982955965,14.466224550778518,24.249928565503,51.912185180841234,9.249148256611509,6.047077069047765,-7663.348853736056,54.403431,54.905476,-0.502045,treated,66.617249,73743000,0.14215657,0.24746278,0.21242879,0.057194322,0.1532374,0.86849356,0.11073788,0.025252432,0.14494425,0.084362529,0.23675933,0.34870937,0.058103997,0.056414861,0.0,0.0,0.13403517,0.019783925,0.06975206,0.042849682,0.17221257,0.022493443,0.067659222,2.5239611,0.031971928,0.005003024,0,0.0,0.0,0.031971928,0.0,0.0,0.12572707,0.18610746,0.036560394,0.010751963,0.70652515,0.53307176,0.28668165,0.089768425,0.099768713,0.096354447,0.20174953,0.17330649
burhanpur,28.36879539,madhya pradesh,53.715534,30.08172,1.3929124,6.3321128,74.785255,9.5589933,22.105083,14.207385,54.032536,130822.1859,3.0031791,39.018814,60.981186,5.7788739,70.150757,4.4372778,32.581493,35.406769,437.7154367,32.200367,8.1113443,81.172752,43.699955,9.3241138,17.327192,57.176105,16.172583,335770.53,5.2319536,61.988495,86.297028,0.0,75.024086,34.75542487,472.47086157,30.23756977323229,39.36316337170675,9.541715331177484,21.753616602398782,54.263780051411146,14.351946912700209,5.73864190064799,24702.395250457488,53.715534,62.515797,-8.800263,treated,66.876457,48521512,0.17092608,0.18334591,0.13661931,0.085209154,0.12075902,0.83344972,0.060396016,0.053175114,0.034412034,0.041594457,0.11397912,0.39240566,0.054175477,0.02323827,0.0,0.0,0.04539803,0.038110562,0.074475423,0.11305874,0.19723719,0.011619135,0.077069506,3.7427042,0.0317588,0.01270352,0,0.017059918,0.0,0.061522238,0.045565151,0.091130301,0.10547008,0.1387167,0.032831706,0.0217587,0.71795923,0.34046203,0.17202291,0.060222011,0.13174446,0.14951766,0.23619501,0.21399847
buxar,4.661016941,bihar,40.436058,28.588045,1.3346025,6.3411274,67.618111,17.722395,2.2244027,16.967293,63.085907,-166163.0621,2.5342615,16.384783,83.615211,6.4402409,69.596329,2.7595563,49.681389,27.266922,982.9802083,29.165239,8.0193319,76.088821,17.287251,16.968931,0.0,63.614037,19.417036,-47552.129,6.0868006,53.289902,90.117447,0.0,73.098129,177.4357165,1160.4159248,28.67630200230472,16.52277667345456,17.607185081004793,1.8842759588687457,63.16666177331224,17.341875850128307,6.386197404447934,-7268.906580002384,40.436058,42.632305,-2.196247,treated,72.183594,57108864,0.29293978,0.23224553,0.3000696,0.20519689,0.1970153,1.5889802,0.1574396,0.0,0.17589353,0.11268261,0.14449047,0.71610683,0.03549999,0.086713932,0.011605344,0.0,0.011605344,0.036002241,0.22037716,0.011605344,0.34533685,0.049159635,0.03257158,1.1968977,0.035786055,0.006341835,0,0.0,0.0,0.035786055,0.018337766,0.030721711,0.17644842,0.31421137,0.048364997,0.00551319,0.80263668,0.40185326,0.32914463,0.075303793,0.36085296,0.22623117,0.26511797,0.33232978
cachar,5.706521988,assam,32.728901,29.931881,1.55102,6.9961009,83.890198,56.846447,2.4793506,13.659376,26.427456,-617857.7116,1.9774063,17.137558,82.862442,5.0862813,72.923256,3.6413927,57.028461,20.056614,1159.356876,31.374523,8.3448105,86.643944,18.083399,42.035881,4.6911798,20.846706,32.426235,-414461.81,4.6983004,55.736954,89.757362,0.0,70.539024,245.0691605,1404.4260365,30.18361875952141,17.302605110928067,54.26203679838106,2.865309782702312,25.453627772727334,16.934150363919926,5.018579512236231,-72321.01419135144,32.728901,44.515743,-11.786842,treated,78.764053,228008864,0.36089873,0.58085215,0.46861506,0.36333141,0.34592891,1.5721384,0.36639836,0.28658089,0.26686436,0.2514506,0.30404842,0.57706088,0.19144776,0.27205062,0.26102963,0.095712207,0.10079227,0.074079327,0.18633504,0.098358169,0.30964902,0.17457074,0.11040319,19.240381,0.065357342,0.05560999,0,0.044865504,0.03645014,0.071755275,0.038899589,0.065003313,0.11985257,0.21735102,0.22274528,0.0,0.76352042,0.64506721,0.32727793,0.22646049,0.34053731,0.20816243,0.27412993,0.28316191
central,,nct of delhi,18.422295,30.433863,1.9449284,9.5970278,87.768303,32.149391,2.2487111,45.135162,16.475952,1172335.158,4.4891076,98.599884,1.4001188,5.4819579,63.811649,3.9792552,72.473251,37.792309,934.7161486,32.767857,9.1318979,82.30835,100.0,37.513962,1.9524691,24.582664,32.181023,1050464.6,5.3089972,55.746685,90.895546,0.0,80.36026,61.64376295,996.35991155,30.57826480821697,98.68650773687057,32.48129149019335,2.2303829121512684,16.97750593351235,44.333702743680576,5.4712569993848,64995.3757476957,,,,,64.213829,95811312,0.17557071,0.21493918,0.25823238,0.30225778,0.16124447,0.709988,0.15893291,0.0,0.14338021,0.085330851,0.1255586,0.28480437,0.086700626,0.020725142,0.0,0.0,0.092831053,0.031641535,0.078459986,0.031641535,0.1378168,0.013724214,0.041141938,0.85425347,0.021043465,0.007000927,0,0.0061881,0.0,0.027231565,0.017821612,0.035643224,0.26084268,0.32435703,0.040095162,0.0,0.64374155,0.20712976,0.17796083,0.055184476,0.1332043,0.10656624,0.13292876,0.1041434
chamarajanagar,18.91891861,karnataka,35.245106,31.797337,1.5394673,7.3108754,76.276138,38.473484,14.137321,5.5527482,41.743244,204262.8702,3.0663915,20.462257,79.537743,4.8829808,73.677483,5.4440875,57.881649,36.522694,698.0886163,32.893238,6.7098689,70.439621,21.632452,29.136982,18.390442,36.871735,15.600843,164181.84,4.6230998,54.034359,93.126755,0.0,73.217926,143.1553763,841.2439926,31.983827627478565,20.66139031571217,36.88468162055618,14.861079080366984,40.91425418232718,7.26264307573795,4.838756576498283,27941.54122536751,35.245106,56.053375,-20.808269,treated,66.060852,68369280,0.32416642,0.61101407,0.52287453,0.26263165,0.41968873,1.3324103,0.15853868,0.12397311,0.27593157,0.1592312,0.301384,0.50143665,0.073962018,0.24510035,0.02104296,0.02104296,0.03262594,0.020667147,0.15762176,0.021114511,0.2680696,0.11682305,0.026646543,7.2756295,0.067810602,0.009857687,0,0.009857687,0.009857687,0.067810602,0.046258569,0.060952697,0.17326331,0.2885657,0.34328517,0.069689192,0.64925665,0.33268887,0.28402594,0.26817882,0.21494329,0.1930525,0.21879505,0.15341476
chamba,56.44599152,himachal pradesh,29.156433,31.005077,1.6367918,8.2684813,82.934135,24.514143,24.343765,47.96727,2.9950311,256862.0969,3.1341097,7.7876754,92.212326,4.8804188,72.903847,2.4315367,69.748131,41.855824,265.9935975,33.528923,9.6697531,91.193619,6.8058066,22.727009,14.882955,9.3916912,52.998344,87576.68,5.144794,73.558014,98.904564,0.0,73.760445,44.4187783,310.4123758,31.366229340168204,7.647173873814114,24.258411221478585,22.98996065877365,3.910367758566162,48.68719671052807,4.9182498412610105,12534.560763746798,29.156433,35.088188,-5.931755,treated,62.884621,79401872,0.010930019,0.16091748,0.055727236,0.025235904,0.018934038,0.67082387,0.037811201,0.0,0.10217784,0.051088922,0.13702103,0.14434138,0.0,0.0,0.0,0.0,0.012603733,0.012603733,0.06851051,0.0,0.097108148,0.0,0.012603733,0.25189391,0.02493746,0.0,0,0.0,0.0,0.02493746,0.0,0.0,0.21606377,0.36329529,0.037868075,0.0,0.76281315,0.23814996,0.20514427,0.006301866,0.16491324,0.0,0.092188403,0.24969906
chamoli,14.2857151,uttarakhand,24.693306,30.363306,2.0073807,10.067701,92.62822,20.562937,1.3602573,63.253807,14.166169,208875.3811,3.0655358,14.676541,85.323456,5.0862427,70.75927,3.1468809,67.096642,31.136238,232.7751361,32.202175,11.55613,100.0,12.455879,29.832512,0.70585257,12.619352,56.842285,271753.56,4.542634,59.141361,91.789948,0.0,60.473354,11.96708796,244.74222406,30.453220632239848,14.567957948646692,21.016188660202378,1.3282590659583329,14.090534747806208,62.940304709881616,5.059662026584503,13290.768885383488,24.693306,24.624626,0.06868,treated,68.128349,49643168,0.27295285,0.13190782,0.24147935,0.26075456,0.10637937,0.33728212,0.06386365,0.03911664,0.032777119,0.03911664,0.070840463,0.085199781,0.039427783,0.0,0.0,0.0,0.012271659,0.027924487,0.043535557,0.027924487,0.056108605,0.0,0.013962244,0.15824151,0.007006765,0.006135829,0,0.012475352,0.0,0.019482117,0.0,0.0,0.20147868,0.16705875,0.02340745,0.007812495,0.74903506,0.11553673,0.085276127,0.041256856,0.057066564,0.096929468,0.091953158,0.043118238
chamoli,14.2857151,uttarakhand,24.693306,30.363306,2.0073807,10.067701,92.62822,20.562937,1.3602573,63.253807,14.166169,208875.3811,3.0655358,14.676541,85.323456,5.0862427,70.75927,3.1468809,67.096642,31.136238,232.7751361,32.202175,11.55613,100.0,12.455879,29.832512,0.70585257,12.619352,56.842285,271753.56,4.542634,59.141361,91.789948,0.0,60.473354,11.96708796,244.74222406,30.453220632239848,14.567957948646692,21.016188660202378,1.3282590659583329,14.090534747806208,62.940304709881616,5.059662026584503,13290.768885383488,,24.624626,,not_treated,68.128349,49643168,0.27295285,0.13190782,0.24147935,0.26075456,0.10637937,0.33728212,0.06386365,0.03911664,0.032777119,0.03911664,0.070840463,0.085199781,0.039427783,0.0,0.0,0.0,0.012271659,0.027924487,0.043535557,0.027924487,0.056108605,0.0,0.013962244,0.15824151,0.007006765,0.006135829,0,0.012475352,0.0,0.019482117,0.0,0.0,0.20147868,0.16705875,0.02340745,0.007812495,0.74903506,0.11553673,0.085276127,0.041256856,0.057066564,0.096929468,0.091953158,0.043118238
champawat,43.82022476,uttarakhand,21.022591,30.007704,1.7957487,8.9671478,86.587379,20.02198,0.87496799,70.181633,8.9214191,145136.2574,2.9608686,16.756828,83.243172,5.4150181,70.26899,2.6693659,70.413086,21.731024,155.0430422,32.287258,11.12956,91.803108,20.632311,25.687725,1.241079,11.447227,61.623966,323049.66,5.3205938,54.456444,91.435677,0.0,59.033524,8.721282005,163.764324205,30.129101828105338,16.963217152904107,20.32370969694892,0.8944652607202603,9.055931198976952,69.72589376879567,5.409989526454312,17206.83831618457,21.022591,42.133541,-21.11095,treated,77.94651,35401936,0.019229259,0.03307901,0.044537649,0.014062847,0.020813184,0.14551136,0.18849184,0.044061095,0.12363539,0.097103022,0.14668751,0.11265785,0.070623174,0.026610861,0.017450232,0.0,0.036593508,0.0,0.06320437,0.0,0.059002593,0.019122174,0.012197835,0.2880553,0.019122174,0.005816744,0,0.005671611,0.0,0.024793785,0.005525997,0.011051995,0.35581791,0.3276262,0.0,0.0,0.78965002,0.40825194,0.048909642,0.006381092,0.013412515,0.021117376,0.043311387,0.012379351
champawat,43.82022476,uttarakhand,21.022591,30.007704,1.7957487,8.9671478,86.587379,20.02198,0.87496799,70.181633,8.9214191,145136.2574,2.9608686,16.756828,83.243172,5.4150181,70.26899,2.6693659,70.413086,21.731024,155.0430422,32.287258,11.12956,91.803108,20.632311,25.687725,1.241079,11.447227,61.623966,323049.66,5.3205938,54.456444,91.435677,0.0,59.033524,8.721282005,163.764324205,30.129101828105338,16.963217152904107,20.32370969694892,0.8944652607202603,9.055931198976952,69.72589376879567,5.409989526454312,17206.83831618457,,42.133541,,not_treated,77.94651,35401936,0.019229259,0.03307901,0.044537649,0.014062847,0.020813184,0.14551136,0.18849184,0.044061095,0.12363539,0.097103022,0.14668751,0.11265785,0.070623174,0.026610861,0.017450232,0.0,0.036593508,0.0,0.06320437,0.0,0.059002593,0.019122174,0.012197835,0.2880553,0.019122174,0.005816744,0,0.005671611,0.0,0.024793785,0.005525997,0.011051995,0.35581791,0.3276262,0.0,0.0,0.78965002,0.40825194,0.048909642,0.006381092,0.013412515,0.021117376,0.043311387,0.012379351
champhai,34.90909195,mizoram,3.8660431,32.414249,1.9160198,9.0340042,97.722672,0.0,98.955612,0.0,0.10984355,404956.4697,3.3530967,42.856171,57.143826,4.5705643,59.613712,10.176757,86.484291,38.004749,56.52807583,33.358711,8.2230749,97.811699,40.34375,0.0,100.0,0.0,0.0,342363.56,4.925633,61.903214,90.350334,0.0,75.927521,14.37927601,70.90735184,32.6057761044052,42.34667806203443,0.0,99.16740306148849,0.0875684165705037,0.0,4.64256855213076,69430.45454891039,3.8660431,10.992928,-7.1268849,treated,66.516472,89160040,0.13183308,0.13257191,0.28167728,0.11868545,0.14054041,0.36124608,0.036413994,0.0,0.022180442,0.014510256,0.055543706,0.055543706,0.0,0.0,0.0,0.0,0.0,0.0,0.034193378,0.0,0.020516725,0.0,0.0,0.044084176,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06782528,0.10420717,0.0,0.0,0.66161138,0.047039773,0.033705469,0.007116776,0.007116776,0.013123244,0.15507096,0.14511284
chandauli,18.25396919,uttar pradesh,39.878338,29.425514,1.6054077,7.9729953,76.649971,24.662207,2.4130189,13.274741,59.650032,-106546.2195,2.674597,23.658232,76.341774,7.0780997,71.048859,2.1078804,44.444927,28.171295,1251.034637,30.684643,9.5185366,85.348633,32.500439,22.506315,6.2822452,57.922722,13.28872,-34762.348,7.1763763,59.079681,84.323265,0.0,59.785877,85.25969341,1336.29433041,29.505850307698548,24.222392036252234,24.52465445131211,2.6598874532555485,59.53982430273406,13.275632903248452,7.084370049723633,-2215.44090387361,39.878338,47.123459,-7.245121,treated,71.260948,97848904,0.19265027,0.17380516,0.29083934,0.10798315,0.13246773,1.0738381,0.10984258,0.083043814,0.14135133,0.092096068,0.24634813,0.47528937,0.094886899,0.12163131,0.037488166,0.004681197,0.028626667,0.028626667,0.2409915,0.068787053,0.21631674,0.056673329,0.030570205,4.2586083,0.049682844,0.014215234,0,0.009247002,0.0,0.049682844,0.012680724,0.020680252,0.13620912,0.23382226,0.016594851,0.013928199,0.74859631,0.18238235,0.33030209,0.057500809,0.11544352,0.066132084,0.26022339,0.24423626
chandel,19.44444466,manipur,8.6396179,31.660788,1.721078,8.1139765,85.653,4.1936221,89.334518,2.3376248,4.1342335,-227697.2812,2.4205351,21.488541,78.511459,4.7821121,66.932175,6.3722959,79.106644,38.790424,45.23112391,32.232151,9.5521212,90.427193,29.079571,0.0,77.466721,17.521936,5.0113454,-93143.203,4.6953735,59.898048,87.746262,0.0,77.106567,9.526463851,54.757587761,31.760191008566707,22.809192179933127,3.464035736284055,87.2698153033624,6.463362103525306,2.802785952729144,4.767021732232286,-16202.610617093693,8.6396179,20.127586,-11.4879681,treated,66.02861,32719462,0.34846395,0.48088107,0.20835654,0.43483648,0.24925004,0.44798341,0.036408056,0.052913859,0.092365183,0.060562365,0.23426205,0.58159101,0.11289486,0.21065749,0.026925076,0.040387616,0.12070739,0.022298167,0.05641517,0.095443591,0.32976648,0.10801122,0.073584214,3.6119485,0.031166038,0.026925076,0,0.013462538,0.026925076,0.031166038,0.023805128,0.015297011,0.43400428,0.79037166,0.023585901,0.026925076,0.67832726,0.39192453,0.18764636,0.042000905,0.044628575,0.12540381,0.11178435,0.044219706
chandigarh,,chandigarh,22.525612,30.823421,1.9358658,9.7595301,87.809914,28.043785,0.11380861,53.62999,15.75963,1385632.143,4.6084833,98.999977,1.0000223,5.389925,66.545715,3.7318821,70.004608,38.051483,596.8167362,30.519115,10.279598,90.038994,100.0,31.361988,0.0,16.827263,49.263081,1480479.8,5.0526457,52.508892,92.53022,0.0,73.041611,49.27297741,646.08971361,30.8002135996222,99.0762421217788,28.29684233556297,0.105129182125718,15.841051288070414,53.29695481312748,5.364202944719311,112910.63241622574,22.525612,18.373848,4.151764,treated,64.917831,85357112,0.058578081,0.063630678,0.050312258,0.024060139,0.016953116,0.26937571,0.020094329,0.0,0.057503983,0.038799156,0.051064827,0.12771119,0.051064827,0.035579577,0.0,0.0,0.020094329,0.020094329,0.051064827,0.020094329,0.083949924,0.027836954,0.020094329,1.0632313,0.027836954,0.020094329,0,0.020094329,0.0,0.027836954,0.0,0.0,0.15878576,0.22029103,0.0,0.0,0.8263396,0.14497362,0.076395907,0.030030373,0.027641622,0.069397241,0.045816228,0.020094329
chandrapur,,maharashtra,45.974373,31.68306,1.8903112,9.2978687,88.721016,21.982801,17.514076,13.231134,47.271988,454592.8238,3.4575665,37.308224,62.691776,4.6852641,72.293602,4.3522434,44.93338,48.2174,1295.480871,33.784245,9.4187326,92.613503,36.272293,14.218696,21.047594,58.365078,6.3686318,412831.91,4.4432936,60.209549,90.907753,0.0,76.768013,344.8500321,1640.3309031,32.12479630657611,37.09043816305195,20.35053774542268,18.256934525327463,49.60411040003442,11.788416497401046,4.634394159956466,86793.20517439887,45.974373,49.459122,-3.484749,treated,56.027752,70272864,0.17692393,0.16843936,0.22271721,0.21991941,0.17252666,1.0436339,0.42718747,0.21334101,0.32294708,0.26011646,0.53594273,0.65907574,0.29857251,0.26139942,0.073235407,0.0,0.01335238,0.010766119,0.42843765,0.0,0.38606885,0.13992614,0.017442308,5.7554679,0.066009507,0.01952536,0,0.019609077,0.00667619,0.092845283,0.013141517,0.013781849,0.13979191,0.22294722,0.036251776,0.052602764,0.76447159,0.56059909,0.29907873,0.20789753,0.17394973,0.16322543,0.16201441,0.085803807
changlang,31.75852966,arunachal pradesh,19.571251,30.782061,1.5463386,7.1276507,80.482307,4.0597463,45.618561,38.531017,11.790676,-381265.3324,2.2479491,3.0805728,96.919426,5.0752764,71.045815,2.670578,71.882263,27.114927,62.64198445,32.145451,8.0968962,87.383163,4.6971312,0.47350553,52.342873,17.860941,29.322678,-254481.69,5.2068214,67.035973,91.453514,0.0,83.137703,4.478904042,67.120888492,30.87303853499717,3.1884439875626023,3.8204403456061953,46.06726704178696,12.195738195321676,37.91655453244607,5.084054255082701,-16979.18903590285,19.571251,42.969097,-23.397846,treated,74.221062,244388896,0.27099374,0.13650063,0.13462844,0.20743315,0.14896381,0.26104799,0.057574272,0.07977432,0.085260838,0.067189783,0.30780172,0.38037378,0.13084951,0.14950448,0.03277361,0.03277361,0.0,0.046241052,0.24448423,0.006568883,0.22089973,0.067692935,0.026404968,0.88796031,0.048795324,0.01431887,0,0.0,0.037239149,0.070864186,0.040657818,0.081315637,0.38059938,0.62203181,0.17980278,0.015170292,0.70394289,0.38682151,0.029156407,0.059221555,0.023750653,0.041893695,0.071248658,0.035777036
charaideo,,assam,24.983982,30.634071,1.4583925,6.6350942,76.701149,5.8131533,6.237514,8.1234045,79.72332,-578221.737,1.9590664,7.1843967,92.815605,4.919507,67.647781,5.8130789,58.876209,21.890129,292.3073588,31.454653,7.2617974,82.476532,3.0360212,6.6014042,2.6167893,81.466629,9.3151798,-462465.88,5.2035575,61.115616,83.860191,0.0,77.596527,59.87764072,352.18499952,30.773584364408663,6.479099943752026,5.947169809083989,5.621927154938139,80.0197131743493,8.326027250343227,4.967800578115245,-78625.70295757592,,,,,78.109009,61982056,0.13623373,0.23629437,0.12087002,0.089855358,0.10177734,0.53729266,0.11951365,0.070717938,0.068413734,0.086128041,0.43628827,0.45729259,0.18564013,0.07002002,0.015844731,0.0,0.049194898,0.069409117,0.19258299,0.03817011,0.25042659,0.037503175,0.041205734,4.654912,0.062933698,0.009048199,0,0.0,0.0,0.062933698,0.032570556,0.053987462,0.24765074,0.42876902,0.07029967,0.0,0.67183167,0.69035161,0.15969783,0.066738673,0.072586507,0.070989206,0.18734194,0.16973694
charkhi dadri,,haryana,36.388184,30.67712,1.8495225,9.2187185,86.192047,31.330486,0.70672494,42.322903,25.152388,948521.1245,4.1727238,10.291053,89.708946,6.0312238,73.469063,4.7561698,53.928978,30.11002,293.2701137,31.902216,10.736441,93.409851,7.9608312,34.14048,0.99987334,12.509058,51.435791,859400.63,5.2993722,55.740269,90.317162,0.0,77.46666,17.62293328,310.89304698,30.74656441273073,10.15896467024188,31.48977015659417,0.7233420201969435,24.435702428574672,42.83946591053188,5.989738884068474,48718.95285402639,,,,,71.828308,37443724,0.070034623,0.060786154,0.15555504,0.12639852,0.024200985,0.37748292,0.094709545,0.0,0.016017798,0.047354773,0.0,0.16553885,0.016017798,0.0,0.0,0.0,0.0,0.0,0.023760777,0.0,0.075388871,0.0,0.0,0.88695294,0.0,0.0,0,0.0,0.0,0.0,0.006968698,0.013937396,0.15059739,0.2801595,0.077693179,0.0,0.74028021,0.19514561,0.10748282,0.015584828,0.11773404,0.030524688,0.025976343,0.080180191
chatra,24.08759117,jharkhand,55.287437,29.19367,1.2298592,5.6548772,62.162102,32.957939,5.7534804,8.9949389,52.29364,-842558.8035,1.74875,4.2189283,95.781067,5.6358919,75.831551,1.9954112,33.704422,28.335247,599.1922185,32.56868,7.5188546,73.793976,10.3499,28.020859,1.7411116,59.408558,10.829472,-648696.13,5.466157,69.35894,88.991859,0.0,77.630539,30.29455282,629.48677132,29.356095047469427,4.513986201874727,32.72033808819223,5.560381952053223,52.63605110215706,9.083227268286828,5.627723272591572,-31217.35393392871,55.287437,51.787769,3.499668,treated,72.696381,87881840,0.046038967,0.046326522,0.031210657,0.019212706,0.036406815,1.0989553,0.11242696,0.16888247,0.15269849,0.12086457,0.25492001,0.31510308,0.17856835,0.12591574,0.053871106,0.063393965,0.069772802,0.072395265,0.20521764,0.072395265,0.20050244,0.08523915,0.047982428,1.849623,0.037042715,0.012155867,0,0.012155867,0.012155867,0.037042715,0.024599291,0.042794347,0.36975753,0.70216882,0.0314424,0.028535862,0.85048223,0.29425555,0.24029538,0.075080402,0.2230799,0.17339502,0.1400204,0.24708426
chennai,23.73371887,tamil nadu,15.046814,32.254036,2.342567,11.974377,96.755753,22.927139,0.41859108,1.1788887,75.47538,1287277.254,4.6167731,100.0,0.0,4.1232786,67.637215,3.6978204,83.820267,49.771824,2709.461601,34.967327,10.654271,95.552773,100.0,29.429817,0.0,70.570183,0.0,1101307.1,4.0373302,64.464813,98.867081,0.0,80.576393,174.7008708,2884.1624718,32.41838676216007,100.0,23.321022326698657,0.3932359805906823,75.17826005765129,1.1074804889578027,4.118072492344597,66713.23832792744,15.046814,16.819954,-1.77314,treated,50.841969,158081536,0.47710311,0.60667908,0.38463879,0.14099589,0.14827873,0.44196859,0.072380565,0.023794727,0.10401368,0.088197127,0.19235058,0.41516727,0.0,0.084882662,0.0,0.0,0.0,0.0,0.11947183,0.0,0.20270097,0.042441331,0.0,0.26171941,0.077557638,0.007356805,0,0.035941187,0.0,0.084914446,0.095737837,0.19147567,0.16428553,0.31728122,0.28777242,0.030326653,0.75840926,0.56174666,0.17657043,0.046544343,0.059756789,0.060261846,0.065754831,0.033080366
