state,district,internet_5,mobile_5,gender_5,internet_use_m_5,mobile_own_m_5,internet_use_f_5,mobile_own_f_5,dd_internet_use_5,dd_mobile_own_5,State_Code,DistrictCode,in_labour_force,Employed,Unemployed,Employed_self,Employed_ownacc,Employed_ownent,Employed_help,Employed_Salaried,Employed_wages,Employed_casual,men_mobile_own_4,men_mobile_financial_4,men_mobile_own2_4,men_mobile_financial2_4,n_obs_men_4,women_mobile_own_4,n_obs_women_4,digital_gap_ownership_4
chhattisgarh,koriya,0,0.41007194,1,0,0.74436092,0,0.41007194,0,0.33428898,,,,,,,,,,,,,0.71603948,0.19047759,0.71603948,0.19047759,25.20880604,0.67430592,66.87185917,0.041733563
chhattisgarh,mahasamund,0,0.89570552,0,0,0.89570552,0,0.36312848,0,0.53257704,22,12,99,20,5,74,6,0,68,8,20,12,0.90130472,0.1881139,0.90130472,0.1881139,45.89455855,0.72057784,131.1088032,0.18072689
chhattisgarh,mahasamund,0,0.36312848,1,0,0.89570552,0,0.36312848,0,0.53257704,22,12,99,20,5,74,6,0,68,8,20,12,0.90130472,0.1881139,0.90130472,0.1881139,45.89455855,0.72057784,131.1088032,0.18072689
chhattisgarh,mungeli,0,0.81512606,0,0,0.81512606,0,0.2932331,0,0.52189296,22,25,72,20,0,52,5,0,47,9,20,11,0.82067609,0.2157166,0.82067609,0.2157166,24.01821607,,,
chhattisgarh,mungeli,0,0.2932331,1,0,0.81512606,0,0.2932331,0,0.52189296,22,25,72,20,0,52,5,0,47,9,20,11,0.82067609,0.2157166,0.82067609,0.2157166,24.01821607,,,
chhattisgarh,narayanpur,0,0.54268295,0,0,0.54268295,0,0.40462428,0,0.13805866,22,16,25,11,0,14,2,0,12,7,11,4,0.55713916,0.17502616,0.55713916,0.17502616,5.486569932,0.3993822,17.06590595,0.15775695
chhattisgarh,narayanpur,0,0.40462428,1,0,0.54268295,0,0.40462428,0,0.13805866,22,16,25,11,0,14,2,0,12,7,11,4,0.55713916,0.17502616,0.55713916,0.17502616,5.486569932,0.3993822,17.06590595,0.15775695
chhattisgarh,raigarh,0,0.87662339,0,0,0.87662339,0,0.40845072,0,0.46817267,22,4,72,38,5,29,4,0,25,22,38,16,0.9629578,0.21016742,0.9629578,0.21016742,424.0354595,0.67457473,228.3109444,0.28838307
chhattisgarh,raigarh,0,0.87662339,0,0,0.87662339,0,0.40845072,0,0.46817267,22,4,72,38,5,29,4,0,25,22,38,16,0.86965454,0.21724382,0.86965454,0.21724382,123.0818914,0.67265666,166.8685417,0.19699788
chhattisgarh,raigarh,0,0.40845072,1,0,0.87662339,0,0.40845072,0,0.46817267,22,4,72,38,5,29,4,0,25,22,38,16,0.9629578,0.21016742,0.9629578,0.21016742,424.0354595,0.67457473,228.3109444,0.28838307
chhattisgarh,raigarh,0,0.40845072,1,0,0.87662339,0,0.40845072,0,0.46817267,22,4,72,38,5,29,4,0,25,22,38,16,0.86965454,0.21724382,0.86965454,0.21724382,123.0818914,0.67265666,166.8685417,0.19699788
chhattisgarh,raipur,0,0.88461536,0,0,0.88461536,0,0.51351351,0,0.37110186,22,11,151,62,14,75,16,1,58,38,62,24,0.87962192,0.2568531,0.87962192,0.2568531,118.7059749,,,
chhattisgarh,raipur,0,0.51351351,1,0,0.88461536,0,0.51351351,0,0.37110186,22,11,151,62,14,75,16,1,58,38,62,24,0.87962192,0.2568531,0.87962192,0.2568531,118.7059749,,,
chhattisgarh,rajnandgaon,0,0.86627907,0,0,0.86627907,0,0.37125748,0,0.49502158,22,9,114,22,0,92,12,1,79,14,22,8,0.86189896,0.2248679,0.86189896,0.2248679,70.70369178,0.36975551,167.6681273,0.49214345
chhattisgarh,rajnandgaon,0,0.37125748,1,0,0.86627907,0,0.37125748,0,0.49502158,22,9,114,22,0,92,12,1,79,14,22,8,0.86189896,0.2248679,0.86189896,0.2248679,70.70369178,0.36975551,167.6681273,0.49214345
chhattisgarh,sukama,,,,,,,,,,22,22,9,0,0,9,2,0,7,0,0,0,,,,,,,,
chhattisgarh,sukma,0,0.6936416,0,0,0.6936416,0,0.3463687,0,0.3472729,,,,,,,,,,,,,0.66902518,0.14223605,0.66902518,0.14223605,9.423472922,,,
chhattisgarh,sukma,0,0.3463687,1,0,0.6936416,0,0.3463687,0,0.3472729,,,,,,,,,,,,,0.66902518,0.14223605,0.66902518,0.14223605,9.423472922,,,
chhattisgarh,surajpur,0,0.83703703,0,0,0.83703703,0,0.30215827,0,0.53487873,22,26,71,2,1,68,1,0,67,2,2,0,0.84734142,0.17792031,0.84734142,0.17792031,21.10912637,,,
chhattisgarh,surajpur,0,0.30215827,1,0,0.83703703,0,0.30215827,0,0.53487873,22,26,71,2,1,68,1,0,67,2,2,0,0.84734142,0.17792031,0.84734142,0.17792031,21.10912637,,,
chhattisgarh,surguja,0,0.81954885,0,0,0.81954885,0,0.33774835,0,0.4818005,22,2,69,7,0,62,4,0,58,6,7,1,0.80864704,0.18241987,0.80864704,0.18241987,34.83251783,,,
chhattisgarh,surguja,0,0.33774835,1,0,0.81954885,0,0.33774835,0,0.4818005,22,2,69,7,0,62,4,0,58,6,7,1,0.80864704,0.18241987,0.80864704,0.18241987,34.83251783,,,
chhattisgarh,uttar bastar kanker,0,0.78205127,0,0,0.78205127,0,0.37692308,0,0.40512818,22,14,94,14,0,80,4,0,76,9,14,5,0.78206414,0.2224974,0.78206414,0.2224974,29.90457664,0.78012609,75.22992578,0.001938045
chhattisgarh,uttar bastar kanker,0,0.37692308,1,0,0.78205127,0,0.37692308,0,0.40512818,22,14,94,14,0,80,4,0,76,9,14,5,0.78206414,0.2224974,0.78206414,0.2224974,29.90457664,0.78012609,75.22992578,0.001938045
dadra & nagar haveli and daman & diu,dadra & nagar haveli,0,0.94871789,0,0,0.94871789,0,0.56643355,0,0.38228434,,,,,,,,,,,,,0.9524616,0.35619137,0.9524616,0.35619137,52.4331836,0.71184963,38.29840187,0.24061197
dadra & nagar haveli and daman & diu,dadra & nagar haveli,0,0.56643355,1,0,0.94871789,0,0.56643355,0,0.38228434,,,,,,,,,,,,,0.9524616,0.35619137,0.9524616,0.35619137,52.4331836,0.71184963,38.29840187,0.24061197
dadra & nagar haveli and daman & diu,daman,0,0.93181819,0,0,0.93181819,0,0.76377952,0,0.16803867,,,,,,,,,,,,,0.93323469,0.30518129,0.93323469,0.30518129,17.41526791,0.70780993,17.94075586,0.22542477
dadra & nagar haveli and daman & diu,daman,0,0.76377952,1,0,0.93181819,0,0.76377952,0,0.16803867,,,,,,,,,,,,,0.93323469,0.30518129,0.93323469,0.30518129,17.41526791,0.70780993,17.94075586,0.22542477
dadra & nagar haveli and daman & diu,diu,0,0.9207921,0,0,0.9207921,0,0.70322579,0,0.21756631,,,,,,,,,,,,,0.92630059,0.26104119,0.92630059,0.26104119,3.297759943,0.88379943,5.831155884,0.042501152
dadra & nagar haveli and daman & diu,diu,0,0.70322579,1,0,0.9207921,0,0.70322579,0,0.21756631,,,,,,,,,,,,,0.92630059,0.26104119,0.92630059,0.26104119,3.297759943,0.88379943,5.831155884,0.042501152
goa,north goa,0,0.97345132,0,0,0.97345132,0,0.91176468,0,0.061686635,,,,,,,,,,,,,0.97288853,0.49358508,0.97288853,0.49358508,115.4088866,0.65266085,252.3814643,0.32022768
goa,north goa,0,0.91176468,1,0,0.97345132,0,0.91176468,0,0.061686635,,,,,,,,,,,,,0.97288853,0.49358508,0.97288853,0.49358508,115.4088866,0.65266085,252.3814643,0.32022768
goa,south goa,0,0.97435892,0,0,0.97435892,0,0.91616768,0,0.05819124,,,,,,,,,,,,,0.97555262,0.58920705,0.97555262,0.58920705,102.8836822,0.6814,169.1075173,0.29415262
goa,south goa,0,0.91616768,1,0,0.97435892,0,0.91616768,0,0.05819124,,,,,,,,,,,,,0.97555262,0.58920705,0.97555262,0.58920705,102.8836822,0.6814,169.1075173,0.29415262
gujarat,ahmadabad,0,0.98518521,0,0,0.98518521,0,0.73972601,0,0.2454592,24,7,143,76,5,62,20,2,40,61,76,15,0.981767,0.5195958,0.981767,0.5195958,831.4998403,,,
gujarat,ahmadabad,0,0.73972601,1,0,0.98518521,0,0.73972601,0,0.2454592,24,7,143,76,5,62,20,2,40,61,76,15,0.981767,0.5195958,0.981767,0.5195958,831.4998403,,,
gujarat,amreli,0,0.94736844,0,0,0.94736844,0,0.36496347,0,0.58240497,24,13,25,1,0,24,4,0,20,1,1,0,0.95291072,0.007878168,0.95291072,0.007878168,188.1992559,0.73778021,191.9199696,0.21513051
gujarat,amreli,0,0.36496347,1,0,0.94736844,0,0.36496347,0,0.58240497,24,13,25,1,0,24,4,0,20,1,1,0,0.95291072,0.007878168,0.95291072,0.007878168,188.1992559,0.73778021,191.9199696,0.21513051
gujarat,anand,0,0.89726025,0,0,0.89726025,0,0.442029,0,0.45523125,24,15,24,15,0,9,3,0,6,7,15,8,0.89399016,0.13255146,0.89399016,0.13255146,288.8084376,0.69600087,370.3935719,0.19798928
gujarat,anand,0,0.442029,1,0,0.89726025,0,0.442029,0,0.45523125,24,15,24,15,0,9,3,0,6,7,15,8,0.89399016,0.13255146,0.89399016,0.13255146,288.8084376,0.69600087,370.3935719,0.19798928
gujarat,aravali,0,0.86060607,0,0,0.86060607,0,0.27380952,0,0.58679652,,,,,,,,,,,,,0.8601073,0.12542351,0.8601073,0.12542351,151.3982264,,,
gujarat,aravali,0,0.27380952,1,0,0.86060607,0,0.27380952,0,0.58679652,,,,,,,,,,,,,0.8601073,0.12542351,0.8601073,0.12542351,151.3982264,,,
gujarat,banas kantha,0,0.88321161,0,0,0.88321161,0,0.37588653,0,0.50732505,24,2,95,22,0,73,63,1,9,11,22,11,0.8811996,0.15163301,0.8811996,0.15163301,306.6250252,0.72801161,435.0442557,0.15318799
gujarat,banas kantha,0,0.37588653,1,0,0.88321161,0,0.37588653,0,0.50732505,24,2,95,22,0,73,63,1,9,11,22,11,0.8811996,0.15163301,0.8811996,0.15163301,306.6250252,0.72801161,435.0442557,0.15318799
gujarat,bharuch,0,0.88679242,0,0,0.88679242,0,0.42975205,0,0.45704037,24,21,23,10,0,13,10,0,3,7,10,3,0.87184501,0.18577063,0.87184501,0.18577063,186.9168724,0.7559498,231.3474489,0.11589521
gujarat,bharuch,0,0.42975205,1,0,0.88679242,0,0.42975205,0,0.45704037,24,21,23,10,0,13,10,0,3,7,10,3,0.87184501,0.18577063,0.87184501,0.18577063,186.9168724,0.7559498,231.3474489,0.11589521
gujarat,bhavnagar,0,0.96062988,0,0,0.96062988,0,0.35606059,0,0.60456932,24,14,66,22,0,44,17,3,24,18,22,4,0.96420348,0.1847066,0.96420348,0.1847066,282.2403371,,,
gujarat,bhavnagar,0,0.35606059,1,0,0.96062988,0,0.35606059,0,0.60456932,24,14,66,22,0,44,17,3,24,18,22,4,0.96420348,0.1847066,0.96420348,0.1847066,282.2403371,,,
gujarat,botad,0,0.96031743,0,0,0.96031743,0,0.41726619,0,0.54305124,,,,,,,,,,,,,0.9661445,0.13057876,0.9661445,0.13057876,82.07512563,,,
gujarat,botad,0,0.41726619,1,0,0.96031743,0,0.41726619,0,0.54305124,,,,,,,,,,,,,0.9661445,0.13057876,0.9661445,0.13057876,82.07512563,,,
gujarat,chhota udaipur,0,0.82352942,0,0,0.82352942,0,0.23636363,0,0.58716577,,,,,,,,,,,,,0.82048953,0.11419649,0.82048953,0.11419649,123.0654458,,,
gujarat,chhota udaipur,0,0.23636363,1,0,0.82352942,0,0.23636363,0,0.58716577,,,,,,,,,,,,,0.82048953,0.11419649,0.82048953,0.11419649,123.0654458,,,
gujarat,devbhumi dwarka,0,0.86627907,0,0,0.86627907,0,0.4427861,0,0.42349297,,,,,,,,,,,,,0.85717696,0.19474851,0.85717696,0.19474851,104.8694814,,,
gujarat,devbhumi dwarka,0,0.4427861,1,0,0.86627907,0,0.4427861,0,0.42349297,,,,,,,,,,,,,0.85717696,0.19474851,0.85717696,0.19474851,104.8694814,,,
gujarat,dohad,0,0.80740744,0,0,0.80740744,0,0.24431819,0,0.56308925,24,18,102,22,0,80,22,0,58,7,22,15,0.80001628,0.088475361,0.80001628,0.088475361,235.7975502,0.66605389,224.2828079,0.13396239
gujarat,dohad,0,0.24431819,1,0,0.80740744,0,0.24431819,0,0.56308925,24,18,102,22,0,80,22,0,58,7,22,15,0.80001628,0.088475361,0.80001628,0.088475361,235.7975502,0.66605389,224.2828079,0.13396239
gujarat,gandhinagar,0,0.89147288,0,0,0.89147288,0,0.48739496,0,0.40407792,24,6,6,4,0,2,2,0,0,4,4,0,0.87719202,0.21665612,0.87719202,0.21665612,223.4578741,0.84423167,245.6194912,0.032960355
gujarat,gandhinagar,0,0.48739496,1,0,0.89147288,0,0.48739496,0,0.40407792,24,6,6,4,0,2,2,0,0,4,4,0,0.87719202,0.21665612,0.87719202,0.21665612,223.4578741,0.84423167,245.6194912,0.032960355
gujarat,gir somnath,0,0.84313726,0,0,0.84313726,0,0.47752807,0,0.3656092,,,,,,,,,,,,,0.84563214,0.11612008,0.84563214,0.11612008,169.3377653,,,
gujarat,gir somnath,0,0.47752807,1,0,0.84313726,0,0.47752807,0,0.3656092,,,,,,,,,,,,,0.84563214,0.11612008,0.84563214,0.11612008,169.3377653,,,
gujarat,jamnagar,0,0.969697,0,0,0.969697,0,0.66257668,0,0.30712032,24,10,52,13,0,39,7,0,32,7,13,6,0.97010499,0.31219921,0.97010499,0.31219921,166.2098606,,,
gujarat,jamnagar,0,0.66257668,1,0,0.969697,0,0.66257668,0,0.30712032,24,10,52,13,0,39,7,0,32,7,13,6,0.97010499,0.31219921,0.97010499,0.31219921,166.2098606,,,
gujarat,junagadh,0,0.88435376,0,0,0.88435376,0,0.42105263,0,0.46330112,24,12,56,13,1,42,2,0,40,2,13,11,0.88496369,0.056224536,0.88496369,0.056224536,215.0305868,,,
gujarat,junagadh,0,0.42105263,1,0,0.88435376,0,0.42105263,0,0.46330112,24,12,56,13,1,42,2,0,40,2,13,11,0.88496369,0.056224536,0.88496369,0.056224536,215.0305868,,,
gujarat,kachchh,0,0.93922645,0,0,0.93922645,0,0.50279331,0,0.43643314,24,1,35,19,0,16,5,0,11,8,19,11,0.94178152,0.27196124,0.94178152,0.27196124,287.1689452,0.76814985,292.2773153,0.17363167
gujarat,kachchh,0,0.50279331,1,0,0.93922645,0,0.50279331,0,0.43643314,24,1,35,19,0,16,5,0,11,8,19,11,0.94178152,0.27196124,0.94178152,0.27196124,287.1689452,0.76814985,292.2773153,0.17363167
gujarat,kheda,0,0.86466163,0,0,0.86466163,0,0.24203822,0,0.62262344,24,16,26,5,2,19,9,0,10,2,5,3,0.86097527,0.17327921,0.86097527,0.17327921,312.4825846,,,
gujarat,kheda,0,0.24203822,1,0,0.86466163,0,0.24203822,0,0.62262344,24,16,26,5,2,19,9,0,10,2,5,3,0.86097527,0.17327921,0.86097527,0.17327921,312.4825846,,,
gujarat,mahesana,0,0.93518519,0,0,0.93518519,0,0.47413793,0,0.46104726,24,4,48,23,0,25,21,0,4,10,23,13,0.93283749,0.15670191,0.93283749,0.15670191,286.6168102,0.72060138,303.2306758,0.21223611
gujarat,mahesana,0,0.47413793,1,0,0.93518519,0,0.47413793,0,0.46104726,24,4,48,23,0,25,21,0,4,10,23,13,0.93283749,0.15670191,0.93283749,0.15670191,286.6168102,0.72060138,303.2306758,0.21223611
gujarat,mahisagar,0,0.78512394,0,0,0.78512394,0,0.33093524,0,0.4541887,,,,,,,,,,,,,0.797553,0.16066435,0.797553,0.16066435,133.4179914,,,
gujarat,mahisagar,0,0.33093524,1,0,0.78512394,0,0.33093524,0,0.4541887,,,,,,,,,,,,,0.797553,0.16066435,0.797553,0.16066435,133.4179914,,,
gujarat,morbi,0,0.9470588,0,0,0.9470588,0,0.54347825,0,0.40358055,,,,,,,,,,,,,0.94449186,0.29639763,0.94449186,0.29639763,127.7205621,,,
gujarat,morbi,0,0.54347825,1,0,0.9470588,0,0.54347825,0,0.40358055,,,,,,,,,,,,,0.94449186,0.29639763,0.94449186,0.29639763,127.7205621,,,
gujarat,narmada,0,0.74149662,0,0,0.74149662,0,0.32846716,0,0.41302946,24,20,53,8,0,45,15,0,30,1,8,7,0.76220703,0.12363396,0.76220703,0.12363396,84.66794199,0.71250325,90.49507385,0.049703777
gujarat,narmada,0,0.32846716,1,0,0.74149662,0,0.32846716,0,0.41302946,24,20,53,8,0,45,15,0,30,1,8,7,0.76220703,0.12363396,0.76220703,0.12363396,84.66794199,0.71250325,90.49507385,0.049703777
gujarat,navsari,0,0.87577641,0,0,0.87577641,0,0.63758391,0,0.2381925,24,23,49,30,0,19,7,0,12,10,30,20,0.8846966,0.29653224,0.8846966,0.29653224,183.465838,0.81023067,196.4837466,0.07446593
gujarat,navsari,0,0.63758391,1,0,0.87577641,0,0.63758391,0,0.2381925,24,23,49,30,0,19,7,0,12,10,30,20,0.8846966,0.29653224,0.8846966,0.29653224,183.465838,0.81023067,196.4837466,0.07446593
gujarat,panch mahals,0,0.80571431,0,0,0.80571431,0,0.26881722,0,0.53689706,24,17,101,8,1,92,69,0,23,6,8,2,0.80650496,0.15647309,0.80650496,0.15647309,249.8658675,,,
gujarat,panch mahals,0,0.26881722,1,0,0.80571431,0,0.26881722,0,0.53689706,24,17,101,8,1,92,69,0,23,6,8,2,0.80650496,0.15647309,0.80650496,0.15647309,249.8658675,,,
gujarat,patan,0,0.91156459,0,0,0.91156459,0,0.38323355,0,0.52833104,24,3,60,22,0,38,31,0,7,11,22,11,0.91553587,0.18507715,0.91553587,0.18507715,179.8537378,0.77631837,192.9336432,0.1392175
gujarat,patan,0,0.38323355,1,0,0.91156459,0,0.38323355,0,0.52833104,24,3,60,22,0,38,31,0,7,11,22,11,0.91553587,0.18507715,0.91553587,0.18507715,179.8537378,0.77631837,192.9336432,0.1392175
gujarat,porbandar,0,0.95104897,0,0,0.95104897,0,0.57647061,0,0.37457836,24,11,9,5,0,4,0,0,4,2,5,3,0.95077723,0.21819648,0.95077723,0.21819648,82.00346681,0.65895063,73.35519162,0.29182661
gujarat,porbandar,0,0.57647061,1,0,0.95104897,0,0.57647061,0,0.37457836,24,11,9,5,0,4,0,0,4,2,5,3,0.95077723,0.21819648,0.95077723,0.21819648,82.00346681,0.65895063,73.35519162,0.29182661
gujarat,rajkot,0,0.9319728,0,0,0.9319728,0,0.65306121,0,0.27891159,24,9,89,22,3,64,8,0,56,10,22,12,0.93380129,0.2111569,0.93380129,0.2111569,368.5329815,,,
gujarat,rajkot,0,0.65306121,1,0,0.9319728,0,0.65306121,0,0.27891159,24,9,89,22,3,64,8,0,56,10,22,12,0.93380129,0.2111569,0.93380129,0.2111569,368.5329815,,,
gujarat,sabar kantha,0,0.86466163,0,0,0.86466163,0,0.4375,0,0.42716163,24,5,35,12,1,22,13,0,9,3,12,9,0.86968201,0.21055542,0.86968201,0.21055542,164.7770363,,,
gujarat,sabar kantha,0,0.4375,1,0,0.86466163,0,0.4375,0,0.42716163,24,5,35,12,1,22,13,0,9,3,12,9,0.86968201,0.21055542,0.86968201,0.21055542,164.7770363,,,
gujarat,surat,0,0.92820513,0,0,0.92820513,0,0.56818181,0,0.36002332,24,25,145,73,2,70,55,0,15,54,73,19,0.92716992,0.20740157,0.92716992,0.20740157,988.909832,0.62976938,1047.784858,0.29740053
gujarat,surat,0,0.56818181,1,0,0.92820513,0,0.56818181,0,0.36002332,24,25,145,73,2,70,55,0,15,54,73,19,0.92716992,0.20740157,0.92716992,0.20740157,988.909832,0.62976938,1047.784858,0.29740053
gujarat,surendranagar,0,0.9512195,0,0,0.9512195,0,0.42857143,0,0.5226481,24,8,37,23,1,13,5,0,8,8,23,15,0.94564819,0.11827105,0.94564819,0.11827105,182.1099133,,,
gujarat,surendranagar,0,0.42857143,1,0,0.9512195,0,0.42857143,0,0.5226481,24,8,37,23,1,13,5,0,8,8,23,15,0.94564819,0.11827105,0.94564819,0.11827105,182.1099133,,,
gujarat,tapi,0,0.86029416,0,0,0.86029416,0,0.46000001,0,0.40029415,24,26,36,22,0,14,2,0,12,3,22,19,0.86578608,0.13632566,0.86578608,0.13632566,102.5286848,0.67059189,137.2655186,0.19519418
gujarat,tapi,0,0.46000001,1,0,0.86029416,0,0.46000001,0,0.40029415,24,26,36,22,0,14,2,0,12,3,22,19,0.86578608,0.13632566,0.86578608,0.13632566,102.5286848,0.67059189,137.2655186,0.19519418
gujarat,the dangs,0,0.83846152,0,0,0.83846152,0,0.33082706,0,0.50763446,,,,,,,,,,,,,0.81615788,0.16301572,0.81615788,0.16301572,25.40717206,0.63667279,34.43215208,0.17948508
gujarat,the dangs,0,0.33082706,1,0,0.83846152,0,0.33082706,0,0.50763446,,,,,,,,,,,,,0.81615788,0.16301572,0.81615788,0.16301572,25.40717206,0.63667279,34.43215208,0.17948508
gujarat,vadodara,0,0.86301368,0,0,0.86301368,0,0.61764705,0,0.24536663,24,19,112,47,4,61,29,1,31,37,47,10,0.86090934,0.40791067,0.86090934,0.40791067,403.1064206,,,
gujarat,vadodara,0,0.61764705,1,0,0.86301368,0,0.61764705,0,0.24536663,24,19,112,47,4,61,29,1,31,37,47,10,0.86090934,0.40791067,0.86090934,0.40791067,403.1064206,,,
gujarat,valsad,0,0.93710691,0,0,0.93710691,0,0.6381579,0,0.298949,24,24,62,29,0,33,8,0,25,23,29,6,0.93403691,0.22358845,0.93403691,0.22358845,252.8801314,0.69642925,249.0449513,0.23760766
gujarat,valsad,0,0.6381579,1,0,0.93710691,0,0.6381579,0,0.298949,24,24,62,29,0,33,8,0,25,23,29,6,0.93403691,0.22358845,0.93403691,0.22358845,252.8801314,0.69642925,249.0449513,0.23760766
haryana,ambala,0,0.89999998,0,0,0.89999998,0,0.61904764,0,0.28095233,6,2,23,13,5,5,3,1,1,7,13,6,0.89928198,0.29549417,0.89928198,0.29549417,38.99915083,0.82390994,97.58810824,0.07537204
haryana,ambala,0,0.61904764,1,0,0.89999998,0,0.61904764,0,0.28095233,6,2,23,13,5,5,3,1,1,7,13,6,0.89928198,0.29549417,0.89928198,0.29549417,38.99915083,0.82390994,97.58810824,0.07537204
haryana,bhiwani,0,0.85314685,0,0,0.85314685,0,0.39506173,0,0.45808512,6,13,91,33,11,47,39,0,8,16,33,17,0.85949749,0.352624,0.85949749,0.352624,48.9276475,,,
haryana,bhiwani,0,0.39506173,1,0,0.85314685,0,0.39506173,0,0.45808512,6,13,91,33,11,47,39,0,8,16,33,17,0.85949749,0.352624,0.85949749,0.352624,48.9276475,,,
haryana,charkhi dadri,0,0.89380533,0,0,0.89380533,0,0.54098362,0,0.35282171,,,,,,,,,,,,,0.9031716,0.41716835,0.9031716,0.41716835,17.62293328,,,
haryana,charkhi dadri,0,0.54098362,1,0,0.89380533,0,0.54098362,0,0.35282171,,,,,,,,,,,,,0.9031716,0.41716835,0.9031716,0.41716835,17.62293328,,,
haryana,faridabad,0,0.89130437,0,0,0.89130437,0,0.54545456,0,0.34584981,6,20,29,25,2,2,1,0,1,24,25,1,0.90210712,0.52750981,0.90210712,0.52750981,76.82444182,0.72018987,301.5172675,0.18191725
haryana,faridabad,0,0.54545456,1,0,0.89130437,0,0.54545456,0,0.34584981,6,20,29,25,2,2,1,0,1,24,25,1,0.90210712,0.52750981,0.90210712,0.52750981,76.82444182,0.72018987,301.5172675,0.18191725
haryana,fatehabad,0,0.89655173,0,0,0.89655173,0,0.29012346,0,0.60642827,6,10,14,4,2,8,8,0,0,1,4,3,0.89807707,0.34517089,0.89807707,0.34517089,48.69412318,0.83827424,84.8592159,0.05980283
haryana,fatehabad,0,0.29012346,1,0,0.89655173,0,0.29012346,0,0.60642827,6,10,14,4,2,8,8,0,0,1,4,3,0.89807707,0.34517089,0.89807707,0.34517089,48.69412318,0.83827424,84.8592159,0.05980283
haryana,gurgaon,0,0.95918369,0,0,0.95918369,0,0.6695652,0,0.28961849,6,18,73,64,4,5,5,0,0,64,64,0,0.95726973,0.59426087,0.95726973,0.59426087,49.90927443,0.59268278,134.2116399,0.36458695
haryana,gurgaon,0,0.6695652,1,0,0.95918369,0,0.6695652,0,0.28961849,6,18,73,64,4,5,5,0,0,64,64,0,0.95726973,0.59426087,0.95726973,0.59426087,49.90927443,0.59268278,134.2116399,0.36458695
haryana,hisar,0,0.92105263,0,0,0.92105263,0,0.42045453,0,0.50059807,6,12,25,13,2,10,9,0,1,12,13,1,0.93079299,0.36962718,0.93079299,0.36962718,82.50527322,0.75438231,176.3000892,0.17641068
haryana,hisar,0,0.42045453,1,0,0.92105263,0,0.42045453,0,0.50059807,6,12,25,13,2,10,9,0,1,12,13,1,0.93079299,0.36962718,0.93079299,0.36962718,82.50527322,0.75438231,176.3000892,0.17641068
haryana,jhajjar,0,0.86619717,0,0,0.86619717,0,0.57553959,0,0.29065758,6,15,13,9,0,4,3,0,1,5,9,4,0.87755871,0.50760031,0.87755871,0.50760031,37.68986396,0.65418541,91.21384615,0.22337329
haryana,jhajjar,0,0.57553959,1,0,0.86619717,0,0.57553959,0,0.29065758,6,15,13,9,0,4,3,0,1,5,9,4,0.87755871,0.50760031,0.87755871,0.50760031,37.68986396,0.65418541,91.21384615,0.22337329
haryana,jind,0,0.88050312,0,0,0.88050312,0,0.42682931,0,0.45367381,6,9,57,39,0,18,4,0,14,11,39,28,0.87999105,0.43290147,0.87999105,0.43290147,57.66225737,0.86080444,96.04849833,0.019186616
haryana,jind,0,0.42682931,1,0,0.88050312,0,0.42682931,0,0.45367381,6,9,57,39,0,18,4,0,14,11,39,28,0.87999105,0.43290147,0.87999105,0.43290147,57.66225737,0.86080444,96.04849833,0.019186616
haryana,kaithal,0,0.88659793,0,0,0.88659793,0,0.36842105,0,0.51817691,6,5,18,7,7,4,3,0,1,6,7,1,0.87578118,0.43115032,0.87578118,0.43115032,37.37354086,0.8340295,82.54775298,0.041751683
haryana,kaithal,0,0.36842105,1,0,0.88659793,0,0.36842105,0,0.51817691,6,5,18,7,7,4,3,0,1,6,7,1,0.87578118,0.43115032,0.87578118,0.43115032,37.37354086,0.8340295,82.54775298,0.041751683
haryana,karnal,0,0.94554454,0,0,0.94554454,0,0.5219512,0,0.42359334,6,6,63,34,0,29,17,0,12,15,34,19,0.94719785,0.31703639,0.94719785,0.31703639,71.24658057,0.82675195,134.918088,0.12044591
haryana,karnal,0,0.5219512,1,0,0.94554454,0,0.5219512,0,0.42359334,6,6,63,34,0,29,17,0,12,15,34,19,0.94719785,0.31703639,0.94719785,0.31703639,71.24658057,0.82675195,134.918088,0.12044591
haryana,kurukshetra,0,0.9130435,0,0,0.9130435,0,0.53179193,0,0.38125157,6,4,17,9,4,4,2,0,2,5,9,4,0.92050451,0.28801757,0.92050451,0.28801757,32.78417107,0.82987338,81.94245532,0.090631127
haryana,kurukshetra,0,0.53179193,1,0,0.9130435,0,0.53179193,0,0.38125157,6,4,17,9,4,4,2,0,2,5,9,4,0.92050451,0.28801757,0.92050451,0.28801757,32.78417107,0.82987338,81.94245532,0.090631127
haryana,mahendragarh,0,0.88414627,0,0,0.88414627,0,0.5724138,0,0.31173247,6,16,6,5,1,0,0,0,0,4,5,1,0.89217341,0.4799369,0.89217341,0.4799369,36.46623379,0.85077244,88.74608439,0.041400969
haryana,mahendragarh,0,0.5724138,1,0,0.88414627,0,0.5724138,0,0.31173247,6,16,6,5,1,0,0,0,0,4,5,1,0.89217341,0.4799369,0.89217341,0.4799369,36.46623379,0.85077244,88.74608439,0.041400969
haryana,mewat,0,0.9245283,0,0,0.9245283,0,0.25324675,0,0.67128158,6,19,8,5,2,1,1,0,0,2,5,3,0.92403513,0.32575989,0.92403513,0.32575989,35.58348808,0.68710542,111.2891197,0.23692971
